amendment hmy,property hmy,property code,tenant hmy,tenant id,amendment status code,amendment status,amendment type code,amendment type,amendment sequence,units under amendment,hmy units under amendment,amendment sf,amendment term,amendment start date,amendment end date,amendment sign date,amendment description,amendment notes,holdover %,amendment start date serial,amendment end date serial
11858,1653,xtxritti,4222,t0000531,1,Activated,4,Termination,1,,,8809,0,10/31/2021,10/31/2021,,Early Move Out,TO verify Move out date,0,44500,44500.0
11866,3202,xtx467wa,11013,t0000780,2,Superseded,0,Original Lease,0,4679,5746,42006,60,1/1/2017,12/31/2021,2016-12-29,Original Lease,,200,42736,44561.0
11867,3202,xtx467wa,11013,t0000780,2,Superseded,1,Renewal,1,4679,5746,42006,12,1/1/2022,12/31/2022,2022-01-20,First Amendment,,0,44562,44926.0
11918,1686,xtx1121,9720,t0000757,2,Superseded,2,Expansion,1,B,8244,15780,37,3/15/2022,3/31/2025,,Attach Unit,,200,44635,45747.0
11921,3374,xnj6925s,11053,t0000784,1,Activated,0,Original Lease,0,6925,9131,30000,85,4/26/2022,4/30/2029,,Original Lease,,150,44677,47238.0
11923,2988,xtx2125v,7715,t0000719,2,Superseded,2,Expansion,1,2125,8112,26532,38,1/18/2022,2/28/2025,,Attach Unit,,200,44579,45716.0
12111,3548,xil141be,11172,t0000785,1,Activated,0,Original Lease,0,141,9350,2925,133,5/1/2013,5/31/2024,2013-03-27,Fourth Amendment,,200,41395,45443.0
19617,3670,xga1585r,15819,t0000858,2,Superseded,1,Renewal,1,A,12854,48000,1,8/5/2022,9/3/2022,2022-07-15,Extension,,0,44778,44807.0
8879,1670,xga130j,8461,t0000745,1,Activated,0,Original Lease,0,130,2978,38164,62,6/15/2022,7/31/2027,2022-03-14,Original,,200,44727,46599.0
8880,3304,xpa4200m,8463,t0000747,2,Superseded,0,Original Lease,0,4200,6723,40791,60,3/15/2020,3/14/2025,,Original,,0,43905,45730.0
8881,3306,xpa500ma,8464,t0000748,1,Activated,0,Original Lease,0,500,6724,138391,120,10/1/2016,9/30/2026,,2nd Amendment,,110,42644,46295.0
21434,3642,xnj19ind,15315,t0000850,2,Superseded,2,Expansion,1,CENTER,12819,11396,86,8/15/2022,9/30/2029,,Attach Unit,,200,44788,47391.0
21439,3669,xil222ja,17600,t0000880,1,Activated,1,Renewal,1,224,12834,12905,0,8/1/2022,8/15/2022,,Extension Agreement,"flat $4839.38 for Aug 1-15, 2022.",0,44774,44788.0
21440,3640,xil1000e,17818,t0000916,1,Activated,0,Original Lease,0,100,12809,34330,1,6/14/2022,7/21/2022,2022-06-14,Temporary Occupancy,,0,44726,44763.0
21441,3640,xil1000e,17820,t0000917,1,Activated,0,Original Lease,0,100,12809,34330,62,8/1/2022,9/30/2027,2022-04-20,Original Lease,,200,44774,46660.0
21460,3739,xil1701b,17841,t0000921,2,Superseded,0,Original Lease,0,100,15010,48790,64,9/1/2019,12/31/2024,2019-08-08,Original Lease,,150,43709,45657.0
21462,3738,xil1100h,17844,t0000922,1,Activated,0,Original Lease,0,1100,15012,7500,62,11/1/2020,12/31/2025,2020-09-30,Original Lease,,200,44136,46022.0
21708,3738,xil1100h,18048,t0000925,1,Activated,0,Original Lease,0,1150,15014,7500,364,4/1/1995,7/31/2025,2020-07-14,Lease Amendment,,200,34790,45869.0
21709,3738,xil1100h,18049,t0000926,2,Superseded,0,Original Lease,0,1130,15011,8500,62,8/1/2019,9/30/2024,2019-06-20,Original Lease,,200,43678,45565.0
21710,1788,xnj10tw,18052,t0000927,1,Activated,0,Original Lease,0,10,3505,45375,84,9/1/2022,8/31/2029,2022-07-08,Original Lease,,150,44805,47361.0
21714,1876,xnj17pol,5482,t0000631,1,Activated,1,Renewal,1,03,3865,18442,2,9/1/2022,10/31/2022,2022-07-28,13th Amendment,,0,44805,44865.0
21814,3668,xga3651c,18157,t0000931,1,Activated,0,Original Lease,0,3651,12830,20030,62,11/1/2022,12/31/2027,2022-07-21,Original Lease,,200,44866,46752.0
21841,1387,xnj3001i,1400,t0000459,2,Superseded,1,Renewal,1,C,538,25651,60,8/1/2022,7/31/2027,2022-08-19,Second Amendment,,0,44774,46599.0
29098,1372,xtndelp1,4918,t0000606,1,Activated,4,Termination,1,,,41496,0,5/31/2023,5/31/2023,2022-11-10,Termination Option,Created by exercising a Termination Option,0,45077,45077.0
29099,1681,xga4225,4354,t0000572,2,Superseded,1,Renewal,2,108-109,3016,4630,5,10/1/2022,2/28/2023,2022-11-14,First Amendment,,150,44835,44985.0
7584,1899,xil770ar,5514,t0000649,2,Superseded,15,Relocation,1,770     //780,4042//4043,41455,36,4/1/2022,3/31/2025,2022-04-18,Second Amendment,,0,44652,45747.0
7585,2958,xpa18rai,7394,t0000702,2,Superseded,0,Original Lease,0,200,4964,189746,12,1/14/2022,1/13/2023,,Original,,200,44575,44939.0
7586,2987,xnj2075h,7395,t0000703,1,Activated,0,Original Lease,0,2075,5741,33078,120,3/1/2017,2/28/2027,,Original,,200,42795,46446.0
7587,2989,xnj200ri,7396,t0000704,2,Superseded,0,Original Lease,0,200,5740,63000,60,4/1/2018,3/31/2023,,1st Amendment,T pays all OpEx directly.,150,43191,45016.0
7588,1681,xga4225,4349,t0000567,1,Activated,4,Termination,1,,,7259,0,2/28/2022,2/28/2022,,,,0,44620,44620.0
7589,1681,xga4225,4350,t0000568,1,Activated,4,Termination,1,,,8218,0,2/28/2022,2/28/2022,,,,0,44620,44620.0
7624,3203,xtx310an,7440,t0000705,1,Activated,0,Original Lease,0,3101,5744,104000,240,6/7/2018,6/6/2038,,Original,,150,43258,50562.0
7720,3201,xtx111pl,7538,t0000706,1,Activated,0,Original Lease,0,11100,5743,136882,240,6/7/2018,6/6/2038,,Original,,150,43258,50562.0
7721,3204,xtx1919a,7539,t0000707,1,Activated,0,Original Lease,0,1919,5745,79970,240,6/7/2018,6/6/2038,,Original,,150,43258,50562.0
7722,2992,xtx2616a,7540,t0000708,2,Superseded,0,Original Lease,0,2616,5843,9070,28,2/1/2022,5/31/2024,2021-04-20,Original Lease,,150,44593,45443.0
7723,2992,xtx2616a,7541,t0000709,2,Superseded,0,Original Lease,0,2614,5316,8176,13,2/1/2022,2/28/2023,,,,150,44593,44985.0
7724,2992,xtx2616a,7542,t0000710,2,Superseded,0,Original Lease,0,2610,5842,8060,1,2/1/2022,2/28/2022,,Original Lease,,0,44593,44620.0
7725,1587,xnjmway9,2317,t0000491,2,Superseded,1,Renewal,1,B,1584,21800,2,3/1/2022,4/30/2022,,Amendment 1,Activated per Ian 02/25/2022,0,44621,44681.0
34229,1878,xnj125al,5460,t0000614,2,Superseded,1,Renewal,3,02,3851,50000,36,1/27/2023,12/31/2025,2023-01-27,FP Lease Renewal,,200,44953,46022.0
34232,1686,xtx1121,27057,t0000994,1,Activated,0,Original Lease,0,A,8243,50545,62,2/10/2023,3/31/2028,2022-12-22,Original Lease,,175,44967,46843.0
34234,1681,xga4225,4351,t0000569,1,Activated,1,Renewal,2,110-111,3017,5179,36,3/1/2023,2/28/2026,2023-02-01,Second Amendment,,150,44986,46081.0
34235,1390,xtxball,1307,t0000435,1,Activated,4,Termination,1,,,29772,0,3/15/2023,3/15/2023,,Early Termination,Per AM: Tenant was struggling financially and had a lease through 2027. They came to us in the summer of 2022 and we agreed to market the space for a higher rate looking for a better credit tenant. We were able to accomplish that in early 2023 and then were able to release NBF from their lease.,0,45000,45000.0
34236,1390,xtxball,28220,t0001003,2,Superseded,0,Original Lease,0,,,0,62,4/1/2023,5/31/2028,2023-02-01,Original Lease,,200,45017,46904.0
34240,1681,xga4225,4354,t0000572,2,Superseded,1,Renewal,3,108-109,3016,4630,6,3/1/2023,8/31/2023,2023-02-08,Second Amendment,,150,44986,45169.0
34243,2720,xtx8154b,5996,t0000667,1,Activated,5,Holdover,2,200,4490,36000,2,3/1/2023,5/5/2023,,HoldOver,,150,44986,45051.0
34244,1653,xtxritti,5293,t0000609,1,Activated,4,Termination,1,,,8730,0,1/13/2023,1/13/2023,2023-01-13,Termination Agreement,,0,44939,44939.0
34252,1387,xnj3001i,1401,t0000460,1,Activated,1,Renewal,1,E,539,12000,3,2/1/2023,4/30/2023,2023-01-30,Fourth Amendment,,120,44958,45046.0
34253,1585,xnjmway5,2313,t0000488,1,Activated,1,Renewal,2,C,1548,20086,60,3/1/2023,2/29/2028,2022-10-25,FP Lease,,150,44986,46812.0
34254,1585,xnjmway5,2313,t0000488,1,Activated,9,Assignment,1,,,0,0,2/28/2023,,,"From Pro Skills Baseball, LLC and JD Fast Pitch, LLC",,0,44985,
34255,2992,xtx2616a,7541,t0000709,2,Superseded,5,Holdover,1,2614,5316,8176,1,3/1/2023,3/31/2023,,Holdover,,150,44986,45016.0
40730,1372,xtndelp1,1352,t0000449,1,Activated,1,Renewal,2,4310,496,22743,36,9/1/2023,8/31/2026,2023-06-30,FP Lease,,150,45170,46265.0
40732,1733,xga5070,33868,t0001040,2,Superseded,0,Original Lease,0,5070-W,3277,48276,63,8/1/2023,10/31/2028,2023-06-30,Original Lease,,175,45139,47057.0
40739,1641,xgamc220,4125,t0000502,1,Activated,1,Renewal,2,4220,2953,36352,61,7/1/2023,7/31/2028,2023-06-30,FP Lease,"HoldOver: 150% for the first 5 months, 200% thereafter  T pays RETax directly.",150,45108,46965.0
22005,1685,xtx2655,9881,t0000759,1,Activated,1,Renewal,1,2655,5317,30840,36,7/1/2023,6/30/2026,2019-06-06,First Amendment,,0,45108,46203.0
22209,3641,xpa3041m,17597,t0000878,2,Superseded,4,Termination,1,,,8000,0,10/31/2022,10/31/2022,,Notice to Terminate,,0,44865,44865.0
8568,3272,xnj400wa,7706,t0000715,2,Superseded,0,Original Lease,0,400,6050,38550,36,1/1/2022,12/31/2024,,1st Amendment,,150,44562,45657.0
8588,3308,xfl420sw,8254,t0000743,2,Superseded,0,Original Lease,0,C,6530,6832,36,3/1/2022,2/28/2025,,,,0,44621,45716.0
8591,3308,xfl420sw,8257,t0000744,2,Superseded,0,Original Lease,0,A,6529,9070,138,4/1/2011,9/30/2022,,Second Amendment,,150,40634,44834.0
10358,1686,xtx1121,9720,t0000757,2,Superseded,0,Original Lease,0,,,15780,37,3/15/2022,3/31/2025,2022-03-07,,,200,44635,45747.0
10455,3308,xfl420sw,8254,t0000743,1,Activated,4,Termination,1,,,6832,0,4/11/2022,4/11/2022,,Early Move Out,,0,44662,44662.0
10562,1685,xtx2655,9881,t0000759,2,Superseded,0,Original Lease,0,2655,5317,30840,63,4/15/2018,6/30/2023,2018-02-28,Original Lease,,150,43205,45107.0
10618,1880,xnj156al,5472,t0000623,2,Superseded,1,Renewal,1,02,3858,12216,24,5/1/2022,4/30/2024,,3rd Amendment,All Terms and Conditions of Initial Lease remain in Full effect,200,44682,45412.0
10619,3351,xnj121hi,9929,t0000760,2,Superseded,0,Original Lease,0,B-C,7639,40000,3,3/22/2022,6/21/2022,,Original,1.55 PSF to Rec after moveout.,200,44642,44733.0
10653,3307,xtx10704,9967,t0000762,2,Superseded,0,Original Lease,0,10704,8045,27300,36,1/1/2020,12/31/2022,,,,150,43831,44926.0
10661,3308,xfl420sw,9976,t0000765,2,Superseded,0,Original Lease,0,C,6530,8956,36,5/1/2022,4/30/2025,,Original Lease,NAICS: 238340,150,44682,45777.0
45423,1653,xtxritti,4221,t0000530,1,Activated,13,Proposal in DM,2,1       //2,2984//15750,16498,60,1/1/2024,12/31/2028,,Renew_Proposal_8.22.23 - LOI FE,Based of fully executed LOI received 8.22.23,200,45292,47118.0
45432,1372,xtndelp1,36871,t0001060,1,Activated,13,Proposal in DM,0,4290,495,41496,60,11/1/2023,10/31/2028,,Crown Proposal -> Lease,,150,45231,47057.0
45471,1586,xnjmway7,2316,t0000490,1,Activated,4,Termination,2,,,20000,0,1/31/2023,1/31/2023,,Lease Expiration,,0,44957,44957.0
45474,1661,xil1688,4192,t0000518,1,Activated,1,Renewal,1,1688,2972,84804,60,7/1/2024,6/30/2029,2023-08-22,Second Amendment,,125,45474,47299.0
45487,3637,xnj59cha,14547,t0000831,1,Activated,1,Renewal,2,100,11843,10272,36,11/1/2023,10/31/2026,2023-09-21,FP Lease Renewal,,200,45231,46326.0
15132,1785,xnj14th,13176,t0000797,1,Activated,0,Original Lease,0,14B,3687,8510,60,6/1/2022,5/31/2027,,Original Lease,,150,44713,46538.0
15141,3545,xil231ja,13232,t0000798,2,Superseded,0,Original Lease,0,231,9148,5399,84,7/1/2016,6/30/2023,2016-06-21,Second Amendment,,200,42552,45107.0
15142,3545,xil231ja,13233,t0000799,2,Superseded,0,Original Lease,0,233,9149,2139,96,4/1/2015,3/31/2023,2015-03-10,Fifth Amendment,,200,42095,45016.0
15147,3545,xil231ja,13238,t0000800,2,Superseded,0,Original Lease,0,235,9150,7500,121,2/1/2015,2/28/2025,2015-02-02,Second Amendment,,200,42036,45716.0
15148,3545,xil231ja,13239,t0000801,2,Superseded,0,Original Lease,0,237,9151,7500,122,8/1/2012,9/30/2022,2012-07-16,Second Amendment,,200,41122,44834.0
15149,3545,xil231ja,13240,t0000802,1,Activated,0,Original Lease,0,239,9154,7500,183,6/1/2007,8/31/2022,2007-05-02,Fourth Amendment,Lease ends 08/31/2022,200,39234,44804.0
15174,3545,xil231ja,13266,t0000803,1,Activated,0,Original Lease,0,241,9152,2902,350,10/1/1993,11/30/2022,1993-08-06,17th Amendment,,200,34243,44895.0
15185,3545,xil231ja,13276,t0000804,2,Superseded,0,Original Lease,0,1071,9153,7328,106,9/1/2014,6/30/2023,2014-07-17,Sixth Amendment,,150,41883,45107.0
15215,1586,xnjmway7,13291,t0000805,1,Activated,0,Original Lease,0,B,1581,20000,60,2/1/2023,1/31/2028,2022-04-15,Original Lease,,200,44958,46783.0
14430,3547,xil201ja,12763,t0000792,2,Superseded,0,Original Lease,0,1050,10536,2934,38,9/1/2021,10/31/2024,2021-08-31,Original Lease,,200,44440,45596.0
14431,3547,xil201ja,12764,t0000793,2,Superseded,0,Original Lease,0,1060,10537,1971,36,11/1/2021,10/31/2024,2021-10-20,Original Lease,,150,44501,45596.0
17595,3636,xfl3333c,14877,t0000842,2,Superseded,0,Original Lease,0,100,12078,83800,161,8/12/2013,12/31/2026,2013-07-30,Second Amendment,FP closing date 06/15/2022,125,41498,46387.0
17596,3636,xfl3333c,14878,t0000843,2,Superseded,0,Original Lease,0,200,12079,39000,36,3/1/2020,2/28/2023,2019-12-10,Original Lease,FP closing date 06/15/2022,200,43891,44985.0
17597,2720,xtx8154b,5996,t0000667,2,Superseded,1,Renewal,1,200,4490,36000,8,7/1/2022,2/28/2023,2022-07-30,Renewal,,0,44743,44985.0
17598,3652,xnj70cat,14879,t0000844,1,Activated,0,Original Lease,0,B,12071,5740,8,6/24/2022,1/31/2023,2021-02-02,Original Lease,,0,44736,44957.0
17599,3652,xnj70cat,14880,t0000845,1,Activated,0,Original Lease,0,1,12070,13500,43,6/24/2022,1/13/2026,2020-11-30,Second Amendment,,0,44736,46035.0
17600,3629,xtx4666d,14881,t0000846,2,Superseded,0,Original Lease,0,4666,12083,162792,37,6/21/2022,6/30/2025,2025-03-24,Original Lease,,175,44733,45838.0
14587,3547,xil201ja,12861,t0000794,2,Superseded,0,Original Lease,0,1070,10538,4680,144,11/1/2012,10/31/2024,2012-10-18,Third Amendment,,200,41214,45596.0
14588,3547,xil201ja,12862,t0000795,2,Superseded,0,Original Lease,0,1080,10539,5382,24,3/1/2022,2/29/2024,2022-02-28,Original Lease,,150,44621,45351.0
14589,3623,xga3471a,12863,t0000796,2,Superseded,0,Original Lease,0,3471,10623,36072,25,5/31/2022,5/31/2024,,Original Lease,,150,44712,45443.0
14598,2958,xpa18rai,7394,t0000702,1,Activated,1,Renewal,1,200,4964,189746,37,1/14/2023,1/31/2026,2022-06-01,First Amendment,,0,44940,46053.0
47198,3622,xtx1050k,38081,t0001091,1,Activated,13,Proposal in DM,0,10511,10157,5423,60,11/1/2023,10/31/2028,,FE Lease Corrected Commissions,,200,45231,47057.0
47199,3622,xtx1050k,38081,t0001091,1,Activated,0,Original Lease,1,10511,10157,5423,60,11/1/2023,10/31/2028,,FE Lease Corrected Commissions,,200,45231,47057.0
47205,1639,xtxdrysd,5458,t0000612,1,Activated,4,Termination,1,,,26448,0,9/30/2023,9/30/2023,,Early Termination,,0,45199,45199.0
47207,2726,xohcolu3,36923,t0001073,1,Activated,13,Proposal in DM,0,3040,4577,5893,20,2/1/2024,9/30/2025,2024-01-26T06:00:00,LL_Proposal_9.26.23,Leasing suite to existing tenant that occupies neighboring suite as well as additional space at our building next door.  Making it coterminous with their current lease at the other two suites and will look to renew long term at all three suites at that time.,150,45323,45930.0
47208,1675,xnj440be,4313,t0000558,1,Activated,1,Renewal,1,A-2,3004,2218,60,8/1/2023,7/31/2028,2023-08-01,FP Lease,,200,45139,46965.0
47212,2721,xga800wh,5512,t0000647,1,Activated,1,Renewal,1,B,4041,1600,30,1/1/2024,6/30/2026,2023-08-27,First Amendment,,150,45292,46203.0
47215,1896,xtx12150,6920,t0000701,1,Activated,1,Renewal,3,104,4427,11473,60,10/1/2023,9/30/2028,2023-10-10,Renew_Proposal_1,,200,45200,47026.0
47222,1372,xtndelp1,36871,t0001060,1,Activated,0,Original Lease,1,4290,495,41496,60,11/1/2023,10/31/2028,2023-10-11,Original Lease,,150,45231,47057.0
47239,2994,xnj9100p,7699,t0000714,1,Activated,13,Proposal in DM,1,9100,5742,47256,60,5/1/2024,4/30/2029,,Tenant Exercised Renewal Option,,150,45413,47238.0
20772,3642,xnj19ind,17171,t0000864,2,Superseded,0,Original Lease,0,NE,12820,18464,96,3/1/2017,2/28/2025,2017-02-20,Third AMD + Letter AG,,150,42795,45716.0
21194,3668,xga3651c,17592,t0000876,1,Activated,0,Original Lease,0,BB,14781,0,121,6/20/2022,6/30/2032,2022-06-20,Original Lease,,0,44732,48395.0
21197,3667,xnj6900r,17596,t0000877,2,Superseded,0,Original Lease,0,6900,12829,22698,60,12/1/2018,11/30/2023,2018-11-30,Original Lease,,150,43435,45260.0
21198,3641,xpa3041m,17597,t0000878,2,Superseded,0,Original Lease,0,C,12813,8000,55,4/1/2021,10/31/2025,,Addendum II,,200,44287,45961.0
21199,3639,xil2710l,17598,t0000879,2,Superseded,0,Original Lease,0,100,12625,24000,18,3/1/2021,8/31/2022,2020-10-28,Second Addendum,,200,44256,44804.0
21200,3669,xil222ja,17600,t0000880,2,Superseded,0,Original Lease,0,224,12834,12905,35,9/1/2019,7/31/2022,2019-08-15,Original Lease,,0,43709,44773.0
21201,3669,xil222ja,17601,t0000881,2,Superseded,0,Original Lease,0,222,12833,11020,60,4/1/2019,3/31/2024,,Third Rider,,0,43556,45382.0
21209,3641,xpa3041m,17610,t0000882,2,Superseded,0,Original Lease,0,A,12810,20000,12,9/1/2021,8/31/2022,2020-08-26,Original Lease,,200,44440,44804.0
21210,3641,xpa3041m,17611,t0000883,2,Superseded,0,Original Lease,0,C1,12814,9640,8,3/1/2022,10/31/2022,2020-10-07,First Addendum,,200,44621,44865.0
21215,3641,xpa3041m,17614,t0000886,2,Superseded,0,Original Lease,0,OUTDOOR,12816,0,12,12/1/2021,11/30/2022,2021-12-02,Original Lease,,200,44531,44895.0
21217,3641,xpa3041m,17617,t0000887,2,Superseded,0,Original Lease,0,B,12811,12800,12,4/1/2022,3/31/2023,2022-04-01,Original Lease,,200,44652,45016.0
21219,2725,xohcolu2,17620,t0000889,1,Activated,0,Original Lease,0,3065,4576,5620,62,9/19/2022,10/31/2027,2022-06-29,Original Lease,,150,44823,46691.0
21226,3668,xga3651c,17167,t0000861,2,Superseded,1,Renewal,1,3651,12830,20000,1,7/1/2022,7/31/2022,,Extension,,0,44743,44773.0
21227,3668,xga3651c,17167,t0000861,1,Activated,5,Holdover,2,3651,12830,20000,2,8/1/2022,9/30/2022,,Holdover,,200,44774,44834.0
21048,3729,xga3100j,17480,t0000867,2,Superseded,0,Original Lease,0,3100,14646,40500,4,7/19/2022,10/31/2022,,Original Lease,,200,44761,44865.0
12313,3548,xil141be,11303,t0000787,1,Activated,0,Original Lease,0,143,9383,2925,79,4/1/2020,10/31/2026,2020-02-15,First Amendment,,200,43922,46326.0
12363,3548,xil141be,11387,t0000788,2,Superseded,0,Original Lease,0,145,9408,5850,106,9/1/2014,6/30/2023,2014-08-13,Fifth Amendment,,150,41883,45107.0
54567,1389,xnj6000i,36951,t0001081,1,Activated,13,Proposal in DM,0,6000,540,46188,48,12/1/2023,11/30/2027,,LL Response Final,,200,45261,46721.0
36728,3622,xtx1050k,13718,t0000826,2,Superseded,5,Holdover,1,10519,10163,7500,0,6/1/2023,5/31/2023,,HoldOver,AM working on renewal.,150,45078,45077.0
40841,1642,xgamc255,4126,t0000503,1,Activated,1,Renewal,2,4255,2954,45376,61,7/1/2023,7/31/2028,2023-06-30,FP Lease,"HoldOver: 150% for the first 5 months, 200% thereafter  T pays RETax directly.",150,45108,46965.0
13742,2990,xga4600f,6541,t0000685,2,Superseded,1,Renewal,1,4630-B,4971,12500,36,7/1/2022,6/30/2025,2022-05-26,Fourth Amendment,,150,44743,45838.0
13756,1681,xga4225,4354,t0000572,2,Superseded,5,Holdover,1,108-109,3016,4630,0,6/1/2022,9/30/2022,,Holdover,changed to holdover per JH,150,44713,44834.0
40903,1643,xgamc260,4127,t0000504,1,Activated,1,Renewal,2,4260,2955,16704,61,7/1/2023,7/31/2028,2023-06-30,FP Lease,"HoldOver: 150% for the first 5 months, 200% thereafter  T pays RETax directly.",150,45108,46965.0
40909,1881,xnj30les,34003,t0001042,1,Activated,0,Original Lease,0,30,3852,16003,60,10/16/2023,9/30/2028,2023-07-05,Original Lease,,200,45215,47026.0
45446,3545,xil231ja,13276,t0000804,1,Activated,2,Expansion,3,241     //1071,9152//9153,10267,34,9/1/2023,6/30/2026,,Renewal w/ Expansion,Need to adjust Unit 241 delivery date to 09/01/2023,200,45170,46203.0
45447,1662,xil305e,4191,t0000517,2,Superseded,5,Holdover,1,305,2970,32404,0,9/1/2023,9/15/2023,,Holdover,,150,45170,45184.0
45448,1655,xnjcentr,19886,t0000958,2,Superseded,1,Renewal,2,7055-2,2989,9967,6,10/1/2023,3/31/2024,2023-08-21,First Amendment,Created by exercising a Renewal Option,150,45200,45382.0
45449,1896,xtx12150,6920,t0000701,1,Activated,13,Proposal in DM,2,104,4427,11473,60,10/1/2023,9/30/2028,,Renew_Proposal_1,,0,45200,47026.0
45450,2952,xtndelp2,36892,t0001066,2,Superseded,0,Original Lease,0,4319A,5085,72000,13,9/15/2023,9/30/2024,2023-08-28,Original Lease,,200,45184,45565.0
45451,1653,xtxritti,4221,t0000530,1,Activated,1,Renewal,3,1       //2,2984//15750,16490,60,1/1/2024,12/31/2028,2023-08-22,Renew_Proposal_8.22.23 - LOI FE,Based of fully executed LOI received 8.22.23,200,45292,47118.0
45456,3637,xnj59cha,14547,t0000831,1,Activated,13,Proposal in DM,1,100,11843,10272,36,11/1/2023,10/31/2026,,Renew_Proposal_1,,200,45231,46326.0
13889,3575,xtx1709s,12400,t0000790,1,Activated,0,Original Lease,0,100,9212,150018,76,7/20/2021,10/31/2027,,First Amendment,,125,44397,46691.0
13898,3575,xtx1709s,12407,t0000791,1,Activated,0,Original Lease,0,150,9213,95281,76,12/31/2021,3/31/2028,,,,125,44561,46843.0
40976,3623,xga3471a,12863,t0000796,1,Activated,13,Proposal in DM,1,3471,10623,36072,24,6/1/2024,5/31/2026,2023-11-21T06:00:00,Renew Per Option,,0,45444,46173.0
40984,1878,xnj125al,5460,t0000614,1,Activated,4,Termination,4,,,50000,0,12/23/2023,12/23/2023,2023-06-23,Termination Agreement,Created by exercising a Termination Option,0,45283,45283.0
40985,1679,xga9330,4272,t0000542,2,Superseded,1,Renewal,2,9330,2993,22500,60,9/1/2023,8/31/2028,2023-06-27,First Amendment,,150,45170,46996.0
40989,2990,xga4600f,34072,t0001049,1,Activated,0,Original Lease,0,4630-A,4970,7529,61,8/15/2023,8/31/2028,2023-07-20,Original Lease,,200,45153,46996.0
32917,1389,xnj6000i,1387,t0000451,1,Activated,4,Termination,1,,,34847,0,8/31/2023,8/31/2023,2022-09-02,Termination Agreement,,0,45169,45169.0
32932,3307,xtx10704,9967,t0000762,1,Activated,1,Renewal,1,10704,8045,27300,60,1/1/2023,12/31/2027,2022-10-14,FP Lease,,175,44927,46752.0
32934,1696,xga4601,4434,t0000577,2,Superseded,5,Holdover,1,4601,3068,125723,0,1/1/2023,7/31/2023,,Holdover,M2M Holdover,150,44927,45138.0
32937,1667,xpa1peae,4235,t0000535,1,Activated,1,Renewal,1,B,2986,9711,60,2/1/2023,1/31/2028,,Amd and Restated AG,,200,44958,46783.0
32938,1585,xnjmway5,2308,t0000486,1,Activated,2,Expansion,3,B,1547,10171,8,1/1/2023,8/31/2023,2022-12-06,FP Lease,,0,44927,45169.0
32939,1585,xnjmway5,2308,t0000486,1,Activated,1,Renewal,4,A       //B,1546//1547,19914,84,9/1/2023,8/31/2030,2022-12-06,FP Lease,,200,45170,47726.0
32946,1882,xnj128ba,27032,t0000991,1,Activated,0,Original Lease,0,04,3862,10699,61,1/1/2023,1/31/2028,2022-12-22,Original Lease,,200,44927,46783.0
13408,3547,xil201ja,12110,t0000789,2,Superseded,0,Original Lease,0,201,9162,7020,120,2/1/2014,1/31/2024,2021-01-05,Third Amendment,,200,41671,45322.0
59658,2720,xtx8154b,5995,t0000666,1,Activated,13,Proposal in DM,1,100,4489,35510,36,4/1/2024,3/31/2027,,Renew_Proposal_1,,200,45383,46477.0
59661,1681,xga4225,4342,t0000566,1,Activated,4,Termination,1,,,9856,0,12/31/2023,12/31/2023,,Lease End,,0,45291,45291.0
59662,3546,xil240ja,13435,t0000809,1,Activated,4,Termination,2,,,2900,0,11/30/2023,11/30/2023,,Lease End,,0,45260,45260.0
59663,3546,xil240ja,13456,t0000812,1,Activated,4,Termination,1,,,6000,0,11/30/2023,11/30/2023,,Lease End,,0,45260,45260.0
59666,2720,xtx8154b,5995,t0000666,1,Activated,1,Renewal,2,100,4489,35510,36,4/1/2024,3/31/2027,,FP Renewal,,200,45383,46477.0
59680,1878,xnj125al,45817,t0001173,1,Activated,13,Proposal in DM,0,02,3851,50000,61,4/1/2024,4/30/2029,2024-02-28T14:59:36,Final Proposal - 1.5.24,"1/2: Sent LL Response. CAM: $0.56, RET: $1.52, In: $0.25 12/29: Received initial proposal offer",0,45383,47238.0
59684,2990,xga4600f,6544,t0000687,1,Activated,4,Termination,1,,,7437,0,12/5/2023,12/5/2023,,Termination Amd,,0,45265,45265.0
59685,1383,xohmost,41989,t0001147,1,Activated,13,Proposal in DM,0,C,505,47107,25,3/1/2024,3/31/2026,,New_Proposal_2,,150,45352,46112.0
17102,3637,xnj59cha,14547,t0000831,2,Superseded,0,Original Lease,0,100,11843,10000,17,6/15/2022,10/31/2023,2017-09-01,Extension & Mod to Lease,No Mgmt per Lease,125,44727,45230.0
54633,1389,xnj6000i,42706,t0001153,1,Activated,0,Original Lease,0,6000,540,46188,48,12/1/2023,11/30/2027,2023-11-16,Original Lease,,200,45261,46721.0
54606,1787,xnj220r,42687,t0001151,1,Activated,0,Original Lease,0,B,3507,23545,61,12/1/2023,12/31/2028,2023-11-14,Original Lease,,200,45261,47118.0
15532,3625,xtx11839,13521,t0000818,2,Superseded,0,Original Lease,0,11839,11099,99750,37,5/19/2022,5/31/2025,2022-05-19,Original Lease,,150,44700,45808.0
15594,3622,xtx1050k,13537,t0000819,2,Superseded,0,Original Lease,0,10501,10161,5000,3,5/1/2022,7/31/2022,2021-01-10,Original Lease,,150,44682,44773.0
15669,3622,xtx1050k,13602,t0000822,2,Superseded,0,Original Lease,0,10507,10158,5000,21,5/16/2022,1/31/2024,2022-07-31,Original Lease,,150,44697,45322.0
