Record HMY,Amendment HMY,Tenant HMY,Tenant Code,Property HMY,Property Code,Unit HMY,Unit Name,dtLeaseFrom,dtLeaseTo,hOption,hProposal,bInActive,dtInactive,hAmendmentInactive,dtMovein,dtMoveout,sNotes,dSqft,hMasterUnit,bActive,hCondoContract,iPersonType,hcommmoveoutreason,hForeignDb,sExtReference,hCopyFrom,IsPastPrimaryOwner,hCommMLAOverride,tRowVersion,dtClose,dTaxEstimate
7070,6656,6528,"t0000679",2985,"xil1001a",4975,1001    ,"2018-10-01 00:00:00","2023-12-31 00:00:00",,,,,34404,"2018-10-01 00:00:00","2023-12-31 00:00:00",,19963,0,0,,,,,,,,0,"AAAAAAEMqkA=",,
7071,6657,6532,"t0000680",917,"gaga1104",216,"930A    ","2022-03-01 00:00:00","2022-09-22 00:00:00",,,,,115945,"2022-02-01 00:00:00","2022-09-22 00:00:00",,10500,0,0,,,,,,,,0,"AAAAAAGra+k=",,
7075,6661,6536,"t0000681",2990,"xga4600f",4969,"4600-F  ","2009-02-17 00:00:00","2022-03-31 00:00:00",,,,,10151,"2009-02-17 00:00:00","2022-03-31 00:00:00",,10026,0,0,,,,,,,,0,"AAAAAAB49lY=",,
7076,6662,6538,"t0000682",2990,"xga4600f",4968,"4600-E  ","2020-03-01 00:00:00","2025-04-30 00:00:00",,,,,97341,"2020-03-01 00:00:00","2025-04-30 00:00:00",,20000,0,0,,,,,,,,0,"AAAAAAFpCsw=",,
7077,6663,6539,"t0000683",2990,"xga4600f",4967,"4600-A  ","2016-02-16 00:00:00","2025-04-30 00:00:00",,,,,,"2015-02-03 00:00:00",,,15035,0,0,,,,,,,,0,"AAAAAAA0DFI=",,
7078,6664,6540,"t0000684",2990,"xga4600f",4970,"4630-A  ","2016-02-16 00:00:00","2023-04-30 00:00:00",,,,,34430,"2016-02-16 00:00:00","2023-04-30 00:00:00",,7500,0,0,,,,,,,,0,"AAAAAACg/7Y=",,
7079,6665,6541,"t0000685",2990,"xga4600f",4971,"4630-B  ","2014-02-19 00:00:00","2022-06-30 00:00:00",,,,,13742,"2016-02-16 00:00:00","2022-06-30 00:00:00",,12530,0,0,,,,,,,,0,"AAAAAAGx+P0=",,
7080,6666,6542,"t0000686",2990,"xga4600f",4973,"4630-D  ","2021-03-01 00:00:00","2026-04-30 00:00:00",,,,,,"2021-03-01 00:00:00",,,15000,0,0,,,,,,,,0,"AAAAAABp+9k=",,
7081,6667,6544,"t0000687",2990,"xga4600f",4972,"4630-C  ","2017-11-29 00:00:00","2023-12-05 00:00:00",,,,,59684,"2017-11-29 00:00:00","2023-12-05 00:00:00",,7437,0,0,,,,,,,,0,"AAAAAADNEXM=",,
7179,6767,804,"t0000285",1343,"njrun175",332,"A.      ","2022-02-01 00:00:00","2022-06-22 00:00:00",,,,,115828,"2022-02-01 00:00:00","2022-06-22 00:00:00",,7500,0,0,,,,,,,,0,"AAAAAAGrQuU=",,
7180,6768,6639,"t0000688",1383,"xohmost ",506,"D       ","2022-03-01 00:00:00","2029-05-31 00:00:00",,,,,,"2022-03-01 00:00:00",,,114027,0,0,,,,,,,,0,"AAAAAAB5SbE=",,
7181,6769,4366,"t0000576",930,"tnb12011",101,400     ,"2022-02-01 00:00:00","2022-06-22 00:00:00",,,,,115859,"2022-02-01 00:00:00","2022-06-22 00:00:00",,24275,0,0,,,,,,,,0,"AAAAAAGrTQU=",,
7182,6770,6647,"t0000689",2993,"xfl4646g",5061,4646    ,"1999-01-01 00:00:00","2024-06-30 00:00:00",,,,,70263,"1999-01-01 00:00:00","2024-06-30 00:00:00",,79188,0,0,,,,,,,,0,"AAAAAAECiLo=",,
7215,1389,2240,"t0000468",1231,"tntri9  ",55,100     ,"2021-06-01 00:00:00","2022-06-22 00:00:00",,,,,115682,"2021-06-01 00:00:00","2022-06-22 00:00:00",,16328,0,0,,,,,,,,0,"AAAAAAGrUfs=",,
7216,6807,6677,"t0000690",2952,"xtndelp2",5085,"4319A   ","2018-07-02 00:00:00","2023-03-01 00:00:00",,,,,60856,"2018-07-02 00:00:00","2023-03-01 00:00:00",,72000,0,0,,,,,,,,0,"AAAAAADLyWk=",,
7218,6808,6678,"t0000691",2952,"xtndelp2",5086,"4319B   ","2021-04-08 00:00:00","2026-04-30 00:00:00",,,,,,"2021-04-08 00:00:00",,,72000,0,0,,,,,,,,0,"AAAAAAB4R94=",,
22004,21796,18140,"t0000928",3737,"3oh00001",15298,2068    ,"2009-10-01 00:00:00","2024-09-30 00:00:00",,,,,74246,"2009-10-01 00:00:00","2024-09-30 00:00:00",,32000,0,0,,,,,,,,0,"AAAAAAE05NU=",,
22010,21819,18161,"t0000932",3799,"3il00004",15305,3380    ,"2022-08-04 00:00:00","2022-12-31 00:00:00",,,,,29978,"2022-08-04 00:00:00","2022-12-31 00:00:00",,46156,0,0,,,,,,,,0,"AAAAAAB4i5A=",,
22012,21812,18156,"t0000930",3737,"3oh00001",14792,2080    ,"2011-07-01 00:00:00","2023-06-30 00:00:00",,,,,40131,"2011-07-01 00:00:00","2023-06-30 00:00:00",,40800,0,0,,,,,,,,0,"AAAAAACPpcs=",,
22028,21822,18163,"t0000933",3800,"3ny00001",15322,180     ,"2016-04-22 00:00:00","2023-03-22 00:00:00",,,,,34302,"2016-04-22 00:00:00","2023-03-22 00:00:00",,24000,0,0,,,,,,,,0,"AAAAAAFhI9w=",,
22030,21841,1400,"t0000459",1387,"xnj3001i",538,"C       ","2022-08-01 00:00:00","2023-10-31 00:00:00",,,,,50678,"2022-08-01 00:00:00","2023-10-31 00:00:00",,25651,0,0,,,,,,,,0,"AAAAAAFSMak=",,
22088,21842,18179,"t0000934",3737,"3oh00001",14793,2098    ,"2004-01-01 00:00:00","2023-06-30 00:00:00",,,,,40130,"2004-01-01 00:00:00","2023-06-30 00:00:00",,39200,0,0,,,,,,,,0,"AAAAAACPpd4=",,
22154,21980,18302,"t0000935",913,"gacre100",444,620     ,"2022-09-01 00:00:00","2025-11-30 00:00:00",,,,,,"2022-09-01 00:00:00",,,3248,0,0,,,,,,,,0,"AAAAAAB5bGI=",,
22175,22005,9881,"t0000759",1685,"xtx2655 ",5317,2655    ,"2023-07-01 00:00:00","2026-06-30 00:00:00",,,,,,"2023-07-01 00:00:00",,,30840,0,0,,,,,,,,0,"AAAAAABtpQY=",,
20970,20772,17171,"t0000864",3642,"xnj19ind",12820,"NE      ","2017-03-01 00:00:00","2023-05-31 00:00:00",,,,,34286,"2017-03-01 00:00:00","2023-05-31 00:00:00",,18464,0,0,,,,,,,,0,"AAAAAACyQXY=",,
20971,20773,17267,"t0000865",3644,"3tn00002",14133,1       ,"2019-11-01 00:00:00","2022-10-31 00:00:00",,,,,29077,"2012-10-08 00:00:00","2022-10-31 00:00:00",,34200,0,0,,,,,,,,0,"AAAAAAFFGqA=",,
9284,8881,8464,"t0000748",3306,"xpa500ma",6724,500     ,"2016-10-01 00:00:00","2026-09-30 00:00:00",,,,,,"2016-10-01 00:00:00",,,138391,0,0,,,,,,,,0,"AAAAAAC6GrI=",,
9213,8360,8086,"t0000742",3302,"xnj121mo",6284,121     ,"2022-03-14 00:00:00","2025-03-31 00:00:00",,,,,110768,"2022-03-14 00:00:00","2025-03-31 00:00:00",,62000,0,0,,,,,,,,0,"AAAAAAGZ7uI=",,
9234,8833,802,"t0000283",1342,"njrun170",328,"B       ","2022-12-01 00:00:00","2022-06-22 00:00:00",,,,,115826,"2022-12-01 00:00:00","2022-06-22 00:00:00",,9726,0,0,,,,,,,,0,"AAAAAAGrQk4=",,
9256,8855,801,"t0000282",1341,"njrun165",323,"F       ","2021-08-01 00:00:00","2022-06-22 00:00:00",,,,,115837,"2021-08-01 00:00:00","2022-06-22 00:00:00",,17280,0,0,,,,,,,,0,"AAAAAAGrQfU=",,
9282,8879,8461,"t0000745",1670,"xga130j ",2978,130     ,"2022-06-15 00:00:00","2027-07-31 00:00:00",,,,,,"2022-05-01 00:00:00",,,38164,0,0,,,,,,,,0,"AAAAAAEZ0Q4=",,
9283,8880,8463,"t0000747",3304,"xpa4200m",6723,4200    ,"2020-03-15 00:00:00","2025-03-14 00:00:00",,,,,73090,"2020-03-15 00:00:00","2025-03-14 00:00:00",,40791,0,0,,,,,,,,0,"AAAAAAEdqtI=",,
10536,10149,9527,"t0000753",3356,"xga401wi",7707,401     ,"1990-12-01 00:00:00","2026-11-30 00:00:00",,,,,,"1990-12-01 00:00:00",,,37500,0,0,,,,,,,,0,"AAAAAAC3P0o=",,
10538,10151,6536,"t0000681",2990,"xga4600f",4969,"4600-F  ","2022-04-01 00:00:00","2025-03-31 00:00:00",,,,,115956,"2022-04-01 00:00:00","2025-03-31 00:00:00",,10000,0,0,,,,,,,,0,"AAAAAAGrekE=",,
10539,10152,9534,"t0000754",1365,"gacom33 ",479,"L       ","2022-05-15 00:00:00","2022-06-22 00:00:00",,,,,115667,"2022-05-15 00:00:00","2022-06-22 00:00:00",,50530,0,0,,,,,,,,0,"AAAAAAGrMc0=",,
9710,9309,302,"t0000002",919,"ohhon001",6,"7100-GL ","2020-06-29 00:00:00","2022-06-22 00:00:00",,,,,115813,"2020-06-29 00:00:00","2022-06-22 00:00:00",,213863,0,0,,,,,,,,0,"AAAAAAGrRRg=",,
9711,9309,302,"t0000002",919,"ohhon001",7,"7100-MEZ","2020-06-29 00:00:00","2022-06-22 00:00:00",,,,,115813,"2020-06-29 00:00:00","2022-06-22 00:00:00",,0,0,0,,,,,,,,0,"AAAAAAGrRRk=",,
9712,9310,4736,"t0000588",994,"ohwar004",33,"C       ","2021-11-01 00:00:00","2022-06-22 00:00:00",,,,,115863,"2021-11-01 00:00:00","2022-06-22 00:00:00",,12500,0,0,,,,,,,,0,"AAAAAAGrSF4=",,
9713,9311,4737,"t0000589",1237,"ohwar005",38,"A       ","2022-04-01 00:00:00","2022-06-22 00:00:00",,,,,115864,"2021-11-01 00:00:00","2022-06-22 00:00:00",,10650,0,0,,,,,,,,0,"AAAAAAGrSb0=",,
9714,9312,1187,"t0000393",992,"ohkem002",20,"3-600   ","2021-05-01 00:00:00","2022-06-22 00:00:00",,,,,115865,"2021-05-01 00:00:00","2022-06-22 00:00:00",,13605,0,0,,,,,,,,0,"AAAAAAGrRm4=",,
9943,9544,670,"t0000159",905,"gacn010 ",160,300     ,"2022-05-01 00:00:00","2022-06-22 00:00:00",,,,,115844,"2022-05-01 00:00:00","2022-06-22 00:00:00",,2700,0,0,,,,,,,,0,"AAAAAAGrLoU=",,
7326,6916,6797,"t0000694",893,"txwin004",129,11300   ,"2022-02-01 00:00:00","2022-06-22 00:00:00",,,,,115675,"2022-02-01 00:00:00","2022-06-22 00:00:00",,59600,0,0,,,,,,,,0,"AAAAAAGrXkA=",,
7431,7019,6906,"t0000696",1888,"xtx4201n",4304,100     ,"2005-12-03 00:00:00","2022-10-31 00:00:00",,,,,28789,"2005-12-03 00:00:00","2022-10-31 00:00:00",,182500,0,0,,,,,,,,0,"AAAAAAB2d2o=",,
7432,7021,6908,"t0000697",1896,"xtx12150",4429,120     ,"2018-08-01 00:00:00","2025-09-30 00:00:00",,,,,,"2018-08-01 00:00:00",,,20551,0,0,,,,,,,,0,"AAAAAAA0S3M=",,
7433,7022,6909,"t0000698",1896,"xtx12150",4428,112     ,"2018-04-01 00:00:00","2023-03-31 00:00:00",,,,,29544,"2018-04-01 00:00:00","2023-03-31 00:00:00",,11030,0,0,,,,,,,,0,"AAAAAAB4is0=",,
7436,7026,6920,"t0000701",1896,"xtx12150",4427,104     ,"2018-10-22 00:00:00","2023-08-31 00:00:00",,,,,45415,"2018-10-22 00:00:00","2023-08-31 00:00:00",,11436,0,0,,,,,,,,0,"AAAAAACd6DM=",,
7996,7584,5514,"t0000649",1899,"xil770ar",4042,770     ,"2022-04-01 00:00:00","2025-03-31 00:00:00",,,,,,"2022-05-01 00:00:00",,,41455,0,0,,,,,,,,0,"AAAAAAB1zpg=",,
7997,7585,7394,"t0000702",2958,"xpa18rai",4964,200     ,"2022-01-14 00:00:00","2023-01-13 00:00:00",,,,,14598,"2022-01-14 00:00:00","2023-01-13 00:00:00",,189746,0,0,,,,,,,,0,"AAAAAACF5cA=",,
7999,7586,7395,"t0000703",2987,"xnj2075h",5741,2075    ,"2017-03-01 00:00:00","2027-02-28 00:00:00",,,,,,"2022-03-01 00:00:00",,,33078,0,0,,,,,,,,0,"AAAAAADctDU=",,
8000,7587,7396,"t0000704",2989,"xnj200ri",5740,200     ,"2018-04-01 00:00:00","2023-03-31 00:00:00",,,,,34316,"2018-04-01 00:00:00","2023-03-31 00:00:00",,63000,0,0,,,,,,,,0,"AAAAAAFrXfo=",,
8001,4146,4237,"t0000537",1655,"xnjcentr",2988,"7055-1  ","2021-07-22 00:00:00","2022-01-31 00:00:00",,,,,64403,"2021-07-22 00:00:00","2022-01-31 00:00:00",,20721,0,0,,,,,,,,0,"AAAAAADeOac=",,
8002,4146,4237,"t0000537",1655,"xnjcentr",2989,"7055-2  ","2021-07-22 00:00:00","2022-01-31 00:00:00",,,,,64403,"2021-07-22 00:00:00","2022-01-31 00:00:00",,9967,0,0,,,,,,,,0,"AAAAAADeOag=",,
8004,7018,6903,"t0000695",1339,"njrun155",316,"G-H     ","2022-02-15 00:00:00","2022-06-22 00:00:00",,,,,115664,"2022-02-15 00:00:00","2022-06-22 00:00:00",,17291,0,0,,,,,,,,0,"AAAAAAGrP8k=",,
8042,7624,7440,"t0000705",3203,"xtx310an",5744,3101    ,"2018-06-07 00:00:00","2038-06-06 00:00:00",,,,,,"2018-06-07 00:00:00",,,104000,0,0,,,,,,,,0,"AAAAAADei+g=",,
8139,7720,7538,"t0000706",3201,"xtx111pl",5743,11100   ,"2018-06-07 00:00:00","2038-06-06 00:00:00",,,,,,"2018-06-07 00:00:00",,,136882,0,0,,,,,,,,0,"AAAAAACCIaA=",,
8141,7721,7539,"t0000707",3204,"xtx1919a",5745,1919    ,"2018-06-07 00:00:00","2038-06-06 00:00:00",,,,,,"2018-06-07 00:00:00",,,79970,0,0,,,,,,,,0,"AAAAAADejNA=",,
8142,7722,7540,"t0000708",2992,"xtx2616a",5843,2616    ,"2022-02-01 00:00:00","2024-05-31 00:00:00",,,,,70371,"2021-06-01 00:00:00","2024-05-31 00:00:00",,9070,0,0,,,,,,,,0,"AAAAAAFIvj4=",,
8143,7723,7541,"t0000709",2992,"xtx2616a",5316,2614    ,"2022-02-01 00:00:00","2023-02-28 00:00:00",,,,,34276,"2020-03-01 00:00:00","2023-02-28 00:00:00",,8176,0,0,,,,,,,,0,"AAAAAADw3y0=",,
8144,7725,2317,"t0000491",1587,"xnjmway9",1584,"B       ","2022-03-01 00:00:00","2022-04-30 00:00:00",,,,,12251,"2022-03-01 00:00:00","2022-04-30 00:00:00",,21800,0,0,,,,,,,,0,"AAAAAAB7G/8=",,
8145,7726,510,"t0000104",1294,"njleo19 ",123,"2A      ","2022-03-01 00:00:00","2022-06-22 00:00:00",,,,,115851,"2022-03-01 00:00:00","2022-06-22 00:00:00",,25572,0,0,,,,,,,,0,"AAAAAAGrPgI=",,
8320,6029,5933,"t0000662",1902,"xky4175a",4037,4175    ,"2017-07-01 00:00:00","2027-06-30 00:00:00",,,,,,"2016-11-14 00:00:00",,,180000,0,0,,,,,,,,0,"AAAAAACoYEI=",,
8321,6029,5933,"t0000662",1902,"xky4175a",5895,"LAND    ","2017-07-01 00:00:00","2027-06-30 00:00:00",,,,,,"2016-11-14 00:00:00",,,0,0,0,,,,,,,,0,"AAAAAACoYEM=",,
8331,7907,7686,"t0000711",3273,"xga3350h",6046,100     ,"2022-02-22 00:00:00","2027-02-28 00:00:00",,,,,,"2022-02-22 00:00:00",,,31825,0,0,,,,,,,,0,"AAAAAAGQRXU=",,
8333,7909,7688,"t0000712",3273,"xga3350h",6047,200     ,"2022-02-22 00:00:00","2023-01-31 00:00:00",,,,,70188,"2022-02-22 00:00:00","2023-01-31 00:00:00",,22045,0,0,,,22,,,,,0,"AAAAAADtKCI=",,
8334,7917,7696,"t0000713",3273,"xga3350h",6048,300     ,"2022-01-01 00:00:00","2022-12-31 00:00:00",,,,,34431,"2020-08-31 00:00:00","2022-12-31 00:00:00",,30000,0,0,,,,,,,,0,"AAAAAADKbcc=",,
8335,7918,7699,"t0000714",2994,"xnj9100p",5742,9100    ,"2018-10-09 00:00:00","2024-04-30 00:00:00",,,,,48800,"2018-10-09 00:00:00","2024-04-30 00:00:00",,47256,0,0,,,,,,,,0,"AAAAAADDTWw=",,
8337,7922,7711,"t0000716",3278,"xfl7720p",6052,"B-C     ","2021-08-15 00:00:00","2026-11-30 00:00:00",,,,,,"2021-08-15 00:00:00",,,55486,0,0,,,,,,,,0,"AAAAAAFZsNo=",,
8338,7923,7712,"t0000717",3278,"xfl7720p",6051,"A       ","2020-05-01 00:00:00","2024-09-02 00:00:00",,,,,100987,"2020-05-01 00:00:00","2024-09-02 00:00:00",,42952,0,0,,,,,,,,0,"AAAAAAF0XPg=",,
8339,7924,7714,"t0000718",1899,"xil770ar",4043,780     ,"2022-06-01 00:00:00","2025-05-31 00:00:00",,,,,,"2022-06-01 00:00:00",,,21741,0,0,,,,,,,,0,"AAAAAAG2EeU=",,
10964,10562,9881,"t0000759",1685,"xtx2655 ",5317,2655    ,"2018-04-15 00:00:00","2023-06-30 00:00:00",,,,,22005,"2018-04-15 00:00:00","2023-06-30 00:00:00",,30840,0,0,,,,,,,,0,"AAAAAABtppw=",,
10965,10563,1263,"t0000423",1377,"gaduq036",493,6105    ,"2023-01-01 00:00:00","2022-06-22 00:00:00",,,,,115821,"2023-01-01 00:00:00","2022-06-22 00:00:00",,42000,0,0,,,,,,,,0,"AAAAAAGrM9M=",,
11015,10618,5472,"t0000623",1880,"xnj156al",3858,02      ,"2022-05-01 00:00:00","2024-04-30 00:00:00",,,,,70194,"2022-05-01 00:00:00","2024-04-30 00:00:00",,12216,0,0,,,,,,,,0,"AAAAAADuUFs=",,
11017,10075,9448,"t0000751",3351,"xnj121hi",7640,"A       ","2022-03-22 00:00:00","2022-10-21 00:00:00",,,,,26910,"2022-03-22 00:00:00","2022-10-21 00:00:00",,20000,0,0,,,,,,,,0,"AAAAAABkNrc=",,
11018,10619,9929,"t0000760",3351,"xnj121hi",7639,"B-C     ","2022-03-22 00:00:00","2022-06-21 00:00:00",,,,,115975,"2022-03-22 00:00:00","2022-06-21 00:00:00",,40000,0,0,,,,,,,,0,"AAAAAAGrhvE=",,
11047,10653,9967,"t0000762",3307,"xtx10704",8045,10704   ,"2020-01-01 00:00:00","2022-12-31 00:00:00",,,,,32932,"2003-01-01 00:00:00","2022-12-31 00:00:00",,27300,0,0,,,,,,,,0,"AAAAAAC5i4s=",,
11051,10657,9975,"t0000764",1338,"njrun150",310,"B       ","2022-05-01 00:00:00","2022-06-22 00:00:00",,,,,115669,"2022-05-01 00:00:00","2022-06-22 00:00:00",,4214,0,0,,,,,,,,0,"AAAAAAGrPnc=",,
11057,10661,9976,"t0000765",3308,"xfl420sw",6530,"C       ","2022-05-01 00:00:00","2024-09-30 00:00:00",,,,,81629,"2022-05-01 00:00:00","2024-09-30 00:00:00",,8956,0,0,,,,,,,,0,"AAAAAAE3P+A=",,
40596,40903,4127,"t0000504",1643,"xgamc260",2955,4260    ,"2023-07-01 00:00:00","2028-07-31 00:00:00",,,,,,"2023-07-01 00:00:00",,,16704,0,0,,,,,,,,0,"AAAAAAGQYMk=",,
40597,40904,34000,"t0001041",913,"gacre100",440,400     ,"2023-09-01 00:00:00","2029-01-31 00:00:00",,,,,,"2023-09-01 00:00:00",,,8674,0,0,,,,,,,,0,"AAAAAACT+10=",,
40598,40905,1150,"t0000376",913,"gacre100",420,100     ,"2023-07-01 00:00:00","2023-12-31 00:00:00",,,,,,"2023-07-01 00:00:00",,,2689,0,0,,,,,,,,0,"AAAAAACbDJ8=",,
40601,40909,34003,"t0001042",1881,"xnj30les",3852,30      ,"2023-10-16 00:00:00","2028-09-30 00:00:00",,,,,,"2023-10-16 00:00:00",,,16003,0,0,,,,,,,,0,"AAAAAADesqs=",,
40681,40978,23318,"t0000969",4192,"3il00007",20301,800     ,"2023-08-01 00:00:00","2026-08-31 00:00:00",,,,,,"2023-08-01 00:00:00",,,9250,0,0,,,,,,,,0,"AAAAAACTn88=",,
40701,40983,34065,"t0001047",3737,"3oh00001",14787,2060    ,"2024-02-01 00:00:00","2029-02-28 00:00:00",,,,,,"2024-01-01 00:00:00",,,17000,0,0,,,,,,,,0,"AAAAAAChCnM=",,
40702,40985,4272,"t0000542",1679,"xga9330 ",2993,9330    ,"2023-09-01 00:00:00","2028-08-31 00:00:00",,,,,,"2023-09-01 00:00:00",,,22500,0,0,,,,,,,,0,"AAAAAADGFBU=",,
40715,40989,34072,"t0001049",2990,"xga4600f",4970,"4630-A  ","2023-08-15 00:00:00","2028-08-31 00:00:00",,,,,,"2023-08-15 00:00:00",,,7529,0,0,,,,,,,,0,"AAAAAADuxu0=",,
16143,15850,13718,"t0000826",3622,"xtx1050k",10163,10519   ,"2022-05-16 00:00:00","2023-05-31 00:00:00",,,,,36728,"2014-06-01 00:00:00","2023-05-31 00:00:00",,7500,0,0,,,,,,,,0,"AAAAAACF7vE=",,
16148,15847,13714,"t0000823",3622,"xtx1050k",10157,10511   ,"2022-05-16 00:00:00","2023-04-30 00:00:00",,,,,34426,"2021-05-05 00:00:00","2023-04-30 00:00:00",,5500,0,0,,,,,,,,0,"AAAAAACMQnE=",,
16150,15848,13715,"t0000824",3622,"xtx1050k",10170,11523   ,"2022-05-16 00:00:00","2023-04-30 00:00:00",,,,,35752,"2020-02-24 00:00:00","2023-04-30 00:00:00",,6100,0,0,,,,,,,,0,"AAAAAACB09w=",,
16152,15849,13717,"t0000825",3622,"xtx1050k",10162,10515   ,"2022-05-16 00:00:00","2023-03-31 00:00:00",,,,,,"2018-01-01 00:00:00","2023-03-31 00:00:00",,6600,0,0,,,27,,,,,0,"AAAAAAC74XY=",,
16153,15855,13721,"t0000827",3622,"xtx1050k",10159,10529   ,"2022-05-16 00:00:00","2023-05-31 00:00:00",,,,,,"2015-06-01 00:00:00",,,6525,0,0,,,,,,,,0,"AAAAAABKOrU=",,
16156,15856,13722,"t0000828",3622,"xtx1050k",10160,10537   ,"2022-05-16 00:00:00","2024-07-31 00:00:00",,,,,70331,"2021-08-01 00:00:00","2024-07-31 00:00:00",,6525,0,0,,,,,,,,0,"AAAAAAEKnig=",,
16159,15859,13725,"t0000829",3579,"xtx3857m",9721,3857    ,"2022-05-10 00:00:00","2024-05-27 00:00:00",,,,,81543,"2022-05-10 00:00:00","2024-05-27 00:00:00",,59028,0,0,,,,,,,,0,"AAAAAAE3WC8=",,
16160,15860,1221,"t0000411",1365,"gacom33 ",476,"G       ","2022-03-01 00:00:00","2022-06-22 00:00:00",,,,,115866,"2022-03-01 00:00:00","2022-06-22 00:00:00",,14082,0,0,,,,,,,,0,"AAAAAAGrXoY=",,
16162,15149,13240,"t0000802",3545,"xil231ja",9154,239     ,"2007-06-01 00:00:00","2022-08-31 00:00:00",,,,,,"2007-06-01 00:00:00","2022-08-31 00:00:00",,7500,0,0,,,0,,,,,0,"AAAAAAB0z8Y=",,
16163,15862,13509,"t0000816",912,"gatuc017",173,"A       ","2022-07-01 00:00:00","2022-06-22 00:00:00",,,,,115860,"2022-07-01 00:00:00","2022-06-22 00:00:00",,59485,0,0,,,,,,,,0,"AAAAAAGrPFk=",,
16207,15910,650,"t0000140",890,"tx4se001",229,11614   ,"2022-08-01 00:00:00","2022-06-22 00:00:00",,,,,115853,"2022-08-01 00:00:00","2022-06-22 00:00:00",,14100,0,0,,,,,,,,0,"AAAAAAGrV+I=",,
21847,21651,17996,"t0000924",3796,"3ga00003",15172,1100    ,"2022-08-02 00:00:00","2025-08-31 00:00:00",,,,,,"2022-08-02 00:00:00",,,101334,0,0,,,,,,,,0,"AAAAAAEZz4k=",,
21899,21708,18048,"t0000925",3738,"xil1100h",15014,1150    ,"1995-04-01 00:00:00","2025-07-31 00:00:00",,,,,116367,"1995-04-01 00:00:00","2025-07-31 00:00:00",,7500,0,0,,,,,,,,0,"AAAAAAG1kHU=",,
21900,21709,18049,"t0000926",3738,"xil1100h",15011,1130    ,"2019-08-01 00:00:00","2024-03-31 00:00:00",,,,,70117,"2019-08-01 00:00:00","2024-03-31 00:00:00",,8500,0,0,,,,,,,,0,"AAAAAADmSF0=",,
21902,21710,18052,"t0000927",1788,"xnj10tw ",3505,10      ,"2022-09-01 00:00:00","2029-08-31 00:00:00",,,,,,"2022-09-01 00:00:00",,,45375,0,0,,,,,,,,0,"AAAAAAB1+Kc=",,
21906,21714,5482,"t0000631",1876,"xnj17pol",3865,03      ,"2022-09-01 00:00:00","2022-10-31 00:00:00",,,,,,"2022-09-01 00:00:00",,,18442,0,0,,,,,,,,0,"AAAAAABtqc4=",,
21907,21459,17835,"t0000920",3737,"3oh00001",14788,2064    ,"2020-02-15 00:00:00","2023-03-11 00:00:00",,,,,34313,"2020-02-15 00:00:00","2023-03-11 00:00:00",,8000,0,0,,,,,,,,0,"AAAAAAB6zNA=",,
21988,21797,18141,"t0000929",3737,"3oh00001",14791,2078    ,"2014-05-14 00:00:00","2023-04-30 00:00:00",,,,,34288,"2014-05-14 00:00:00","2023-04-30 00:00:00",,17000,0,0,,,,,,,,0,"AAAAAAB4tSw=",,
22521,22388,2318,"t0000492",1584,"xnjmway3",1539,"A       ","2022-09-01 00:00:00","2023-01-31 00:00:00",,,,,,"2022-09-01 00:00:00","2023-01-31 00:00:00",,10550,0,0,,,16,,,,,0,"AAAAAAC74Wo=",,
22523,22389,4221,"t0000530",1653,"xtxritti",2984,1       ,"2018-11-01 00:00:00","2023-12-31 00:00:00",,,,,45451,"2018-11-01 00:00:00","2023-12-31 00:00:00",,7760,0,0,,,,,,,,0,"AAAAAACgPjs=",,
22524,22389,4221,"t0000530",1653,"xtxritti",15750,2       ,"2018-11-01 00:00:00","2023-12-31 00:00:00",,,,,45451,"2018-11-01 00:00:00","2023-12-31 00:00:00",,8730,0,0,,,,,,,,0,"AAAAAACgPjw=",,
8617,8204,7962,"t0000731",3301,"xil121lo",6283,121     ,"2022-02-28 00:00:00","2024-02-28 00:00:00",,,,,23600,"2022-02-28 00:00:00","2024-02-28 00:00:00",,20000,0,0,,,,,,,,0,"AAAAAAEAM0o=",,
8762,8348,8072,"t0000740",1099,"gamoo022",180,3150    ,"2022-05-01 00:00:00","2022-06-22 00:00:00",,,,,115665,"2022-05-01 00:00:00","2022-06-22 00:00:00",,40000,0,0,,,,,,,,0,"AAAAAAGrN1g=",,
8766,8352,8076,"t0000741",1093,"gajon020",179,"B       ","2022-04-01 00:00:00","2022-06-22 00:00:00",,,,,115666,"2022-04-01 00:00:00","2022-06-22 00:00:00",,19452,0,0,,,,,,,,0,"AAAAAAGrNi8=",,
17396,17103,14548,"t0000832",3633,"3md00001",11844,"A-E     ","2022-06-03 00:00:00","2027-01-31 00:00:00",,,,,,"2007-02-01 00:00:00",,,19689,0,0,,,,,,,,0,"AAAAAAGMFu0=",,
17397,17104,14550,"t0000834",3633,"3md00001",11845,"T       ","2022-06-03 00:00:00","2024-08-31 00:00:00",,,,,90769,"2004-04-01 00:00:00","2024-08-31 00:00:00",,3408,0,0,,,,,,,,0,"AAAAAAGMGkc=",,
17398,17105,14551,"t0000835",3633,"3md00001",11846,"Q       ","2022-06-03 00:00:00","2025-04-13 00:00:00",,,,,113322,"2018-03-01 00:00:00","2025-04-13 00:00:00",,4210,0,0,,,,,,,,0,"AAAAAAGkcaA=",,
