Lease Code,Customer Code,Customer Name,Tenant Name,Property Code,Property Address,State,Fund,Market,hMy,hCode,sCode,sName,DATE_HEADING,DATE_CREDITCHECK,CREDIT_SCORE,CREDIT_RATING,CREDIT_ATTACHMENT,CREDIT_NOTES,COMPANY_INFO,COMPANY_NAME,COMPANY_LOCATION,COMPANY_WEBSITE,COMPANY_YEARFOUNDED,COMPANY_DESCRIPTION,COMPANY_OWNERSHIP,COMPANY_INDUSTRY,COMPANY_GROUP,HEADERFINANACIALS,COMPANY_REVENUES,GROSS_PROFIT,COMPANY_EBIT,COMPANY_EBITDA,COMPANY_TOTAL_ASSETS,COMPANY_TOTAL_DEBT,ORIGINAL_CUSTOMER,ORIGINAL_SCODE,SLB Flag,Lease Status
t0000775,c0000037    ,"Fasteners For Retail, Inc.","Fasteners For Retail, Inc.",xil1600b,1600 Birchwood Avenue,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000774,c0000037    ,"Fasteners For Retail, Inc.","Fasteners For Retail, Inc.",xil1630b,1630 Birchwood Avenue,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000760,c0000062    ,"Savita Naturals, LTD","Savitas Naturals, LTD",xnj121hi,121 High Hill Road,NJ,FRG X                                                                           ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Past
t0000751,c0000062    ,"Savita Naturals, LTD","Savita Naturals, LTD",xnj121hi,121 High Hill Road,NJ,FRG X                                                                           ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Past
t0000753,c0000026    ,FedEx -Federal Express Corp.,Federal Express Corp,xga401wi,"401 Windsor Street SW, Atlanta, GA 30312",GA,FRG X                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000784,c0000111    ,"Aruvil International, Inc.","Aruvil International, Inc.",xnj6925s,6925 Sherman Ave,NJ,FRG X                                                                           ,Philadelphia,19,26969,!00001,,,12/31/2022 0:00,,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EUf1NfWcDd5BtpBJkTakCTsBfr_aHXpgXA7bGHzDSGllhw?e=Ylula1,Old credit score method. Score migrated from monday.com Contract board,,Aruvil International Inc.,,,,,,,,,,,,,,,,,Yes,Current
t0000766,c0000688    ,"TELETECHSERV GA, LLC","TELETECHSERV GA, LLC",xga9335i,9335 Industrial Trace,GA,FRG X                                                                           ,Atlanta,72,29235,!00001,,,9/30/2022 0:00,,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EZnK96LeIp5Fp7n6NoZkcIkBzL3gfzIxj678yqkC4xCLSw?e=gcvN26,Old credit score method. Score migrated from monday.com Contract board,,TELETECHSERV GA LLC,,,,,,,,,,,,,,,,,Yes,Current
t0000767,c0000219    ,CTL Global Inc.,CTL Global Inc. ,xil11697, 11697 W Grand,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000666,c0000716    ,"Tormax USA, Inc","Tormax USA, Inc",xtx8154b,8154 Bracken Creek Drive,TX,FRG X                                                                           ,San Antonio,128,29263,!00001,,,1/15/2024 0:00,,5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EdZFIgqeWN5Hl39zEgRcMEUBlxwnTMeNrY12H-YdPCvRnw?e=RamfLh,,,"Tormax USA, Inc","San Antonio, TX",https://www.tormaxusa.com/,1997,Manufacturer of automatic pedestrian and industrial door systems,Private (Non-PE),Building Products,Building materials,,30395341,9490283,2269786,2645326,16224137,10128650,0,,,Current
t0000667,c0000580    ,Qualtek Wireline LLC,Qualtek Wireline LLC,xtx8154b,8154 Bracken Creek Drive,TX,FRG X                                                                           ,San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0001051,c0000841    ,"Dana Safety Supply, Inc.","Dana Safety Supply, Inc.",xtx8154b,8154 Bracken Creek Drive,TX,FRG X                                                                           ,San Antonio,97,36936,!00001,,,9/30/2023 0:00,,7.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Ea_nLQwBVP9Hgpy8xoeaHG8Bcw_RG3SP_jwjyYqXhjCXyw?e=5SUC9b,Old credit score method. Score migrated from monday.com Contract board,,Dana Safety Supply Inc.,,,,,,,,,,,,,,,,,,Current
t0000647,c0000293    ,Formations Studio LLC,Formations Studio LLC,xga800wh,800 Wharton Dr Southwest,GA,FRG X                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000646,c0000311    ,Gate Precast,Gate Precast,xga800wh,800 Wharton Dr Southwest,GA,FRG X                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000668,c0000577    ,Quad Graphics,"Quad/Graphics Marketing, LLC",xfl3900w,3900 West Coachman Avenue  ,FL,FRG X                                                                           ,Tampa,62,29005,!00001,,,12/31/2021 0:00,,3.8,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EbVg4-0hEKRCgfHlIuaoLnkBh9GFu1oUsKXRol5t5XsOzg?e=QHSOHt,Old credit score method. Score migrated from monday.com Contract board,,Quad Graphics,,,,,,,,,,,,,,,,,,Current
t0000670,c0000732    ,U.S. Navy,U.S. Navy,xfl11660,11660 Central Parkway ,FL,FRG X                                                                           ,Jacksonville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000671,c0000281    ,"FCX Performance, Inc.","FCX Performance, Inc.",xohcolu1,3000 – 3004 E 14th Avenue,OH,FRG X                                                                           ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000675,c0000056    ,"True World Foods Columbus, LLC","True World Foods Columbus, LLC",xohcolu1,3000 – 3004 E 14th Avenue,OH,FRG X                                                                           ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000772,c0000634    ,Sixth City Distribution LLC,Sixth City Distribution,xohcolu2,3045 – 3065 Switzer Avenue,OH,FRG X                                                                           ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000773,c0000414    ,"Kreg Therapeutics, Inc",KREG,xohcolu2,3045 – 3065 Switzer Avenue,OH,FRG X                                                                           ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000672,c0000316    ,"Glister, Inc.","Glister, Inc.",xohcolu2,3045 – 3065 Switzer Avenue,OH,FRG X                                                                           ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000889,c0000679    ,"Surfaces Construction Group, LLC",Surfaces Construction,xohcolu2,3045 – 3065 Switzer Avenue,OH,FRG X                                                                           ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000674,c0000448    ,"Mail Sort, LTD","Mail Sort, LTD",xohcolu3,3040 – 3050 E 14th Avenue,OH,FRG X                                                                           ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000676,c0000056    ,"True World Foods Columbus, LLC","True World Foods Columbus, LLC ",xohcolu3,3040 – 3050 E 14th Avenue,OH,FRG X                                                                           ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001073,c0000056    ,"True World Foods Columbus, LLC","True World Foods Columbus, LLC",xohcolu3,3040 – 3050 E 14th Avenue,OH,FRG X                                                                           ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000673,c0000435    ,"Loomis Armored US, LCC","Loomis Armored US, LCC",xohcolu4,1149 – 1161 Rarig Avenue,OH,FRG X                                                                           ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000936,c0000748    ,Vision Technologies LLC,Vision Technologies LLC,3md00002,6704 Curtis Court,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0001157,c0000906    ,EQUIPMENTSHARE.COM INC,EQUIPMENTSHARE.COM INC,3md00002,6704 Curtis Court,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000906,c0000089    ,"AMC Fire Protection, Inc","AMC Fire Protection, Inc",xnj1803u,1803 Underwood Boulevard,NJ,FRG X                                                                           ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Past
t0000867,c0000596    ,"Romanoff Floor Covering, Inc.","Romanoff Floor Covering, Inc.",xga3100j,3100 Jonquil Drive,GA,FRG X                                                                           ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Past
t0000779,c0000490    ,Modern Equipment Co.,Modern Equipment Co.,xnj2050h,20-50 Harkins Drive,NJ,FRG X                                                                           ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000910,c0000194    ,"Clique Here, LLC","Clique Here, LLC",3ga00002,801 Blacklawn Road SW,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000911,c0000421    ,"Lake Park Logistics, LLC","Lake Park Logistics, LLC",3ga00002,801 Blacklawn Road SW,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000912,c0000687    ,"Teijin Aramid USA, Inc.","Teijin Aramid USA, Inc.",3ga00002,801 Blacklawn Road SW,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000938,c0000425    ,"Leaf Home Enhancements, LLC","Leaf Home Enhancements, LLC",3il00001,410 Factory RD,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000993,c0000801    ,"Benchmark Building Supply, Inc.","Benchmark Building Supply,Inc.",3oh00001,2098 Integrity Drive N,OH,FUND 3 (FRG XI)                                                                 ,Columbus,89,29368,!00001,,,12/31/2022 0:00,,8.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EVjWJjuOwJ9JgyeU_j2h-mABP3UF3uOpV6-L0F5oEeM5zw?e=BpeQYD,Old credit score method. Score migrated from monday.com Contract board,,Benchmark Building Supply Inc.,,,,,,,,,,,,,,,,,,Current
t0000934,c0000525    ,Ohio Department of Job and Family Services,Ohio Department of Job and Family Services,3oh00001,2098 Integrity Drive N,OH,FUND 3 (FRG XI)                                                                 ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000919,c0000013    ,American Builders & Contractor Supply Co. OH,American Builders & Contractors Supply Co.,3oh00001,2098 Integrity Drive N,OH,FUND 3 (FRG XI)                                                                 ,Columbus,5,26202,!00001,,,12/31/2022 0:00,,8.1,0,Old credit score method. Score migrated from monday.com Contract board,,American Builders & Contractor Supply Co. OH,,,,,,,,,,,,,,,,,,Past
t0000920,c0000419    ,Lains Way Volleyball Academy LLC,Lains Way Volleyball Academy LLC,3oh00001,2098 Integrity Drive N,OH,FUND 3 (FRG XI)                                                                 ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000928,c0000534    ,Packard Forest Products,Packard Forest Products,3oh00001,2098 Integrity Drive N,OH,FUND 3 (FRG XI)                                                                 ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000929,c0000234    ,"Distribution International Southwest, Inc.","Distribution International Southwest, Inc.",3oh00001,2098 Integrity Drive N,OH,FUND 3 (FRG XI)                                                                 ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001238,c0000955    ,"Boston Barricade Company, Inc.","Boston Barricade Company, Inc.",3oh00001,2098 Integrity Drive N,OH,FUND 3 (FRG XI)                                                                 ,Columbus,144,52100,!00001,,,5/26/2024 0:00,,4.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EeD29g3vBO1AqwkAc80wUZoBoQ8IVkXd2IlVhT22PDotog?e=eyXxLV,,,"Boston Barricade Company, Inc.","Vero Beach, FL",https://www.bostonrs.com/,1992,Provides barricade systems and graphic displays nationwide.,Private (Non-PE),Construction and Engineering,Engineering And Construction,,45898475,19144647,2309097,6096151,31692735,39947454,0,,,Current
t0000903,c0000600    ,RoyalUSA Distribution Inc.,RoyalUSA Distribution Inc.,3oh00001,2098 Integrity Drive N,OH,FUND 3 (FRG XI)                                                                 ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000930,c0000524    ,Ohio Department of Administrative Services,Ohio Department of Administrative Services,3oh00001,2098 Integrity Drive N,OH,FUND 3 (FRG XI)                                                                 ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001047,c0000849    ,Ross Restoration Company LLC,Ross Restoration,3oh00001,2098 Integrity Drive N,OH,FUND 3 (FRG XI)                                                                 ,Columbus,99,36944,!00001,,,6/30/2023 0:00,,8,0,Old credit score method. Score migrated from monday.com Contract board,,Ross Restoration Company LLC,,,,,,,,,,,,,,,,,,Current
t0000922,c0000358    ,"IGT Service, LLC","IGT Service, LLC",xil1100h,1100 Howard Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000925,c0000159    ,Bunting Magnetics Company,Bunting Magnetics Company,xil1100h,1100 Howard Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000926,c0000489    ,"MJH Interiors, Inc.","MJH Interiors, Inc.",xil1100h,1100 Howard Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0001359,c0001036    ,"Genband Industries, LLC","Genband Industries, LLC",xil1100h,1100 Howard Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Future
t0000921,c0000100    ,"Amphenol EEC, Inc.","Amphenol EEC, Inc.",xil1701b,1701 Birchwood Avenue,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001236,c0000037    ,"Fasteners For Retail, Inc.","Siffron, Inc",xil1701b,1701 Birchwood Avenue,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
t0000908,c0000766    ,Z.One Concept USA,Z.One Concept USA,3nj00003,26 Hanes Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,154,29333,!00001,,,5/22/2024 0:00,,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ERbr8LYxBUZElMQ2FdAsIyABaZKUhmljLEC44lfuJ0Y30g?e=qSENbU,,,Z.One Concept USA,"Wayne, NJ",https://www.z-oneconcept.com/en/,2012,Provides professional hair care products and services.,Private (Non-PE),Personal Care Products,Branded Nondurables,,21208482,0,0,5683551,0,0,0,,,Current
t0000909,c0000599    ,Royal Packaging,Royal Packaging,3nj00003,26 Hanes Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000913,c0000468    ,Mercury Mechanical Service Corp.,Mercury Mechanical Service Corp.,3il00002,150-152 Railroad Avenue,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000914,c0000019    ,"D.C Foam Recycle Center, Inc. IL","D.C Foam Recycle Center, Inc.",3il00002,150-152 Railroad Avenue,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Past
t0000915,c0000389    ,"Joerns, LLC","Joerns, LLC",3il00002,150-152 Railroad Avenue,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Past
t0001190,c0000270    ,Event Link,"EventLink, LLC",3il00002,150-152 Railroad Avenue,IL,FUND 3 (FRG XI)                                                                 ,Chicago,37,28201,!00001,,,9/30/2022 0:00,,6.2,0,Old credit score method. Score migrated from monday.com Contract board,,Event Link,,,,,,,,,,,,,,,,,,Current
t0000923,c0000590    ,"Ribbons Express, Inc.","Ribbons Express, Inc.",xnj1980o,1980 Old Cuthbert Road,NJ,FRG X                                                                           ,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000924,c0000533    ,"Pacesetter Steel Service, Inc.","Pacesetter Steel Service, Inc.",3ga00003,1100 Shallowford Road,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,163,28953,!00001,,,9/3/2024 0:00,,3,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ETD2-lMvD5ZKvGyjdBl74rQBiYwBX0NPeh5eHFyYJCcNRw?e=Ricu2M,,,"Pacesetter Steel Service, Inc.","Scottsdale, AZ",https://flackglobalmetals.com/,2010,A hybrid metal supply and financial services provider.,Private (Non-PE),Steel,Metals And Mining Downstream,,508735314,46243485,0,13075441,0,0,0,,Yes,Current
t0000918,c0000529    ,"Ortega Industries and Manufacturing, Corp.","Ortega Industries and Manufacturing, Corp.",3fl00004,13281 NW 43rd Ave,FL,FUND 3 (FRG XI)                                                                 ,Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0000937,c0000070    ,Active Roofing LLC,Active Roofing LLC,3il00003,2100 West 32nd Street,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000932,c0000233    ,"Direct Metals, LLC","Direct Metals, LLC",3il00004,3380 Grand Ave,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Past
t0000986,c0000518    ,Northstar Trading LLC,Northstar Trading,3il00004,3380 Grand Ave,IL,FUND 3 (FRG XI)                                                                 ,Chicago,56,28930,!00001,,,12/31/2022 0:00,,9,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ESo3otr156VHm7vftOO3M8MBvxXP7F1uzdGIycs4BeS0Sg?e=U9aZwH,Old credit score method. Score migrated from monday.com Contract board,,Northstar Trading LLC,,,,,,,,,,,,,,,,,,Current
t0000933,c0000140    ,"Biochemical Diagnostics, Inc.","Biochemical Diagnostics, Inc., c/o Kova International, Inc.	",3ny00001,180 Heartland Boulevard,NY,FUND 3 (FRG XI)                                                                 ,Long Island,24,27000,!00001,,,9/30/2022 0:00,,9,0,Old credit score method. Score migrated from monday.com Contract board,,Biochemical Diagnostics Inc.,,,,,,,,,,,,,,,,,,Current
t0000996,c0000218    ,"CSM Tube USA, Inc.","CSM Tube USA, Inc.",xil231ja,231 James Street ,IL,FRG X                                                                           ,Chicago,33,28149,!00001,,,9/30/2021 0:00,,3.4,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EaT0z2BgkSJFl0_t5e0qpowBJ9zNvsgEEEl2u499ZGUIuA?e=NZOTPx,Old credit score method. Score migrated from monday.com Contract board,,CSM Tube USA Inc.,,,,,,,,,,,,,,,,,,Past
t0001013,c0000791    ,A-1 Outlet Store Inc.,A-1 Outlet,xil231ja,231 James Street ,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000798,c0000093    ,American Expediting Company,American Expediting Logistics LLC,xil231ja,231 James Street ,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001048,c0000816    ,Skala Manufacturing LLC,Skala Manufacturing LLC,xil231ja,231 James Street ,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
t0001050,c0000867    ,Skala Manufacturing LLC,Skala Manufacturing,xil231ja,231 James Street ,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000799,c0000520    ,"Oak Drywall Co., Inc.","Oak Drywall Co., Inc.",xil231ja,231 James Street ,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000800,c0000467    ,Menconi Terrazzo LLC,Menconi Terrazzo LLC,xil231ja,231 James Street ,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000801,c0000444    ,"Lyon Cordage and Packaging, Inc.","Lyon Cordage and Packaging, Inc.",xil231ja,231 James Street ,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000802,c0000613    ,Sealant Engineering,Sealant Engineering,xil231ja,231 James Street ,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000803,c0000371    ,"Intersol Industries, Inc.","Intersol Industries, Inc.",xil231ja,231 James Street ,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000804,c0000284    ,"Fitzsimmons Surgical Supply, Inc.","Fitzsimmons Surgical Supply, Inc.",xil231ja,231 James Street ,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000808,c0000338    ,Hanna-Young and Associates Inc.,Hanna-Young and Associates Inc.,xil240ja,240-252 James Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000809,c0000261    ,"Empire Distribution, Inc","Empire Distribution, Inc",xil240ja,240-252 James Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000810,c0000760    ,"XD Industries, Inc.","XD Industries, Inc.",xil240ja,240-252 James Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000811,c0000260    ,"Elliott Auto Supply Co., Inc.","Elliott Auto Supply Co., Inc.",xil240ja,240-252 James Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000812,c0000501    ,"National Corporate Housing, Inc.","National Corporate Housing, Inc.",xil240ja,240-252 James Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000813,c0000454    ,"Material Handling Supply, Inc. (MHS Lift)","Masterbuild Construction, Inc.",xil240ja,240-252 James Street,IL,FRG X                                                                           ,Chicago,49,28859,!00001,,,9/30/2021 0:00,,9.7,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ETsan2OJ6lVEt4Rej74QCocBTdLQBT3krG5MDRTFVvQf7w?e=UA1czl,Old credit score method. Score migrated from monday.com Contract board,,Material Handling Supply Inc. (MHS Lift),,,,,,,,,,,,,,,,,,Current
t0000814,c0000254    ,Edwin Anderson Construction Company,Edwin Anderson Construction Company,xil240ja,240-252 James Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000793,c0000385    ,"JL Services Group, Inc.","JL Services Group, Inc.",xil201ja,201 James Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000792,c0000086    ,"Aloha Builders, LLC","Aloha Builders, LLC",xil201ja,201 James Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000789,c0000242    ,"DuPage Lighting Service & Repair, Inc.","DuPage Lighting Service & Repair, Inc.",xil201ja,201 James Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000794,c0000359    ,"Illinois Mechanical, Inc.","Illinois Mechanical, Inc. ",xil201ja,201 James Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000795,c0000087    ,Alpha Trading LLC,Alpha Trading LLC,xil201ja,201 James Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000950,c0000805    ,LINCARE INC.,Lincare Inc,xil201ja,201 James Street,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001155,c0000920    ,Frontier Electric Supply Inc.,Frontier Electric Supply,xil201ja,201 James Street,IL,FRG X                                                                           ,Chicago,138,51832,!00001,,,11/28/2023 0:00,,4.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EfUMPOxZgflDjMGwNXAA1bQBBtEgavr6yWlIMNL9Z9dFKw,,,"Frontier Electric Supply, Inc.","Bensenville, IL",https://www.frontierelectric.com/,1982,"Independent, premier electrical distributor",Private (Non-PE),Electrical Components and Equipment,Capital goods,,10766478.44,2591663.9,1364698.79,1372138.64,4102687.67,1164761.57,0,,,Past
t0000785,c0000210    ,"Corporate Suites Network, LLC","Corporate Suites Network, LLC",xil141be,141-145 Bernice,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000787,c0000373    ,"Inventory & Return Solutions, Inc.","Inventory & Return Solutions, Inc.",xil141be,141-145 Bernice,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000788,c0000378    ,"Jade Carpentry Contractors, Inc.","Jade Carpentry Contractors, Inc.",xil141be,141-145 Bernice,IL,FRG X                                                                           ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000781,c0000585    ,Raymond of New Jersey LLC,Raymond of New Jersey LLC,3nj00001,1000 Brighton Street ,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000782,c0000169    ,"Caricom Freight Consolidators, Inc.","Caricom Freight Consolidators, Inc.",3fl00001,14735 NW 25th Court,FL,FUND 3 (FRG XI)                                                                 ,Miami,25,28053,!00001,,,12/31/2022 0:00,,4,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ERmDc71GLj9MvIHwXZiYXUcBgonm5hTJ8PdeB2d9Pq99iw?e=gUcknP,Old credit score method. Score migrated from monday.com Contract board,,Caricom Freight Consolidators Inc.,,,,,,,,,,,,,,,,,Yes,Current
t0000790,c0000124    ,"Baker Triangle Prefab, LTD","Baker Triangle Prefab, LTD",xtx1709s,1709 S interstate Hwy 45,TX,FRG X                                                                           ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000791,c0000642    ,"Solstice Sleep Products, Inc.","Solstice Sleep Products, Inc. ",xtx1709s,1709 S interstate Hwy 45,TX,FRG X                                                                           ,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000829,c0000121    ,"AZELIS AMERICAS CASE, LLC","AZELIS AMERICAS CASE, LLC",xtx3857m,3857 Miller Park Drive,TX,FRG X                                                                           ,Dallas,22,26979,!00001,,,12/31/2021 0:00,,7,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EX1UZh9U6wVJtAsCKNDeQBkBKniYEtEPvhOTg8RwvA-ZsQ?e=FY5csZ,Old credit score method. Score migrated from monday.com Contract board,,AZELIS AMERICAS CASE LLC,,,,,,,,,,,,,,,,,Yes,Past
t0000171,c0000496    ,"MTD USA, LLC","MTD USA, LLC",gasc1002,5101 Chatooga Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000170,c0000628    ,Shook & Fletcher Insulation Co.,Shook & Fletcher Insulation Co.,gasc2003,5079 Chatooga Dr,GA,FRG IX                                                                          ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
