SCODE,HMY,HCODE,SCODE1,SNAME,HUnitSelect,HDealInfo,HAsOfE1Date,HAsOfE2Date,HAsofActMonth,TAcquisition,TRenewalProb,TDowntime,TAbatementNew,TAbatementRenew,TE1Start,TE1Term,TE1AnnualEsc,TE1BaseRentNew,TE1BaseRentRenew,TE1LCNew,TE1LCRenew,TE1TINew,TE1TIRenew,TE1TenantOpt,TE2Start,TE2Term,TE2AnnualEsc,TE2BaseRentNew,TE2BaseRentRenew,TE2LCNew,TE2LCRenew,TE2TINew,TE2TIRenew,TE2TenantOpt,TActAnalysisStartDate,TActMarketBaseNew,TActMarketBaseRenew,TEffectGrowth1,TEffectGrowth2,TEffectGrowth3,TEffectGrowth4,TEffectGrowth5,TEffectGrowth6,TSpaceUnit
"xtx8154b",257,2720,"!00000000001","","","","","","",36000,25,12,0,1,"07/01/2022 00:00:00",60,3,5.11,5.11,7,4,2,1,0,"07/01/2027 00:00:00",60,3,6.37,6.37,7,4,2,1,0,"12/28/2021 00:00:00",5,5,4.5,0,0,0,0,0,200
"xtx8154b",258,2720,"!00000000002","","","","","","",35250,75,9,0,1,"04/01/2024 00:00:00",60,3,5.52,5.52,7,4,2,1,0,"04/01/2029 00:00:00",60,3,6.88,6.88,7,4,2,1,0,"12/28/2021 00:00:00",5,5,4.5,0,0,0,0,0,100
"xga800wh",321,2721,"!00001","","","","","","",58370,75,6,0,1,"07/01/2026 00:00:00",60,4,5.49,5.49,6.5,6,2,1,0,"07/01/2031 00:00:00",60,4,6.84,6.84,6.5,6,2,1,0,"12/28/2021 00:00:00",4.5,4.5,4.5,0,0,0,0,0,"A"
"xga800wh",322,2721,"!00002","","","","","","",1600,75,6,0,1,"07/01/2026 00:00:00",60,4,5.49,5.49,6.5,6,2,1,0,"07/01/2031 00:00:00",60,4,6.84,6.84,6.5,6,2,1,0,"12/28/2021 00:00:00",4.5,4.5,4.5,0,0,0,0,0,"B"
"xfl3900w",174,2722,"!00000000001","","","","","","",82803,50,12,0,1,"07/01/2029 00:00:00",60,3,8.73,8.73,6,0,3,1.5,0,"07/01/2034 00:00:00",60,3,10.62,10.62,6,0,3,1.5,0,"12/28/2021 00:00:00",6.5,6.5,4,0,0,0,0,0,3900
"xfl11660",34,2723,"!00000000001","","","","","","",65806,85,6,0,0,"03/01/2026 00:00:00",60,3,8.75,8.75,6,0,2,0,0,"03/01/2031 00:00:00",60,3,10.91,10.91,6,0,2,0,0,"11/19/2021 00:00:00",7.25,7.25,4.5,0,0,0,0,0,11660
"xohcolu1",136,2724,"!00000000001","","","","","","",44000,75,9,0,1,"04/01/2026 00:00:00",60,2.5,7.37,7.37,6,3,2,1,0,"04/01/2031 00:00:00",60,2.5,8.54,8.54,6,3,2,1,0,"12/30/2021 00:00:00",6.5,6.5,3,0,0,0,0,0,3000
"xohcolu1",137,2724,"!00000000002","","","","","","",17850,75,9,0,1,"10/01/2025 00:00:00",60,2.5,7.26,7.26,6,3,2,1,0,"10/01/2030 00:00:00",60,2.5,8.42,8.42,6,3,2,1,0,"12/30/2021 00:00:00",6.5,6.5,3,0,0,0,0,0,3004
"xohcolu2",151,2725,"!00000000001","","","","","","",6330,0,9,0,0,"10/01/2022 00:00:00",60,3,6.65,6.65,6,0,3,0,0,"10/01/2027 00:00:00",60,3,7.7,7.7,6,3,3,1,0,"12/30/2021 00:00:00",6.5,6.5,3,0,0,0,0,0,3045
"xohcolu2",280,2725,"!00002","","","","","","",5980,0,9,0,0,"10/01/2022 00:00:00",60,3,6.65,6.65,6,0,3,0,0,"10/01/2027 00:00:00",60,3,7.7,7.7,6,3,3,1,0,"12/30/2021 00:00:00",6.5,6.5,3,0,0,0,0,0,3055
"xohcolu2",281,2725,"!00003","","","","","","",5620,0,9,0,0,"10/01/2022 00:00:00",60,3,6.65,6.65,6,0,3,0,0,"10/01/2027 00:00:00",60,3,7.7,7.7,6,3,3,1,0,"12/30/2021 00:00:00",6.5,6.5,3,0,0,0,0,0,3065
"xohcolu3",144,2726,"!00000000001","","","","","","",5875,75,9,0,1,"10/01/2025 00:00:00",60,2.5,7.26,7.26,6,3,2,1,0,"10/01/2030 00:00:00",60,2.5,8.42,8.42,6,3,2,1,0,"12/30/2021 00:00:00",6.5,6.5,3,0,0,0,0,0,3040
"xohcolu3",145,2726,"!00000000002","","","","","","",5800,75,9,0,1,"10/01/2025 00:00:00",60,2.5,7.26,7.26,6,3,2,1,0,"10/01/2030 00:00:00",60,2.5,8.42,8.42,6,3,2,1,0,"12/30/2021 00:00:00",6.5,6.5,3,0,0,0,0,0,3050
"xohcolu4",32,2727,"!00000000001","","","","","","",28808,75,9,0,1,"09/01/2028 00:00:00",60,2.25,7.92,7.92,6,3,2,1,0,"09/01/2033 00:00:00",60,2.25,9.18,9.18,6,3,2,1,0,"12/30/2021 00:00:00",6.5,6.5,3,0,0,0,0,0,1161
"xtndelp2",505,2952,"!00001","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,"4319A"
"xtndelp2",506,2952,"!00002","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,"4319B"
"xpa18rai",81,2958,"!00000000001","","","","","","",200000,75,6,0,1,"12/01/2023 00:00:00",48,3,6.46,6.46,6,4,3,1,0,"12/01/2027 00:00:00",48,3,7.56,7.56,6,4,3,1,0,"01/14/2022 00:00:00",6,6,4,0,0,0,0,0,18
"xil1001a",11,2985,"!00000000001","","","","","","",19963,75,9,0,1,"01/01/2024 00:00:00",60,2.5,7.02,7.02,6,5,2,1,0,"01/01/2029 00:00:00",60,2.5,8.54,8.54,6,5,2,1,0,"01/19/2022 00:00:00",6.5,6.5,4,0,0,0,0,0,1001
"xil1000a",9,2986,"!00000000001","","","","","","",43356,75,9,0,1,"09/01/2026 00:00:00",60,2.5,6.88,6.88,6,5,2,1,0,"09/01/2031 00:00:00",60,2.5,7.97,7.97,6,5,2,1,0,"01/18/2022 00:00:00",6,6,3,0,0,0,0,0,1000
"xnj2075h",105,2987,"!00000000001","","","","","","",30000,75,6,0,1,"03/01/2022 00:00:00",48,3,6.54,6.54,6,4,3,1,0,"03/01/2026 00:00:00",48,3,7.95,7.95,6,4,2,1,0,"01/18/2022 00:00:00",6.5,6.5,5,0,0,0,0,0,2075
"xtx2125v",111,2988,"!00000000001","","","","","","",26532,75,6,0,1,"01/01/2025 00:00:00",60,3,10.53,10.53,7,4,2,1,0,"01/01/2030 00:00:00",60,3,13.13,13.13,7,4,2,1,0,"01/18/2022 00:00:00",9.25,9.25,4.5,0,0,0,0,0,2125
"xnj200ri",93,2989,"!00000000001","","","","","","",63000,75,9,0,1,"04/01/2023 00:00:00",48,3,8.22,8.22,6,4,20,5,0,"04/01/2027 00:00:00",48,3,9.99,9.99,6,4,20,5,0,"01/19/2022 00:00:00",7.75,7.75,5,0,0,0,0,0,200
"xga4600f",204,2990,"!00000000001","","","","","","",10000,50,6,0,1,"04/01/2022 00:00:00",60,3,5.25,5.25,7,6,2.25,1,0,"04/01/2027 00:00:00",60,3,6.54,6.54,7,6,2.25,1,0,"01/20/2022 00:00:00",5.2,5.2,4.5,0,0,0,0,0,"4600-F"
"xga4600f",205,2990,"!00000000002","","","","","","",20000,75,6,0,1,"05/01/2025 00:00:00",60,3,5.26,5.26,7,6,2.25,1,0,"05/01/2030 00:00:00",60,3,6.55,6.55,7,6,2.25,1,0,"01/20/2022 00:00:00",4.55,4.55,4.5,0,0,0,0,0,"4600-E"
"xga4600f",206,2990,"!00000000003","","","","","","",15000,50,6,0,1,"05/01/2025 00:00:00",60,3,5.55,5.55,7,6,2.25,1,0,"05/01/2030 00:00:00",60,3,6.91,6.91,7,6,2.25,1,0,"01/20/2022 00:00:00",4.8,4.8,4.5,0,0,0,0,0,"4600-A"
"xga4600f",209,2990,"!00000000004","","","","","","",7500,50,6,0,1,"05/01/2023 00:00:00",60,3,5.98,5.98,7,6,2.25,1,0,"05/01/2028 00:00:00",60,3,7.45,7.45,7,6,2.25,1,0,"01/20/2022 00:00:00",5.65,5.65,4.5,0,0,0,0,0,"4630-A"
"xga4600f",210,2990,"!00000000005","","","","","","",12500,50,6,0,1,"07/01/2022 00:00:00",60,3,5.3,5.3,7,6,2.25,1,0,"07/01/2027 00:00:00",60,3,6.61,6.61,7,6,2.25,1,0,"01/20/2022 00:00:00",5.2,5.2,4.5,0,0,0,0,0,"4630-B"
"xga4600f",211,2990,"!00000000006","","","","","","",7500,50,6,0,1,"02/01/2026 00:00:00",60,3,6.75,6.75,7,6,2.25,1,0,"02/01/2031 00:00:00",60,3,8.41,8.41,7,6,2.25,1,0,"01/20/2022 00:00:00",5.65,5.65,4.5,0,0,0,0,0,"4630-C"
"xga4600f",212,2990,"!00000000007","","","","","","",15000,50,6,0,1,"05/01/2026 00:00:00",60,3,5.73,5.73,7,6,2.25,1,0,"05/01/2031 00:00:00",60,3,7.15,7.15,7,6,2.25,1,0,"01/20/2022 00:00:00",4.75,4.75,4.5,0,0,0,0,0,"4630-D"
"xtx2616a",124,2992,"!00000000001","","","","","","",8060,75,6,0,1,"04/01/2025 00:00:00",36,0,8.17,8.17,6,4,1.5,0.75,5.24,"04/01/2028 00:00:00",60,0,9.46,9.46,6,4,1.5,0.75,0,"02/01/2022 00:00:00",7,7,5,0,0,0,0,0,2610
"xtx2616a",125,2992,"!00000000002","","","","","","",8176,75,6,0,1,"03/01/2023 00:00:00",60,3,7.38,7.38,6,4,1.5,0.75,0,"03/01/2028 00:00:00",60,3,9.42,9.42,6,4,1.5,0.75,0,"02/01/2022 00:00:00",7,7,5,0,0,0,0,0,2614
"xtx2616a",126,2992,"!00000000003","","","","","","",9070,75,6,0,1,"06/01/2024 00:00:00",60,0,8.4,8.4,6,4,1.5,0.75,7.23,"06/01/2027 00:00:00",60,0,9.73,9.73,6,4,1.5,0.75,0,"02/01/2022 00:00:00",7.5,7.5,5,0,0,0,0,0,2616
"xfl4646g",215,2993,"!00000000001","","","","","","",79118,50,12,0,1,"07/01/2024 00:00:00",60,2,7.42,7.42,6,0,3,1.5,0,"07/01/2029 00:00:00",60,2,9.03,9.03,6,0,3,1.5,0,"02/01/2022 00:00:00",6.75,6.75,4,0,0,0,0,0,4646
"xnj9100p",270,2994,"!00000000001","","","","","","",34649,75,9,0,1,"05/01/2029 00:00:00",48,1,9.26,9.26,6,4,5,3,0,"05/01/2033 00:00:00",48,1,11.25,11.25,6,4,3,1,0,"02/03/2022 00:00:00",6.5,6.5,5,0,0,0,0,0,9100
"xtx111pl",27,3201,"!00000000001","","","","","","",136882,75,9,0,1,"07/01/2038 00:00:00",60,2.25,12.38,12.38,6,4,2,1,0,"07/01/2043 00:00:00",60,2.25,15.42,15.42,6,4,2,1,0,"01/20/2022 00:00:00",6,6,4.5,0,0,0,0,0,11100
"xtx467wa",217,3202,"!00000000001","","","","","","",40376,50,9,0,1,"01/01/2023 00:00:00",60,3,5.95,5.95,4,2,2,1,0,"01/01/2028 00:00:00",60,3,7.24,7.24,4,2,2,1,0,"02/17/2022 00:00:00",5.75,5.75,4,0,0,0,0,0,4679
"xtx310an",155,3203,"!00000000001","","","","","","",104000,75,9,0,1,"07/01/2038 00:00:00",60,2.25,10.01,10.01,6,4,2,1,0,"07/01/2043 00:00:00",60,2.25,12.18,12.18,6,4,2,1,0,"01/20/2022 00:00:00",5.25,5.25,4,0,0,0,0,0,3101
"xtx1919a",90,3204,"!00000000001","","","","","","",79970,75,9,0,1,"07/01/2038 00:00:00",60,2.25,6.5,6.5,6,4,2,1,0,"07/01/2043 00:00:00",60,2.25,7.54,7.54,6,4,2,1,0,"01/20/2022 00:00:00",4,4,3,0,0,0,0,0,1919
"xnj400wa",496,3272,"!00001","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,400
"xga3350h",164,3273,"!00000000001","","","","","","",30000,0,6,0,1,"01/01/2023 00:00:00",60,3,5.45,5.45,7,6,6,1,0,"01/01/2028 00:00:00",60,3,6.79,6.79,7,6,2,1,0,"02/22/2022 00:00:00",5.25,5.25,4.5,0,0,0,0,0,300
"xfl7720p",252,3278,"!00000000001","","","","","","",42952,75,9,0,1,"09/01/2025 00:00:00",60,3,6.6,6.6,6,4,2,1,0,"09/01/2030 00:00:00",60,3,8.03,8.03,6,4,2,1,0,"02/28/2022 00:00:00",5.75,5.75,4,0,0,0,0,0,"A"
"xfl7720p",253,3278,"!00000000002","","","","","","",55486,75,9,0,1,"08/01/2026 00:00:00",60,2.25,6.84,6.84,6,4,2,1,0,"08/01/2031 00:00:00",60,2.25,8.32,8.32,6,4,2,1,0,"02/28/2022 00:00:00",5.75,5.75,4,0,0,0,0,0,"B-C"
"xil121lo",43,3301,"!00000000001","","","","","","",20000,0,9,0,1,"03/01/2024 00:00:00",60,4,8.11,8.11,6,5,2,1,0,"03/01/2029 00:00:00",60,4,9.87,9.87,6,5,2,1,0,"02/28/2022 00:00:00",7.5,7.5,4,0,0,0,0,0,121
"xnj121mo",42,3302,"!00000000001","","","","","","",60502,75,6,0,0,"04/01/2025 00:00:00",36,3,17.63,17.63,6,6,5,1,0,"04/01/2028 00:00:00",60,3,21.6,21.6,6,6,2,1,0,"03/14/2022 00:00:00",14.35,14.35,7,0,0,0,0,0,121
"xpa4200m",182,3304,"!00000000001","","","","","","",79118,0,9,0,0,"04/01/2025 00:00:00",60,2,6.68,6.68,6,4,3,1,2.84,"04/01/2030 00:00:00",60,2,8.53,8.53,6,4,3,1,0,"03/03/2022 00:00:00",5.75,5.75,5,0,0,0,0,0,4200
"xpa500ma",227,3306,"!00000000001","","","","","","",137807,75,9,0,1,"10/01/2026 00:00:00",48,3,7.5,7.5,6,4,5,3,0,"10/01/2030 00:00:00",48,3,9.11,9.11,6,4,5,3,0,"03/08/2022 00:00:00",6,6,5,0,0,0,0,0,500
"xpa500ma",228,3306,"!00000000002","","","","","","",12193,100,120,0,3,"04/01/2032 00:00:00",48,3,0,0,6,4,7,7,0,"04/01/2036 00:00:00",48,3,0,0,6,4,5,3,0,"03/08/2022 00:00:00",0,0,5,0,0,0,0,0,"B"
"xtx10704",22,3307,"!00000000001","","","","","","",27300,75,6,0,1,"01/01/2023 00:00:00",60,3,7.08,7.08,7,5,1.5,0.5,0,"01/01/2028 00:00:00",60,3,9.03,9.03,7,5,1.5,0.5,0,"03/07/2022 00:00:00",6.8,6.8,5,0,0,0,0,0,10704
"xfl420sw",179,3308,"!00000000001","","","","","","",9070,0,6,0,1,"10/01/2025 00:00:00",60,3,11.21,11.21,6,4,3,2,0,"10/01/2030 00:00:00",60,3,13.64,13.64,6,4,3,2,0,"03/10/2022 00:00:00",9.75,9.75,4,0,0,0,0,0,"A"
"xfl420sw",180,3308,"!00000000002","","","","","","",6832,0,6,0,1,"10/01/2022 00:00:00",36,3,8.43,8.43,6,4,3,2,0,"10/01/2025 00:00:00",36,3,9.49,9.49,6,4,3,2,0,"03/10/2022 00:00:00",8.25,8.25,4,0,0,0,0,0,"B"
"xfl420sw",181,3308,"!00000000003","","","","","","",8971,0,4,0,1,"08/01/2022 00:00:00",36,3,9.9,9.9,6,4,3,2,0,"08/01/2025 00:00:00",36,3,11.14,11.14,6,4,3,2,0,"03/10/2022 00:00:00",9.75,9.75,4,0,0,0,0,0,"C"
"xnj121hi",494,3351,"!00001","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,"A"
"xnj121hi",495,3351,"!00002","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,"B-C"
"xga401wi",176,3356,"!00000000001","","","","","","",37500,75,6,0,1,"12/01/2026 00:00:00",60,0,14.74,14.74,7,6,2,1,0,"12/01/2031 00:00:00",60,0,18.37,18.37,7,6,2,1,0,"03/29/2022 00:00:00",12,12,4.5,0,0,0,0,0,401
"xtn3961o",175,3364,"!00000000001","","","","","","",74888,0,6,0,1,"09/01/2022 00:00:00",60,3,4.27,4.27,6,4,2,1,0,"09/01/2027 00:00:00",60,3,5.19,5.19,6,4,2,1,0,"04/01/2022 00:00:00",4.2,4.2,4,0,0,0,0,0,3961
"xil1600b",63,3367,"!00000000001","","","","","","",64216,75,9,0,1,"04/01/2032 00:00:00",60,3,8.4,8.4,6,5,3,1.5,0,"04/01/2037 00:00:00",60,3,9.74,9.74,6,5,3,1.5,0,"03/31/2022 00:00:00",6.25,6.25,3,0,0,0,0,0,1600
"xil1630b",69,3368,"!00000000001","","","","","","",40550,75,9,0,1,"04/01/2032 00:00:00",60,3,8.4,8.4,6,5,3,1.5,0,"04/01/2037 00:00:00",60,3,9.74,9.74,6,5,3,1.5,0,"03/31/2022 00:00:00",6.25,6.25,3,0,0,0,0,0,1630
"xnj6925s",238,3374,"!00000000001","","","","","","",30400,75,9,0,1,"11/01/2028 00:00:00",48,2.5,7.1,7.1,6,4,15,1,6.54,"11/01/2032 00:00:00",48,2.5,8.31,8.31,6,4,2,1,0,"04/26/2022 00:00:00",5.5,5.5,4,0,0,0,0,0,6925
"xga9335i",273,3376,"!00000000001","","","","","","",20020,75,0,0,0,"04/01/2025 00:00:00",48,3,10.11,10.11,7,6,2,1,0,"04/01/2027 00:00:00",60,3,10.93,10.93,7,6,2,1,0,"04/18/2022 00:00:00",9,9,4,0,0,0,0,0,100
"xil11697",35,3377,"!00000000001","","","","","","",48340,75,9,0,1,"04/01/2029 00:00:00",60,4,6.44,6.44,6,5,1.5,1,0,"04/01/2034 00:00:00",60,4,7.47,7.47,6,5,1.5,1,0,"04/25/2022 00:00:00",5.25,5.25,3,0,0,0,0,0,11697
"xnj2050h",324,3388,"!00001","","","","","","",24000,75,6,0,1,"05/01/2027 00:00:00",60,3,10.22,10.22,6,4,4,2,9.45,"05/01/2032 00:00:00",60,3,13.04,13.04,6,4,4,2,0,"04/26/2022 00:00:00",8,8,5,0,0,0,0,0,2050
"xil231ja",480,3545,"!00001","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1071
"xil231ja",481,3545,"!00002","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,231
"xil231ja",482,3545,"!00003","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,233
"xil231ja",483,3545,"!00004","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,235
"xil231ja",484,3545,"!00005","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,237
"xil231ja",485,3545,"!00006","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,239
"xil231ja",486,3545,"!00007","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,241
"xil240ja",487,3546,"!00001","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,240
"xil240ja",488,3546,"!00002","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,242
"xil240ja",489,3546,"!00003","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,244
"xil240ja",490,3546,"!00004","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,246
"xil240ja",491,3546,"!00005","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,248
"xil240ja",492,3546,"!00006","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,250
"xil240ja",493,3546,"!00007","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,252
"xil201ja",475,3547,"!00001","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1050
"xil201ja",476,3547,"!00002","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1060
"xil201ja",477,3547,"!00003","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1070
"xil201ja",478,3547,"!00004","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1080
"xil201ja",479,3547,"!00005","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,201
"xil141be",472,3548,"!00001","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,141
"xil141be",473,3548,"!00002","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,143
"xil141be",474,3548,"!00003","","","","","","",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,145
"3nj00001",299,3569,"!00001","","","","","","",30812,75,6,0,0,"03/01/2027 00:00:00",60,3,17.9,17.9,6.25,6.25,2.31,1.15,0,,60,3,0,0,6.25,6.25,0,0,0,"05/01/2022 00:00:00",13.5,13.5,6,6,6,6,6,6,1000
"3fl00001",2,3572,"!00000000001","","","","","","",25327,0,4,0,1,"05/01/2023 00:00:00",60,3,9.19,9.19,6,4,2,2,0,"05/01/2028 00:00:00",60,3,11.72,11.72,6,4,2,2,0,"05/03/2022 00:00:00",8.75,8.75,5,0,0,0,0,0,14735
"xtx1709s",278,3575,"!00000000001","","","","","","",150018,75,6,0,1,"11/01/2027 00:00:00",60,2.25,5.99,5.99,7,5,1,0.5,0,"11/01/2032 00:00:00",60,2.25,8.01,8.01,7,5,1,0.5,0,"05/06/2022 00:00:00",4.35,4.35,6,0,0,0,0,0,100
"xtx1709s",279,3575,"!00000000002","","","","","","",95281,75,6,0,1,"04/01/2028 00:00:00",60,2.5,6.14,6.14,7,5,1,0.5,0,"04/01/2033 00:00:00",60,2.5,8.21,8.21,7,5,1,0.5,0,"05/06/2022 00:00:00",4.35,4.35,6,0,0,0,0,0,150
"xtx3857m",172,3579,"!00000000001","","","","","","",59028,100,0,0,1,"06/01/2027 00:00:00",60,3,8.53,8.53,7,5,2,0.5,6.5,"06/01/2032 00:00:00",60,3,11.15,11.15,7,5,2,0.5,0,"05/05/2022 00:00:00",6.5,6.5,5.5,0,0,0,0,0,3857
"xtx2445s",119,3621,"!00000000001","","","","","","",40116,75,6,0,1,"06/01/2027 00:00:00",60,3,9.17,9.17,7,5,1,0.5,0,"06/01/2032 00:00:00",60,3,11.98,11.98,7,5,1,0.5,0,"05/19/2022 00:00:00",7,7,5.5,0,0,0,0,0,2445
"xtx1050k",14,3622,"!00000000001","","","","","","",5500,75,6,0,1,"05/01/2023 00:00:00",60,3,7.34,7.34,7,5,2,1,0,"05/01/2028 00:00:00",60,3,9.37,9.37,7,5,2,1,0,"05/12/2022 00:00:00",7,7,5,0,0,0,0,0,10511
"xtx1050k",15,3622,"!00000000002","","","","","","",6100,75,6,0,1,"05/01/2023 00:00:00",60,3,7.34,7.34,7,5,2,1,0,"05/01/2028 00:00:00",60,3,9.37,9.37,7,5,2,1,0,"05/12/2022 00:00:00",7,7,5,0,0,0,0,0,11523
"xtx1050k",16,3622,"!00000000003","","","","","","",6600,75,6,0,1,"04/01/2023 00:00:00",60,3,7.31,7.31,7,5,2,1,0,"04/01/2028 00:00:00",60,3,9.33,9.33,7,5,2,1,0,"05/12/2022 00:00:00",7,7,5,0,0,0,0,0,10515
"xtx1050k",17,3622,"!00000000004","","","","","","",7500,75,6,0,1,"06/01/2023 00:00:00",60,3,7.37,7.37,7,5,2,1,0,"06/01/2028 00:00:00",60,3,9.4,9.4,7,5,2,1,0,"05/12/2022 00:00:00",7,7,5,0,0,0,0,0,10519
"xtx1050k",18,3622,"!00000000005","","","","","","",6525,75,6,0,1,"06/01/2023 00:00:00",60,3,7.37,7.37,7,5,2,1,0,"06/01/2028 00:00:00",60,3,9.4,9.4,7,5,2,1,0,"05/12/2022 00:00:00",7,7,5,0,0,0,0,0,10537
"xtx1050k",19,3622,"!00000000006","","","","","","",6525,75,6,0,1,"08/01/2024 00:00:00",60,3,7.8,7.8,7,5,2,1,0,"08/01/2029 00:00:00",60,3,9.96,9.96,7,5,2,1,0,"05/12/2022 00:00:00",7,7,5,0,0,0,0,0,10529
"xtx1050k",20,3622,"!00000000007","","","","","","",5000,100,0,0,0,"08/01/2022 00:00:00",24,3,7.08,7.08,7,5,1,0,4.51,"08/01/2024 00:00:00",60,3,7.8,7.8,7,5,2,1,0,"05/12/2022 00:00:00",7,7,5,0,0,0,0,0,10501
"xtx1050k",21,3622,"!00000000008","","","","","","",5000,75,6,0,1,"02/01/2024 00:00:00",60,3,7.61,7.61,7,5,2,1,0,"02/01/2029 00:00:00",60,3,9.72,9.72,7,5,2,1,0,"05/12/2022 00:00:00",7,7,5,0,0,0,0,0,10507
"xga3471a",165,3623,"!00000000001","","","","","","",36000,100,0,0,0,"06/01/2024 00:00:00",24,3.5,7.65,7.65,7,0,1,0,7,"06/01/2026 00:00:00",60,3.5,8.35,8.35,7,0,1,0,8.05,"05/26/2022 00:00:00",7,7,4.5,0,0,0,0,0,3471
"xtx1721s",80,3624,"!00000000001","","","","","","",56841,0,6,0,1,"05/01/2026 00:00:00",60,2.5,6.66,6.66,7,5,3,1.5,0,"05/01/2031 00:00:00",60,2.5,8.5,8.5,7,5,2,1,0,"05/27/2022 00:00:00",5.5,5.5,5,0,0,0,0,0,1721
"xtx11839",36,3625,"!00000000001","","","","","","",99750,75,6,0,1,"06/01/2025 00:00:00",60,3,8.82,8.82,7,5,2,1,0,"06/01/2030 00:00:00",60,3,11.53,11.53,7,5,2,1,0,"05/19/2022 00:00:00",7.5,7.5,5.5,0,0,0,0,0,11839
"xil1200p",37,3626,"!00000000001","","","","","","",32000,75,9,0,1,"10/01/2026 00:00:00",60,3,6.85,6.85,6,5,3,1.5,0,"10/01/2031 00:00:00",60,3,7.94,7.94,6,5,3,1.5,0,"04/12/2022 00:00:00",6,6,3,0,0,0,0,0,1200
"3fl00002",282,3628,"!00001","","","","","","",39972,75,6,1,0,"04/01/2023 00:00:00",60,3,13.17,13.17,6,4,2.05,0,0,"06/01/2028 00:00:00",60,3,16.82,16.82,6,4,2.38,0,0,"07/01/2022 00:00:00",12.25,12.25,10,8,6,3,3,3,1
