Property Code,Property Address,Property State,Market,Fund,Legal Entity,ACQ Status,Asset Manager,Lease Code,Tenant Name,Lease Status,Amendment Type,Amendment Status,Amendment Sequence,unit_scodes_concatenated,Contract Area,Rent,Term,Start Date,End Date,Sign Date,Description,Tenant Status,Tenant HMY,Amendment Tenant,Property HMY,Comm ICS,Comm ICS Code,Comm ICS Description
"xil231ja","231 James Street ","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","Madison Austin                                                                  ","t0001013","A-1 Outlet","Current","Original Lease","Activated",0,"237     , 239     ",15000,0,62,"2023-04-01 00:00:00","2028-05-31 00:00:00","2023-03-16 00:00:00","Original Lease",0,28536,28536,3545,,,
"xnj70cat","70 Cathy Lane","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","James Calamia                                                                   ","t0001030","Dream Maker Events and Decors LLC","Current","Original Lease","Activated",0,"B       ",5740,0,31,"2023-07-01 00:00:00","2026-01-31 00:00:00","2023-06-09 00:00:00","Original Lease",0,32909,32909,3652,,,
"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0001095","Fox Injury Law","Current","Original Lease","Activated",0,670     ,2569,0,91,"2024-01-01 00:00:00","2031-07-31 00:00:00",,"",0,38106,38106,913,,,
"xtx1050k","10501 King William Drive","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000819","Sky House Distribution, Inc.","Current","Renewal","Activated",3,10501   ,4691,0,62,"2024-08-01 00:00:00","2029-09-30 00:00:00",,"FP Lease",0,13537,13537,3622,,,
"xga800in","800-850 Industrial Park Drive","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000941","Mid Atlantic Roofing Supply Atlanta, LLC","Current","Original Lease","Activated",0,"800-A   ",47532,0,60,"2022-09-01 00:00:00","2027-08-31 00:00:00","2022-08-31 00:00:00","Original Lease",0,19529,19529,1897,,,
"3il00007","800-812 Greenleaf Avenue","IL","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-IL2 LLC                                                                ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000982","Ultimate Stone Inc","Current","Original Lease","Activated",0,812     ,9250,0,62,"2022-12-26 00:00:00","2028-01-31 00:00:00","2022-11-09 00:00:00","Original Lease",0,24349,24349,4192,,,
"xil201ja","201 James Street","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","Madison Austin                                                                  ","t0000950","Lincare Inc","Current","Unknown","Activated",1,1080    ,5382,0,36,"2025-10-01 00:00:00","2028-09-30 00:00:00","2025-01-30 00:00:00","Renew_Proposal_1",0,19638,19638,3547,,,
"xil201ja","201 James Street","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","Madison Austin                                                                  ","t0000950","Lincare Inc","Current","Renewal","Activated",2,1080    ,5382,0,36,"2025-10-01 00:00:00","2028-09-30 00:00:00","2025-01-27 00:00:00","First Amdendment",0,19638,19638,3547,,,
"xil201ja","201 James Street","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Acquired                                                                        ","Madison Austin                                                                  ","t0000950","Lincare Inc","Current","Original Lease","Activated",0,1080    ,5382,0,36,"2022-10-01 00:00:00","2025-09-30 00:00:00","2022-09-11 00:00:00","Original Lease",0,19638,19638,3547,,,
"xnj125al","125 Algonquin Parkway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Anna Mo                                                                         ","t0001173","Krowne Metal Coporation","Current","Original Lease","Activated",1,02      ,50000,0,61,"2024-04-01 00:00:00","2029-04-30 00:00:00","2024-02-13 00:00:00","Original Lease",0,45817,45817,1878,927,339999,"All Other Miscellaneous Manufacturing"
"xnj125al","125 Algonquin Parkway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Anna Mo                                                                         ","t0001173","Krowne Metal Coporation","Current","Unknown","Superseded",-1,02      ,50000,0,73,"2024-04-01 00:00:00","2030-05-01 00:00:00",,"LL Response_Krowne Metal Corporation Proposal_1.2.24",0,45817,45817,1878,927,339999,"All Other Miscellaneous Manufacturing"
"xnj125al","125 Algonquin Parkway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Anna Mo                                                                         ","t0001173","Krowne Metal Coporation","Current","Unknown","Activated",0,02      ,50000,0,61,"2024-04-01 00:00:00","2029-04-30 00:00:00","2024-02-28 14:59:36","Final Proposal - 1.5.24",0,45817,45817,1878,927,339999,"All Other Miscellaneous Manufacturing"
"3il00006","1221 Landmeier","IL","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-IL2 LLC                                                                ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000963","Trimaco, Inc.","Current","Original Lease","Activated",0,1221    ,119700,0,152,"2015-05-01 00:00:00","2027-12-31 00:00:00","2015-04-08 00:00:00","Second Amendment",0,20892,20892,4130,929,423,"Merchant Wholesalers, Durable Goods"
"3nj00014","6 Pearl Court","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","Ian Murphy                                                                      ","t0001138","Volkswagen Group of America, Inc.","Current","Original Lease","Activated",0,"DEFN    ",30000,0,62,"2023-10-10 00:00:00","2028-11-30 00:00:00","2023-03-03 00:00:00","Fifth Amendment",0,40255,40255,5715,932,423110,"Automobile and Other Motor Vehicle Merchant Wholesalers"
"3nj00015","7 Pearl Court","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","Ian Murphy                                                                      ","t0001139","Volkswagen Group of America, Inc.","Current","Original Lease","Activated",0,"ABC     ",19740,0,62,"2023-10-10 00:00:00","2028-11-30 00:00:00","2023-03-03 00:00:00","Fifth Amendment",0,40256,40256,5716,932,423110,"Automobile and Other Motor Vehicle Merchant Wholesalers"
"xpastate","8800-8826 state road","PA","Northeast                                                                       ","FRG X                                                                           ","FRG-X-PA1 LP                                                                    ","Sold                                                                            ","James Calamia                                                                   ","t0000507","Navistar, Inc","Current","Original Lease","Activated",0,8800    ,17063,0,60,"2021-04-01 00:00:00","2026-03-31 00:00:00",,"2nd Amendment",0,4169,4169,1656,932,423110,"Automobile and Other Motor Vehicle Merchant Wholesalers"
"gacn010 ","1479 Parker Rd SE","GA","Southeast                                                                       ","FRG IX                                                                          ","FPIP-ATLLP                                                                      ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000160","California Cycleworks Inc","Current","Original Lease","Activated",0,"600     , 700     ",4800,0,97,"2017-01-16 00:00:00","2025-01-31 00:00:00",,"",0,671,671,905,932,423110,"Automobile and Other Motor Vehicle Merchant Wholesalers"
"xnjmway7","7 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000497","Global Product Sourcing, LLC","Current","Renewal","Activated",1,"A       ",20000,0,48,"2021-06-01 00:00:00","2025-05-31 00:00:00","2021-06-01 00:00:00","Faropoint Lease",0,2414,2414,1586,997,423840,"Industrial Supplies Merchant Wholesalers"
"xnjmway7","7 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000497","Global Product Sourcing, LLC","Current","Original Lease","Superseded",0,"A       ",20000,0,0,"2010-07-15 00:00:00","2021-05-31 00:00:00",,"Original",0,2414,2414,1586,997,423840,"Industrial Supplies Merchant Wholesalers"
"xil305e ","305 E North Ave","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000516","RS Hughes Company, Inc. ","Current","Original Lease","Activated",0,307     ,17605,0,165,"2011-08-31 00:00:00","2025-04-30 00:00:00",,"First Amendment",0,4190,4190,1662,997,423840,"Industrial Supplies Merchant Wholesalers"
"3ga00007","4025 Steve Reynolds Blvd","GA","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-GA5 LP                                                                 ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0001249","Eagle Abrasives, Inc.","Current","Original Lease","Superseded",0,110     ,12800,0,1,"2024-06-28 00:00:00","2024-06-30 00:00:00","2021-03-11 00:00:00","Sixth Amendment",0,52098,52098,6272,997,423840,"Industrial Supplies Merchant Wholesalers"
"3ga00007","4025 Steve Reynolds Blvd","GA","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-GA5 LP                                                                 ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0001249","Eagle Abrasives, Inc.","Current","Renewal","Activated",1,110     ,12800,0,40,"2024-07-01 00:00:00","2027-10-31 00:00:00","2023-12-13 00:00:00","Seventh Amendment",0,52098,52098,6272,997,423840,"Industrial Supplies Merchant Wholesalers"
"xtndelp1","4290 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000445","Bel-Shore Enterprises","Past","Original Lease","Superseded",0,"4319B   ",72000,0,61,"2021-04-08 00:00:00","2026-04-30 00:00:00",,"",1,1347,1347,1372,1012,423990,"Other Miscellaneous Durable Goods Merchant Wholesalers"
"xtndelp1","4290 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000445","Bel-Shore Enterprises","Past","Termination","Activated",1,"4319B   ",72000,0,0,"2022-02-01 00:00:00","2022-02-01 00:00:00",,"",1,1347,1347,1372,1012,423990,"Other Miscellaneous Durable Goods Merchant Wholesalers"
"xga800in","800-850 Industrial Park Drive","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000640","WEX LLC","Current","Original Lease","Activated",0,"850-B   ",25000,0,88,"2019-09-01 00:00:00","2026-12-31 00:00:00",,"",0,5501,5501,1897,1012,423990,"Other Miscellaneous Durable Goods Merchant Wholesalers"
"3tx00012","4525 McEwen Road","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX1 LLC                                                                ","Acquired                                                                        ","Alex Hugo                                                                       ","t0001036","Worldpac, Inc.","Current","Unknown","Activated",1,4525    ,20983,0,60,"2024-07-01 00:00:00","2029-06-30 00:00:00","2024-02-27 17:29:47","Renew_Proposal_1",0,32950,32950,5088,934,423120,"Motor Vehicle Supplies and New Parts Merchant Wholesalers"
"3tx00012","4525 McEwen Road","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX1 LLC                                                                ","Acquired                                                                        ","Alex Hugo                                                                       ","t0001036","Worldpac, Inc.","Current","Renewal","Activated",2,4525    ,20983,0,60,"2024-07-01 00:00:00","2029-06-30 00:00:00","2024-02-27 00:00:00","Eighth Amendment",0,32950,32950,5088,934,423120,"Motor Vehicle Supplies and New Parts Merchant Wholesalers"
"njrun165","165 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000278","IEH Auto Parts Auto 10578","Current","Original Lease","Superseded",0,"I       ",5744,0,60,"2017-07-01 00:00:00","2022-06-30 00:00:00",,"First Amendment",0,797,797,1341,934,423120,"Motor Vehicle Supplies and New Parts Merchant Wholesalers"
"njrun165","165 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000278","IEH Auto Parts Auto 10578","Current","Renewal","Activated",1,"I       ",5744,0,36,"2022-07-01 00:00:00","2025-06-30 00:00:00",,"",0,797,797,1341,934,423120,"Motor Vehicle Supplies and New Parts Merchant Wholesalers"
"gable014","137 Bledsoe Rd","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000165","RPM Truck Parts LLC","Current","Original Lease","Activated",0,105     ,3000,0,84,"2019-04-15 00:00:00","2026-04-14 00:00:00",,"",0,677,677,988,934,423120,"Motor Vehicle Supplies and New Parts Merchant Wholesalers"
"xga9330 ","9330 Industrial Trace","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000542","Myers Tire Supply Distribution, Inc.","Current","Renewal","Activated",2,9330    ,22500,0,60,"2023-09-01 00:00:00","2028-08-31 00:00:00","2023-06-27 00:00:00","First Amendment",0,4272,4272,1679,934,423120,"Motor Vehicle Supplies and New Parts Merchant Wholesalers"
"xga9330 ","9330 Industrial Trace","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000542","Myers Tire Supply Distribution, Inc.","Current","Original Lease","Superseded",0,9330    ,22500,0,25,"2021-08-23 00:00:00","2023-08-31 00:00:00",,"",0,4272,4272,1679,934,423120,"Motor Vehicle Supplies and New Parts Merchant Wholesalers"
"xga9330 ","9330 Industrial Trace","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000542","Myers Tire Supply Distribution, Inc.","Current","Assignment","Activated",1,9330    ,0,0,0,"2022-11-17 00:00:00",,,"From Mohawk Rubber Sales of NE, Inc",0,4272,4272,1679,934,423120,"Motor Vehicle Supplies and New Parts Merchant Wholesalers"
"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000998","Liberty Exchange Group, LLC","Past","Termination","Activated",2,395     ,1082,0,0,"2024-02-29 00:00:00","2024-02-29 00:00:00",,"",1,28025,28025,913,,,
"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000998","Liberty Exchange Group, LLC","Past","Modification","Superseded",1,395     ,1082,0,66,"2023-02-15 00:00:00","2028-07-31 00:00:00",,"Commencement Agreement",1,28025,28025,913,,,
"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000998","Liberty Exchange Group, LLC","Past","Original Lease","Superseded",0,395     ,1082,0,66,"2023-02-15 00:00:00","2028-07-31 00:00:00",,"",1,28025,28025,913,,,
"xil222ja","222 James Street","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","Madison Austin                                                                  ","t0001016","Triple Trading","Current","Original Lease","Activated",0,224     ,12905,0,62,"2023-05-01 00:00:00","2028-06-30 00:00:00","2023-04-06 00:00:00","Original Lease",0,29046,29046,3669,,,
"xil305e ","305 E North Ave","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0001039","The McAlear Group","Current","Original Lease","Activated",0,305     ,32838,0,87,"2023-10-01 00:00:00","2030-12-31 00:00:00","2023-06-28 00:00:00","Original Lease",0,33747,33747,1662,,,
"xga5070 ","5070 Minola Drive","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0001040","Ashanti Films","Past","Original Lease","Superseded",0,"5070-W  ",48276,0,63,"2023-08-01 00:00:00","2028-10-31 00:00:00","2023-06-30 00:00:00","Original Lease",1,33868,33868,1733,,,
"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0001224","RK Reeves & Associates, Inc.","Current","Original Lease","Activated",0,575     ,4360,0,132,"2024-10-01 00:00:00","2035-09-30 00:00:00","2024-04-23 00:00:00","Original Lease",0,51934,51934,913,,,
"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0001224","RK Reeves & Associates, Inc.","Current","Modification","Activated",1,575     ,4360,0,132,"2024-10-01 00:00:00","2035-09-30 00:00:00","2024-04-23 00:00:00","Commencement Agmt",0,51934,51934,913,,,
"3oh00005","4848 Evanswood Drive","OH","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-OH3 LP                                                                 ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0001262","Elevate Northland","Current","Original Lease","Activated",0,100     ,46248,0,102,"2024-08-29 00:00:00","2033-01-31 00:00:00","2022-04-21 00:00:00","Original Lease",0,52182,52182,6291,,,
"xtndelp2","4319 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000691","Bel-Shore Enterprises","Current","Original Lease","Activated",0,"4319B   ",72000,0,61,"2021-04-08 00:00:00","2026-04-30 00:00:00",,"",0,6678,6678,2952,1012,423990,"Other Miscellaneous Durable Goods Merchant Wholesalers"
"3tx00003","2300 E Randol Mill Road","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","Alex Hugo                                                                       ","t0000981","Doskocil Manufacturing Company, Inc.","Current","Original Lease","Activated",0,100     ,50888,0,184,"2012-04-06 00:00:00","2027-07-31 00:00:00","2011-12-02 00:00:00","First Amendment",0,24146,24146,4170,1012,423990,"Other Miscellaneous Durable Goods Merchant Wholesalers"
"tntri18 ","3983 Senator Street","TN","Mid-South                                                                       ","FRG IX                                                                          ","FP-TRI L.P                                                                      ","Sold                                                                            ","Alex Hugo                                                                       ","t0000057","Jackson Supply Company","Current","Original Lease","Activated",0,100     ,34500,0,213,"2006-04-01 00:00:00","2023-12-31 00:00:00",,"",0,458,458,1225,1012,423990,"Other Miscellaneous Durable Goods Merchant Wholesalers"
"tndan007","761 Danny Thomas","TN","Mid-South                                                                       ","FRG IX                                                                          ","FP-Gimel TN LP                                                                  ","Sold                                                                            ","Alex Hugo                                                                       ","t0000076","Northern Safety Co, Inc.","Current","Original Lease","Superseded",0,100     ,11250,0,24,"2019-03-01 00:00:00","2021-02-28 00:00:00",,"",0,480,480,926,1012,423990,"Other Miscellaneous Durable Goods Merchant Wholesalers"
"tndan007","761 Danny Thomas","TN","Mid-South                                                                       ","FRG IX                                                                          ","FP-Gimel TN LP                                                                  ","Sold                                                                            ","Alex Hugo                                                                       ","t0000076","Northern Safety Co, Inc.","Current","Renewal","Activated",1,100     ,11250,0,24,"2021-03-01 00:00:00","2023-02-28 00:00:00",,"Lease Extension",0,480,480,926,1012,423990,"Other Miscellaneous Durable Goods Merchant Wholesalers"
"xtx3662m","3662-3670 Miller Park Drive","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000650","Impact Technologies, Inc","Past","Original Lease","Activated",0,3670    ,26350,0,74,"2017-02-01 00:00:00","2023-03-31 00:00:00",,"",1,5633,5633,1895,1018,424120,"Stationery and Office Supplies Merchant Wholesalers"
"3tx00004","2220 Chemsearch Blvd","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000980","Blackbeard Marine, Inc.","Past","Termination","Activated",1,200     ,38667,0,0,"2024-11-13 00:00:00","2024-11-13 00:00:00","2024-11-13 00:00:00","Termination Notice",1,24014,24014,4171,1095,441,"Motor Vehicle and Parts Dealers"
"3tx00004","2220 Chemsearch Blvd","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000980","Blackbeard Marine, Inc.","Past","Original Lease","Superseded",0,200     ,38667,0,63,"2022-10-01 00:00:00","2027-12-31 00:00:00","2022-08-22 00:00:00","Original Lease",1,24014,24014,4171,1095,441,"Motor Vehicle and Parts Dealers"
"xgamc255","4255 McEver Industrial Drive NW","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000503","Trussway LTD","Current","Holdover","Superseded",1,4255    ,45376,0,61,"2023-07-01 00:00:00","2028-07-31 00:00:00",,"HoldOver",0,4126,4126,1642,439,321214,"Truss Manufacturing"
"xnj220r ","220 Route 70","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000598","RPI Industries Inc.","Current","Original Lease","Superseded",0,"A       ",60880,0,36,"2019-10-27 00:00:00","2022-10-27 00:00:00",,"Original",0,4909,4909,1787,443,321911,"Wood Window and Door Manufacturing"
"xnj220r ","220 Route 70","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000598","RPI Industries Inc.","Current","Holdover","Activated",1,"A       ",60880,0,0,"2022-10-28 00:00:00",,,"Holdover",0,4909,4909,1787,443,321911,"Wood Window and Door Manufacturing"
"xnjmway9","9 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000483","RPI Industries Inc. ","Past","Termination","Activated",1,"A1      ",12500,0,0,"2022-01-31 00:00:00","2022-01-31 00:00:00",,"Termination",1,2305,2305,1587,443,321911,"Wood Window and Door Manufacturing"
"xnjmway9","9 Mary Way","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Ian Murphy                                                                      ","t0000483","RPI Industries Inc. ","Past","Original Lease","Superseded",0,"A1      ",12500,0,69,"2016-05-01 00:00:00","2022-01-31 00:00:00",,"Extension 1",1,2305,2305,1587,443,321911,"Wood Window and Door Manufacturing"
"xtx8154b","8154 Bracken Creek Drive","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000666","Tormax USA, Inc","Current","Unknown","Activated",1,100     ,35510,0,36,"2024-04-01 00:00:00","2027-03-31 00:00:00",,"Renew_Proposal_1",0,5995,5995,2720,443,321911,"Wood Window and Door Manufacturing"
"xtx8154b","8154 Bracken Creek Drive","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000666","Tormax USA, Inc","Current","Renewal","Activated",2,100     ,35510,0,36,"2024-04-01 00:00:00","2027-03-31 00:00:00",,"FP Renewal",0,5995,5995,2720,443,321911,"Wood Window and Door Manufacturing"
"xtx8154b","8154 Bracken Creek Drive","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000666","Tormax USA, Inc","Current","Original Lease","Superseded",0,100     ,35250,0,30,"2021-10-01 00:00:00","2024-03-31 00:00:00",,"",0,5995,5995,2720,443,321911,"Wood Window and Door Manufacturing"
"3nj00003","26 Hanes Drive","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ2 LLC                                                                ","Acquired                                                                        ","Anna Mo                                                                         ","t0000909","Royal Packaging","Past","Original Lease","Superseded",0,100     ,20500,0,61,"2019-09-01 00:00:00","2024-09-30 00:00:00","2019-04-11 00:00:00","Original Lease",1,17736,17736,3740,461,3222,"Converted Paper Product Manufacturing"
"xil222ja","222 James Street","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","Madison Austin                                                                  ","t0000881","United Refrigeration, Inc.","Current","Renewal","Activated",1,222     ,11020,0,60,"2024-04-01 00:00:00","2029-03-31 00:00:00","2023-12-22 00:00:00","Fourth Rider",0,17601,17601,3669,,,
"xil222ja","222 James Street","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","Madison Austin                                                                  ","t0000881","United Refrigeration, Inc.","Current","Original Lease","Superseded",0,222     ,11020,0,60,"2019-04-01 00:00:00","2024-03-31 00:00:00",,"Third Rider",0,17601,17601,3669,,,
"xnj10tw ","10 Twosome Drive","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-AP-NJ LP                                                                  ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000927","Del Val Ingredients","Current","Original Lease","Activated",0,10      ,45375,0,84,"2022-09-01 00:00:00","2029-08-31 00:00:00","2022-07-08 00:00:00","Original Lease",0,18052,18052,1788,,,
"xga1585r","1585 Roadhaven Drive","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000966","Inliner Solutions","Current","Original Lease","Activated",0,"A       ",48000,0,124,"2022-12-01 00:00:00","2033-03-31 00:00:00","2022-10-25 00:00:00","Original Lease",0,22477,22477,3670,,,
"3md00003","8361 Town Center Court","MD","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-MD1 LLC                                                                ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0000985","JES Groundworks","Current","Original Lease","Activated",0,100     ,30333,0,62,"2022-12-01 00:00:00","2028-01-31 00:00:00","2022-11-23 00:00:00","Original Lease",0,24625,24625,4079,,,
"xga5070 ","5070 Minola Drive","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0001040","Ashanti Films","Past","Termination","Activated",1,"5070-W  ",48276,0,0,"2024-06-10 00:00:00","2024-06-10 00:00:00",,"Eviction",1,33868,33868,1733,,,
"xnj30les","30 Leslie Court","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0001042","Nephros","Current","Original Lease","Activated",0,30      ,16003,0,60,"2023-10-16 00:00:00","2028-09-30 00:00:00","2023-07-05 00:00:00","Original Lease",0,34003,34003,1881,,,
"3oh00001","2098 Integrity Drive N","OH","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-OH1 LLC                                                                ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0001047","Ross Restoration","Current","Original Lease","Activated",0,2060    ,17000,0,61,"2024-02-01 00:00:00","2029-02-28 00:00:00","2023-07-06 00:00:00","Original Lease",0,34065,34065,3737,,,
"xtx1050k","10501 King William Drive","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0001056","AMG Stone Inc.","Current","Original Lease","Activated",0,10515   ,6635,0,36,"2023-09-01 00:00:00","2026-08-31 00:00:00","2023-08-11 00:00:00","Original Lease",0,36840,36840,3622,,,
