Amendment hMy,Property hMy,Property Code,Tenant hMy,Tenant ID,Amendment Status code,Amendment Status,Amendment Type code,Amendment Type,Amendment Sequence,Unit/s under amendment,HMY Unit/s under amendment,Amendment SF,Amendment Term,Amendment Start Date,Amendment End Date,Amendment Sign Date,Amendment Description,Amendment Notes,Holdover %
70293,6272,"3ga00007",52101,"t0001251",1,"Activated",0,"Original Lease",0,106     ,44924,12894,12,"2024-06-28 00:00:00","2025-05-31 00:00:00","02/18/2020 00:00:00","First Amendment","Commencement Date: 06/01/2020
Expiration Date: 05/31/2025

Notes: 
1. Split up of Additional Amount for the year 2020 is unknown, hence we have abstracted the same under the picklist CAM.
2. Only Estimated Amount for (i) CAM(2015) is known,  hence we have flat-lined the same till 05/31/2020 and (ii) CAM(2020) is known, hence we have flat-lined the same till Expiration date.
3. Tax and Insurance split up for the year 2015 is unknown, hence we have abstracted the same under the picklist RET.
4. Contradiction in Prepaid Amount. Per Lease, Sec. 3.01, Upon Execution, Tenant to pay Landlord, the  first month Minimum Annual Rent and Additional Rent ($5,823.20) to Landlord, Whereas per Manual Calculation, Minimum Annual Rent($4,655.63) and Additional Rent($1,257.17), which is $5,823.80. Hence we have abstracted $5,823.80 as Prepaid Amount.
5. Page numbers are not stated in 1st Amendment, hence abstracted PDF Page numbers for the same.",150
70294,6272,"3ga00007",52107,"t0001252",1,"Activated",0,"Original Lease",0,100     ,44925,19200,61,"2024-06-28 00:00:00","2029-06-30 00:00:00","02/27/2024 00:00:00","Original Lease","Commencement Date: 04/01/2024
Expiration Date: 06/30/2029",150
70295,1683,"xnj1010 ",4489,"t0000579",2,"Superseded",5,"Holdover",2,1010    ,3110,73489,0,"2024-06-25 00:00:00","2024-06-24 00:00:00",,"HoldOver","",200
28789,1888,"xtx4201n",6906,"t0000696",1,"Activated",1,"Renewal",1,100     ,4304,182500,122,"2022-11-01 00:00:00","2032-12-31 00:00:00","10/06/2022 00:00:00","Amd and Restated AG","",150
87185,6594,"3tn00016",54509,"t0001305",2,"Superseded",5,"Holdover",1,2       ,46967,5175,1,"2024-10-31 00:00:00","2024-10-31 00:00:00",,"HoldOver","",150
29377,4192,"3il00007",24349,"t0000982",1,"Activated",0,"Original Lease",0,812     ,20304,9250,62,"2022-12-26 00:00:00","2028-01-31 00:00:00","11/09/2022 00:00:00","Original Lease","",200
29542,3641,"xpa3041m",17597,"t0000878",2,"Superseded",5,"Holdover",2,"C       ",12813,8000,0,"2022-11-01 00:00:00",,,"HoldOver","",200
29543,3641,"xpa3041m",17617,"t0000887",2,"Superseded",4,"Termination",1,,,12800,0,"2022-11-30 00:00:00","2022-11-30 00:00:00",,"Termination Agreement","",0
29544,1896,"xtx12150",6909,"t0000698",1,"Activated",1,"Renewal",1,112     ,4428,10495,60,"2023-04-01 00:00:00","2028-03-31 00:00:00","11/13/2022 00:00:00","Amd and Restated AG","",175
29545,3641,"xpa3041m",17617,"t0000887",1,"Activated",5,"Holdover",2,"B       ",12811,12800,0,"2022-12-01 00:00:00","2022-12-19 00:00:00",,"HoldOver","",200
97340,5460,"3nc00004",36952,"t0001082",1,"Activated",1,"Renewal",2,"A       ",31741,80000,19,"2025-03-01 00:00:00","2026-09-30 00:00:00","11/25/2024 00:00:00","Renewal Option","",0
97341,2990,"xga4600f",6538,"t0000682",1,"Activated",1,"Renewal",2,"4600-E  ",4968,20000,36,"2025-05-01 00:00:00","2028-04-30 00:00:00","11/26/2024 00:00:00","First Amendment","Convert from Gross to NNN (RET/Ins/CAM/PMF)",150
97343,6594,"3tn00016",54509,"t0001305",1,"Activated",1,"Renewal",3,2       ,46967,5175,24,"2024-11-01 00:00:00","2026-10-31 00:00:00","12/22/2024 00:00:00","Tenth Amendment","",150
29753,4079,"3md00003",24625,"t0000985",1,"Activated",0,"Original Lease",0,100     ,16794,30333,62,"2022-12-01 00:00:00","2028-01-31 00:00:00","11/23/2022 00:00:00","Original Lease","",150
29849,1679,"xga9330 ",4272,"t0000542",1,"Activated",9,"Assignment",1,,,0,0,"2022-11-17 00:00:00",,,"From Mohawk Rubber Sales of NE, Inc",,0
29850,3633,"3md00001",14866,"t0000840",2,"Superseded",1,"Renewal",1,"F       ",11850,4646,10,"2022-11-01 00:00:00","2023-08-31 00:00:00","11/01/2022 00:00:00","First Amendment","",200
29977,3799,"3il00004",24792,"t0000986",1,"Activated",0,"Original Lease",0,3380    ,15305,46156,88,"2023-02-01 00:00:00","2030-05-31 00:00:00","11/15/2022 00:00:00","Original Lease","",200
29978,3799,"3il00004",18161,"t0000932",2,"Superseded",1,"Renewal",1,3380    ,15305,46156,1,"2023-01-01 00:00:00","2023-01-31 00:00:00","11/01/2022 00:00:00","Extension Agreement","",150
30157,3737,"3oh00001",17826,"t0000919",2,"Superseded",9,"Assignment",1,,,0,0,"2022-09-30 00:00:00",,,"From Kaycan LTD.",,0
97370,7022,"xfl6704n",62963,"t0001382",1,"Activated",1,"Renewal",1,6710    ,54262,10368,12,"2024-12-01 00:00:00","2025-11-30 00:00:00","11/14/2024 00:00:00","Second Amendment","Commencement: 12/01/2024 
Expiration: 11/30/2025",150
102106,1735,"xnj108n ",4632,"t0000582",1,"Activated",5,"Holdover",4,108     ,3278,23912,1,"2025-01-01 00:00:00","2025-01-31 00:00:00","12/17/2024 00:00:00","Holdover","",150
32948,1733,"xga5070 ",6518,"t0000677",1,"Activated",1,"Renewal",1,"5070-W  ",3277,45607,3,"2023-02-01 00:00:00","2023-04-30 00:00:00",,"First Amendment","",200
32949,3737,"3oh00001",27056,"t0000993",1,"Activated",0,"Original Lease",0,2066    ,14789,8000,60,"2023-02-01 00:00:00","2028-01-31 00:00:00","12/19/2022 00:00:00","Original Lease","",200
110760,3642,"xnj19ind",15315,"t0000850",1,"Activated",4,"Termination",3,,,22060,0,"2025-02-01 00:00:00","2025-02-01 00:00:00",,"Termination & SurrenderAg","",0
110809,6078,"3nc00008",67756,"t0001407",1,"Activated",0,"Original Lease",1,100     ,39728,66370,38,"2025-03-01 00:00:00","2028-04-30 00:00:00","01/30/2025 00:00:00","Original Lease","This is a 3-year deal at an above-market rate of $10.00. The market rate is closer to $9.50 based on comps. This deal, being above market and with zero tenant improvements, offsets the lower escalations at 3%. The tenant plans to invest a large sum into the building and will likely remain when it’s time for renewal. There is also a favorable purchase option for tenant to exercise at $11,900,000. Tenant has 540 from the effective date to exercise. Tenant will have 180 following the notice to close. $476,0000 in earnest money will be put up. 1.5% - 1.5% to each side offset by LC paid if executed.",200
34171,3545,"xil231ja",28004,"t0000996",2,"Superseded",0,"Original Lease",0,241     ,9152,2902,7,"2022-12-06 00:00:00","2023-06-30 00:00:00","12/07/2022 00:00:00","Original Lease","",200
34192,913,"gacre100",28024,"t0000997",1,"Activated",0,"Original Lease",0,680     ,459,3638,65,"2023-04-01 00:00:00","2028-08-31 00:00:00",,"","Commencement date may change based on LL work completion. ",0
34193,913,"gacre100",1150,"t0000376",2,"Superseded",1,"Renewal",2,100     ,420,2689,6,"2023-01-01 00:00:00","2023-06-30 00:00:00",,"9th Amendment","* Landlord and Tenant agree that due to COVID and related business disruption, Landlord will
not charge rent during the Extended Term. Tenant agrees to allow Landlord access to Tenant’s
sales records. This will allow all parties to reevaluate and better understand the ability of Tenant
to pay appropriate rent moving forward, while still having a viable café servicing the Property.",0
34194,913,"gacre100",28025,"t0000998",2,"Superseded",0,"Original Lease",0,395     ,438,1082,66,"2023-02-15 00:00:00","2028-07-31 00:00:00",,"","Declaration of Commencement Date",0
34195,3737,"3oh00001",17639,"t0000903",1,"Activated",4,"Termination",1,,,8000,0,"2022-12-31 00:00:00","2022-12-31 00:00:00",,"Termination Agreement","",0
34204,3545,"xil231ja",13239,"t0000801",1,"Activated",5,"Holdover",1,237     ,9151,7500,0,"2022-10-01 00:00:00","2022-10-07 00:00:00",,"Holdover","Base rent only, per AM",100
34211,3643,"3tn00001",17483,"t0000870",1,"Activated",1,"Renewal",1,4       ,14137,18000,60,"2023-02-01 00:00:00","2028-01-31 00:00:00","12/19/2022 00:00:00","Amd and Restated AG","",200
34212,3645,"3tn00003",17632,"t0000898",1,"Activated",1,"Renewal",1,1       ,14126,12025,36,"2023-02-01 00:00:00","2026-01-31 00:00:00","12/05/2022 00:00:00","Amd and Restated AG","",200
34213,3364,"xtn3961o",28046,"t0000999",1,"Activated",0,"Original Lease",0,3961    ,7784,74906,37,"2023-02-01 00:00:00","2026-02-28 00:00:00","01/12/2023 00:00:00","Original Lease","",200
34214,1895,"xtx3662m",28047,"t0001000",1,"Activated",0,"Original Lease",0,3670    ,4158,26126,62,"2023-04-01 00:00:00","2028-05-31 00:00:00","12/01/2022 00:00:00","Original Lease","",200
110768,3302,"xnj121mo",8086,"t0000742",1,"Activated",1,"Renewal",2,121     ,6284,62000,24,"2025-04-01 00:00:00","2027-03-31 00:00:00","01/30/2025 00:00:00","First Amendment","Tenant gave us notice they are exercising their FMV 2-year extension.
Potentially will convert to 5 years if they get awarded their State contract.
Tenant eager to expand and find new business in any case- would like this to be a ""marketable"" assets. 
Their Corporate is pressing them to find a different location at $15 PSF (per tenant)
we talked to their Decision Maker and agreed on$15.75.
we are replacing roof and doing some Capex (per Capital Planning), and in addition will give ~$150k for other work in the office",200
110769,3547,"xil201ja",19638,"t0000950",1,"Activated",1,"Renewal",2,1080    ,10539,5382,36,"2025-10-01 00:00:00","2028-09-30 00:00:00","01/27/2025 00:00:00","First Amdendment","Renewal with the current tenant with $0 in concessions. Lease is at market rent with 4% esc.",150
113195,7720,"3nj00029",72426,"t0001438",1,"Activated",0,"Original Lease",0,100     ,61937,5342,36,"2025-02-20 00:00:00","2028-01-31 00:00:00","02/01/2023 00:00:00","Original Lease","Commencement Date: 02/01/2023
Expiration Date: 01/31/2028",200
113196,7720,"3nj00029",72427,"t0001439",1,"Activated",0,"Original Lease",0,200     ,61938,22629,34,"2025-02-20 00:00:00","2027-11-30 00:00:00","11/21/2022 00:00:00","Original Lease","Commencement Date: 12/03/2022
Expiration Date: 11/30/2027
Note: Per Sec. 4, Expiration date to be  last day of the 60th full month commencing from 12/01/2022, Contradiction in Expiration Date, whereas per Sec. 5 Base Rent expense date to end on 11/30/2027. Hence, we have abstracted the explicit stated Expiration Date as 11/30/2027 based on Sec. 5
(ii) Per Lease, Document date as only Year (2022) are available. Hence we have assumed and abstracted the  Sign Date as Document date (ie. 11/21/2022)",200
39364,3652,"xnj70cat",32909,"t0001030",1,"Activated",0,"Original Lease",0,"B       ",12071,5740,31,"2023-07-01 00:00:00","2026-01-31 00:00:00","06/09/2023 00:00:00","Original Lease","",200
39370,3545,"xil231ja",28004,"t0000996",1,"Activated",4,"Termination",1,,,2902,0,"2023-06-15 00:00:00","2023-06-15 00:00:00",,"Early Termination","",0
39400,5087,"3tx00011",32945,"t0001031",2,"Superseded",0,"Original Lease",0,120     ,28002,22407,9,"2023-05-31 00:00:00","2024-02-28 00:00:00","10/28/2015 00:00:00","Original Lease","",150
39401,5087,"3tx00011",32946,"t0001032",2,"Superseded",0,"Original Lease",0,1101    ,28003,23903,10,"2023-05-31 00:00:00","2024-02-29 00:00:00","05/31/2023 00:00:00","FP Lease","",0
39402,5089,"3tx00013",32947,"t0001033",1,"Activated",0,"Original Lease",0,1       ,28005,40324,97,"2023-05-31 00:00:00","2031-05-31 00:00:00","10/07/2020 00:00:00","First Amendment","",150
39403,5089,"3tx00013",32948,"t0001034",1,"Activated",0,"Original Lease",0,2       ,28006,41000,47,"2023-05-31 00:00:00","2027-03-31 00:00:00","01/01/2023 00:00:00","Sublease","",0
39404,5088,"3tx00012",32949,"t0001035",2,"Superseded",0,"Original Lease",0,4535    ,28007,15097,5,"2023-05-31 00:00:00","2023-09-30 00:00:00","05/31/2019 00:00:00","Original Lease","",150
39405,5088,"3tx00012",32950,"t0001036",2,"Superseded",0,"Original Lease",0,4525    ,28008,21025,14,"2023-05-31 00:00:00","2024-06-30 00:00:00","05/08/1996 00:00:00","Seventh Amendment","",150
39414,913,"gacre100",32963,"t0001037",1,"Activated",0,"Original Lease",0,220     ,462,5094,65,"2023-08-01 00:00:00","2028-12-31 00:00:00",,"","",150
34271,3645,"3tn00003",17630,"t0000896",1,"Activated",1,"Renewal",2,7       ,14132,22500,60,"2023-02-01 00:00:00","2028-01-31 00:00:00",,"Amd and Restated AG","",200
34272,913,"gacre100",28336,"t0001005",1,"Activated",0,"Original Lease",0,1200    ,430,7943,63,"2023-06-05 00:00:00","2028-09-04 00:00:00",,"","",150
34273,1658,"xtn225bo",28338,"t0001006",2,"Superseded",0,"Original Lease",0,103     ,2968,33340,59,"2023-03-01 00:00:00","2028-02-28 00:00:00","02/24/2023 00:00:00","Original Lease","",200
34274,4077,"3nj00004",19857,"t0000957",2,"Superseded",4,"Termination",3,,,11307,0,"2023-03-31 00:00:00","2023-03-31 00:00:00","03/01/2023 00:00:00","Termination Agreement","",0
34275,2990,"xga4600f",6540,"t0000684",1,"Activated",9,"Assignment",1,,,0,0,"2023-02-17 00:00:00",,,"From Commercial Radiator Repairs LLC",,0
34276,2992,"xtx2616a",7541,"t0000709",1,"Activated",4,"Termination",2,,,8176,0,"2023-02-28 00:00:00","2023-02-28 00:00:00",,"Termination Agreement","",0
34277,3545,"xil231ja",13233,"t0000799",1,"Activated",1,"Renewal",1,233     ,9149,2139,2,"2023-04-01 00:00:00","2023-05-31 00:00:00","02/28/2023 00:00:00","Extension","",200
34279,1658,"xtn225bo",4204,"t0000524",1,"Activated",4,"Termination",1,,,33340,0,"2023-02-15 00:00:00","2023-02-15 00:00:00","01/31/2023 00:00:00","Termination Agreement","",0
34280,3545,"xil231ja",13276,"t0000804",2,"Superseded",1,"Renewal",1,"241     //1071    ","9152//9153",10267,36,"2023-07-01 00:00:00","2026-06-30 00:00:00","02/21/2023 00:00:00","Renewal w/ Expansion","",200
34281,913,"gacre100",4326,"t0000563",1,"Activated",9,"Assignment",1,,,0,0,"2023-03-01 00:00:00",,,"From The Children and Teenagers Foundation, Inc",,0
34283,913,"gacre100",4326,"t0000563",1,"Activated",2,"Expansion",2,"650     //655     ","446//447",3686,36,"2023-03-01 00:00:00","2026-02-28 00:00:00",,"","Base year 2021
PRS 1.50%",150
34284,1655,"xnjcentr",19886,"t0000958",2,"Superseded",1,"Renewal",1,"7055-2  ",2989,9967,6,"2023-04-01 00:00:00","2023-09-30 00:00:00",,"Renewal Option 1","Created by exercising a Renewal Option",150
34285,1881,"xnj30les",28347,"t0001007",1,"Activated",0,"Original Lease",0,40      ,24482,9247,36,"2023-03-01 00:00:00","2026-02-28 00:00:00","03/05/2023 00:00:00","Original Lease","",200
34286,3642,"xnj19ind",17171,"t0000864",1,"Activated",1,"Renewal",1,"NE      //NWCNR   ","12820//12821",24364,69,"2023-06-01 00:00:00","2029-02-28 00:00:00","02/23/2023 00:00:00","Renewal w/ Expansion","",200
34288,3737,"3oh00001",18141,"t0000929",1,"Activated",1,"Renewal",1,2078    ,14791,17000,60,"2023-05-01 00:00:00","2028-04-30 00:00:00","02/27/2023 00:00:00","Third Amendment","",200
34289,3632,"xga2900j",28357,"t0001008",2,"Superseded",0,"Original Lease",0,"A       ",12621,58225,126,"2023-03-13 00:00:00","2033-08-31 00:00:00","03/06/2023 00:00:00","Original Lease","",150
34290,4115,"3md00004",27034,"t0000992",1,"Activated",1,"Renewal",1,7132    ,23483,4161,36,"2023-03-01 00:00:00","2026-02-28 00:00:00","03/01/2023 00:00:00","FP Lease","",200
34292,4800,"3fl00006",28433,"t0001010",1,"Activated",0,"Original Lease",0,"C       //D       ","24486//24487",17280,53,"2023-03-23 00:00:00","2027-07-31 00:00:00","07/12/2022 00:00:00","First Amendment","",200
34293,4800,"3fl00006",28434,"t0001011",1,"Activated",0,"Original Lease",0,"AB      ",24485,12000,37,"2023-03-23 00:00:00","2026-03-31 00:00:00","03/17/2011 00:00:00","Original Lease","",0
34294,1695,"xnj390n ",4488,"t0000578",2,"Superseded",1,"Renewal",1,390     ,3109,56600,12,"2023-11-01 00:00:00","2024-10-31 00:00:00","03/13/2023 00:00:00","First Amendment","Created by exercising a Renewal Option - Amd exercises both 6 month renewals into one 12 months renewal ",150
34302,3800,"3ny00001",18163,"t0000933",1,"Activated",1,"Renewal",1,180     ,15322,24012,60,"2023-03-23 00:00:00","2028-03-22 00:00:00","03/20/2023 00:00:00","Second Amendment","Created by exercising a Renewal Option",0
34303,3545,"xil231ja",28536,"t0001013",1,"Activated",0,"Original Lease",0,"237     //239     ","9151//9154",15000,62,"2023-04-01 00:00:00","2028-05-31 00:00:00","03/16/2023 00:00:00","Original Lease","",200
34304,3645,"3tn00003",17488,"t0000873",2,"Superseded",5,"Holdover",1,"4-5     ",14131,15000,1,"2023-04-01 00:00:00","2023-04-30 00:00:00",,"Holdover","",200
34306,911,"gasc3016",28906,"t0001014",2,"Superseded",0,"Original Lease",0,772     ,195,60408,87,"2023-04-01 00:00:00","2030-06-30 00:00:00","03/17/2023 00:00:00","Original Lease","",150
34307,911,"gasc3016",696,"t0000183",1,"Activated",4,"Termination",2,,,60408,0,"2023-03-21 00:00:00","2023-03-21 00:00:00","03/15/2023 00:00:00","First Amendment","03/17/2023 termination ",0
34310,3636,"xfl3333c",28908,"t0001015",2,"Superseded",0,"Original Lease",0,200     ,12079,39000,36,"2023-04-01 00:00:00","2026-03-31 00:00:00","03/25/2023 00:00:00","Original Lease","",150
34311,3635,"xga4450c",28436,"t0001012",1,"Activated",0,"Original Lease",0,"A       ",12622,18700,64,"2023-03-26 00:00:00","2028-06-30 00:00:00","03/13/2023 00:00:00","Original Lease","",200
34312,3636,"xfl3333c",14878,"t0000843",1,"Activated",4,"Termination",2,,,39000,0,"2023-03-31 00:00:00","2023-03-31 00:00:00","03/27/2023 00:00:00","Notice to Terminate","",0
34313,3737,"3oh00001",17835,"t0000920",1,"Activated",4,"Termination",1,,,8000,0,"2023-03-11 00:00:00","2023-03-11 00:00:00","03/02/2023 00:00:00","Termination Agreemen","",0
74526,6581,"3fl00012",54296,"t0001282",1,"Activated",0,"Original Lease",0,22      ,46784,36000,17,"2024-08-15 00:00:00","2025-12-31 00:00:00","05/31/2018 00:00:00","Original Lease","Commencement Date: 12/07/2018
Expiration Date: 12/31/2025

Note: (i) Commencement Date is conditional. Per Lease, Commencement Date to be the earlier of (i) Tenant’s occupancy and commencement of operations from the Premises, and (ii) 90 days after substantial completion of Landlord’s Work pursuant to EXHIBIT “E-1”. Landlord will deliver possession of the Premises to Tenant on the Date of this Lease, subject to receipt of applicable Tenant insurance, Prepaid Rent and other amounts due upon execution of this Lease. However per Letter dated 12/01/2018, Occupancy date is given as ""12/07/2018"". Hence we have abstracted ""12/07/2018"" as Commencement Date.
(ii) Only the estimated amount is known. Hence, flat-lined the last paid rent till expiration.
(iii) Per Lease, Sales Tax % is not known, hence we have abstracted 7.5% until 5/31/2024 and Effective 6/1/2024, 3% as per web search
(iv) Tenant Address is not known, hence we have abstracted Premises Adress for the same.",0
74539,6565,"3tn00007",54302,"t0001284",1,"Activated",0,"Original Lease",0,"05-12   ",46788,120000,13,"2024-08-15 00:00:00","2025-08-31 00:00:00","05/19/2022 00:00:00","Second Amendment","Commencement Date: 09/01/2015 
Expiration Date: 08/31/2025",150
74540,6575,"3tn00012",54303,"t0001285",1,"Activated",0,"Original Lease",0,100     ,46789,105785,30,"2024-08-15 00:00:00","2027-01-31 00:00:00","11/24/2015 00:00:00","Original Lease","Commencement Date: 01/15/2016
Expiration Date: 01/31/2027

Log Notes:
1. Commencement Date is anticipated to be on or about 01/15/2016. However, we have abstracted the Commencement Date as 01/15/2016 with a note in log.
",150
74541,6581,"3fl00012",54305,"t0001286",1,"Activated",0,"Original Lease",0,400     ,46790,48055,58,"2024-08-15 00:00:00","2029-05-31 00:00:00","09/06/2016 00:00:00","First Amendment","Commencement Date: 12/01/2016
Expiration Date: 05/31/2029

Log Notes:
(i) Commencement Date is conditional. Per Lease, term to commence on the date that Landlord's Work is substantially completed, estimated to be 12/01/2016. Hence, assumed and abstracted estimated Commencement date as Lease Commencement Date and Rent Commencement Date.
(ii) Sales Tax percentage is not stated in the Lease. Based on the web search, the Sales Tax rate has stated as 6.5% (State Tax – 5.5% and County Tax – 1%) and effective 12/01/2023, 5.5% and effective 6/1/2024, 3%. Hence, we have abstracted the Sales Tax based on the web search accordingly.
(iii) Tenancy Gap exists for the period from 03/01/2024 to 05/31/2024. Hence we have flat lined the last known rent for the same.",150
74543,6567,"3tn00008",54308,"t0001289",2,"Superseded",0,"Original Lease",0,7       ,46791,9960,14,"2024-08-15 00:00:00","2025-09-30 00:00:00","01/17/2020 00:00:00","Second Amendment","Commencement Date: 09/01/1998
Expiration Date: 09/30/2025",150
74544,6588,"3fl00014",54309,"t0001290",1,"Activated",0,"Original Lease",0,200     ,46792,63165,32,"2024-08-15 00:00:00","2027-03-31 00:00:00","02/02/2022 00:00:00","Second Amendment","Commencement Date: 01/01/2017
Expiration Date: 03/31/2027",150
74565,6573,"3tn00011",54319,"t0001292",1,"Activated",0,"Original Lease",0,100     ,46817,102000,72,"2024-08-15 00:00:00","2030-07-31 00:00:00","08/01/2020 00:00:00","First Amendment","Commencement Date: 1/1/2010
Expiration Date: 7/31/2030",150
115680,902,"gasc6007",4318,"t0000562",1,"Activated",4,"Termination",1,,,37800,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115681,890,"tx4se001",4327,"t0000564",1,"Activated",4,"Termination",1,,,16899,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115682,1231,"tntri9  ",2240,"t0000468",1,"Activated",4,"Termination",1,,,16328,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115683,923,"tnwl5004",2260,"t0000476",1,"Activated",4,"Termination",1,,,38539,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115684,922,"tnwl4003",2261,"t0000477",1,"Activated",4,"Termination",1,,,19446,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115685,1228,"tntri4  ",2262,"t0000478",1,"Activated",4,"Termination",1,,,39375,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115686,929,"tnb10010",2263,"t0000479",1,"Activated",4,"Termination",1,,,75527,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115687,1459,"padun003",2287,"t0000480",1,"Activated",4,"Termination",1,,,39571,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115688,1375,"gadel034",1271,"t0000429",1,"Activated",4,"Termination",1,,,5651,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115689,1375,"gadel034",1273,"t0000430",1,"Activated",4,"Termination",1,,,5581,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115690,1375,"gadel034",1274,"t0000431",1,"Activated",4,"Termination",1,,,5581,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115691,1375,"gadel034",1397,"t0000456",1,"Activated",4,"Termination",1,,,5975,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115692,904,"gasto009",1402,"t0000461",1,"Activated",4,"Termination",1,,,5025,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115693,908,"gahaz013",1596,"t0000466",1,"Activated",4,"Termination",1,,,15000,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115694,1365,"gacom33 ",1232,"t0000419",1,"Activated",4,"Termination",1,,,40240,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115695,892,"txlan003",1245,"t0000420",1,"Activated",4,"Termination",1,,,52682,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115696,904,"gasto009",1257,"t0000422",1,"Activated",4,"Termination",1,,,5025,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115697,1375,"gadel034",1266,"t0000426",1,"Activated",4,"Termination",1,,,5651,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115698,1375,"gadel034",1267,"t0000427",1,"Activated",4,"Termination",1,,,11162,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115699,1375,"gadel034",1268,"t0000428",1,"Activated",4,"Termination",1,,,5509,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115700,890,"tx4se001",1158,"t0000379",1,"Activated",4,"Termination",1,,,10776,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115701,1357,"njwes103",1164,"t0000381",1,"Activated",4,"Termination",1,,,61000,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115702,1365,"gacom33 ",1222,"t0000412",1,"Activated",4,"Termination",1,,,18000,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115703,1365,"gacom33 ",1223,"t0000413",1,"Activated",4,"Termination",1,,,5740,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115704,1365,"gacom33 ",1226,"t0000415",1,"Activated",4,"Termination",1,,,10009,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115705,893,"txwin004",983,"t0000355",1,"Activated",4,"Termination",1,,,59600,0,"2020-12-31 00:00:00","2020-12-31 00:00:00",,,,0
115706,891,"txhou002",1002,"t0000361",1,"Activated",4,"Termination",1,,,105300,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115707,990,"gacom016",1009,"t0000363",1,"Activated",4,"Termination",1,,,56767,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115708,894,"txmil005",1059,"t0000365",1,"Activated",4,"Termination",1,,,23430,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115709,922,"tnwl4003",1082,"t0000370",1,"Activated",4,"Termination",1,,,20340,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115710,1356,"gawhe032",1135,"t0000372",1,"Activated",4,"Termination",1,,,40000,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115711,1344,"njrun190",809,"t0000290",1,"Activated",4,"Termination",1,,,15680,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115712,1344,"njrun190",810,"t0000291",1,"Activated",4,"Termination",1,,,12872,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115713,1346,"garon030",961,"t0000348",1,"Activated",4,"Termination",1,,,79124,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115714,924,"tnwl7005",962,"t0000349",1,"Activated",4,"Termination",1,,,14910,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115715,1347,"gaent031",963,"t0000350",1,"Activated",4,"Termination",1,,,50000,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115716,892,"txlan003",982,"t0000354",1,"Activated",4,"Termination",1,,,52682,0,"2021-03-31 00:00:00","2021-03-31 00:00:00",,,,0
115717,1340,"njrun160",796,"t0000277",1,"Activated",4,"Termination",1,,,10765,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115718,1341,"njrun165",798,"t0000279",1,"Activated",4,"Termination",1,,,17494,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115719,1341,"njrun165",799,"t0000280",1,"Activated",4,"Termination",1,,,17473,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115720,1343,"njrun175",806,"t0000287",1,"Activated",4,"Termination",1,,,7500,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115721,1344,"njrun190",807,"t0000288",1,"Activated",4,"Termination",1,,,16456,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
115722,1344,"njrun190",808,"t0000289",1,"Activated",4,"Termination",1,,,12813,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,,0
