Lease Code,Customer Code,Customer Name,Tenant Name,Property Code,Property Address,State,SLB Flag,Lease Status
"t0000650","c0000361    ","Impact Technologies, Inc","Impact Technologies, Inc","xtx3662m","3662-3670 Miller Park Drive","TX",,"Past"
"t0000878","c0000362    ","Imperial Auto LLC","Imperial Auto LLC","xpa3041m","3041 Marwin Road","PA",,"Past"
"t0000162","c0000363    ","Infinite Wireless","Infinite Wireless","gacn011 ","1417 Parker Rd SE","GA",,"Current"
"t0000966","c0000364    ","Inliner Solutions, LLC","Inliner Solutions","xga1585r","1585 Roadhaven Drive","GA",,"Current"
"t0000156","c0000365    ","Innovative Radiology LLC","Innovative Radiology LLC","gacn012 ","1390 Business Center Dr SW","GA",,"Current"
"t0000324","c0000366    ","Inpatient Physicians of The Mid-South, PLLC","Inpatient Physicians of The Mid-South, PLLC","tnpop107","6263 Poplar","TN",,"Current"
"t0000514","c0000367    ","Insight North America, Inc.","Insight North America, Inc.","xil1600 ","1600 Hunter Rd","IL",,"Current"
"t0000172","c0000368    ","Integrated Communication Networks, Inc.","Integrated Communication Networks, Inc.","gasc5006","5108 Minola Dr","GA",,"Current"
"t0000379","c0000369    ","IntegriCert, LLC","IntegriCert, LLC","tx4se001","6810-6838 Bourgeois Rd.","TX",,"Current"
"t0000572","c0000370    ","International Central Gospel Church","International Central Gospel Church","xga4225 ","4225 Phil Niekro Parkway","GA",,"Past"
"t0000803","c0000371    ","Intersol Industries, Inc.","Intersol Industries, Inc.","xil231ja","231 James Street ","IL",,"Past"
"t0000212","c0000372    ","Interwell US, LLC","Interwell US, LLC","tx4se001","6810-6838 Bourgeois Rd.","TX",,"Current"
"t0000787","c0000373    ","Inventory & Return Solutions, Inc.","Inventory & Return Solutions, Inc.","xil141be","141-145 Bernice","IL",,"Current"
"t0000839","c0000374    ","J & L Howard, LLC","J & L Howard, LLC","3md00001","9176 Red Branch Road","MD","Yes","Past"
"t0000628","c0000375    ","Jack Daniels Motors, Inc","Jack Daniels Motors, Inc","xnj19nev","19-05 Nevins Road","NJ",,"Current"
"t0000057","c0000376    ","Jackson Supply Company","Jackson Supply Company","tntri18 ","3983 Senator Street","TN",,"Current"
"t0000224","c0000377    ","Jacobs & Thompson LTD","Jacobs & Thompson LTD","gashi019","4080 Shirley Dr SW, ","GA","Yes","Current"
"t0000788","c0000378    ","Jade Carpentry Contractors, Inc.","Jade Carpentry Contractors, Inc.","xil141be","141-145 Bernice","IL",,"Current"
"t0000717","c0000379    ","Jaguar Power Sports, LLC","Jaguar Power Sports, LLC","xfl7720p","7720 Philips Highway","FL",,"Current"
"t0000203","c0000380    ","James E. Conley, Jr.","James E. Conley, Jr.","tnuni106","2670 Union Ave. Extended","TN",,"Current"
"t0000456","c0000381    ","Jamison Construction LLC","Jamison Construction LLC","gadel034"," 1935 Delk Industrial Boulevard ","GA",,"Current"
"t0000204","c0000382    ","Jana E. Grimmig","Jana E. Grimmig","tnuni106","2670 Union Ave. Extended","TN",,"Current"
"t0000566","c0000383    ","Jeon Fa Trading Inc","Jeon Fa Trading Inc","xga4225 ","4225 Phil Niekro Parkway","GA",,"Past"
"t0000206","c0000384    ","Jim Robbins & Associates, Inc.","Jim Robbins & Associates, Inc.","tnuni106","2670 Union Ave. Extended","TN",,"Current"
"t0000793","c0000385    ","JL Services Group, Inc.","JL Services Group, Inc.","xil201ja","201 James Street","IL",,"Current"
"t0000564","c0000386    ","JL Texas Pallets & Logistics, LLC","JL Texas Pallets & Logistics, LLC","tx4se001","6810-6838 Bourgeois Rd.","TX",,"Current"
"t0000319","c0000387    ","Joe S Levy M.D. P.C.","Joe S Levy M.D. P.C.","tnpop107","6263 Poplar","TN",,"Current"
"t0000326","c0000388    ","Joel Mosby","Joel Mosby","tnpop107","6263 Poplar","TN",,"Current"
"t0000915","c0000389    ","Joerns, LLC","Joerns, LLC","3il00002","150-152 Railroad Avenue","IL","Yes","Past"
"t0000861","c0000390    ","John Tile c/o Juan Trujillo","John Tile c/o Juan Trujillo","xga3651c","3651 Clearview Place","GA",,"Past"
"t0000876","c0000391    ","Johnson Commercial Properties LLC","Johnson Commercial Properties LLC","xga3651c","3651 Clearview Place","GA",,"Current"
"t0000898","c0000392    ","Johnson Window Films, Inc","Johnson Window Films, Inc","3tn00003","3276 Democrat Road","TN",,"Current"
"t0000877","c0000393    ","JT Thorpe & Sons, Inc.","JT Thorpe & Sons, Inc.","xnj6900r","6900 River Road","NJ",,"Past"
"t0000951","c0000394    ","K1 Speed, Inc.","K1 Racing","3fl00002","7970 Central Industrial Drive","FL",,"Current"
"t0000778","c0000395    ","KADDAK, LLC","KADDAK, LLC","xga4225 ","4225 Phil Niekro Parkway","GA",,"Current"
"t0000452","c0000396    ","Kaizen Martial Arts of NJ","Kaizen Martial Arts of NJ","xnj2036b","2036 Briggs Road","NJ",,"Current"
"t0000905","c0000397    ","Kanebridge Corporation","Kanebridge Corporation","3nj00002","153 Bauer Drive","NJ","Yes","Current"
"t0000207","c0000398    ","Karamu Nutrition Program, Inc.","Karamu Nutrition Program, Inc.","tnuni106","2670 Union Ave. Extended","TN",,"Current"
"t0000373","c0000399    ","KB Sports League","KB Sports League","gaga1104","852 Dailey Mill Rd.","GA",,"Past"
"t0000863","c0000400    ","KCI, Inc.","KCI, Inc.","xnj19ind","19 Industrial Avenue","NJ",,"Past"
"t0000475","c0000401    ","KDM Signs, Inc.","KDM Signs, Inc.","xohmost ","12080 Mosteller","OH",,"Past"
"t0000846","c0000402    ","Keller Warehousing & Co-Packaging, LLC","Keller Warehousing & Co-Packaging, LLC","xtx4666d","4666 Duncanville Road","TX","Yes","Current"
"t0000308","c0000403    ","Ken Edmundson LLC","Ken Edmundson LLC","tnpop107","6263 Poplar","TN",,"Current"
"t0000870","c0000404    ","KenCo Distributors, Inc.","KenCo Distributors, Inc.","3tn00001","3338 Democrat Road","TN",,"Current"
"t0000186","c0000405    ","Ketom Construction d/b/a Southern Press System","Ketom Construction d/b/a Southern Press System","gasto009","7217 Daniel Dr","GA",,"Current"
"t0000405","c0000406    ","Kilpatrick, Rea & Associates, PC","Kilpatrick, Rea & Associates, PC","gacre100","100 Crescent Center Pkwy","GA",,"Current"
"t0000573","c0000407    ","Kings Management Company","Kings Management Company","xnj420be","420 Benigno Boulevard","NJ",,"Current"
"t0000745","c0000408    ","Kirnland Food Distribution Inc","Kirnland Food Distribution Inc","xga130j ","130 James Aldredge Boulevard ","GA",,"Current"
"t0000518","c0000409    ","KKSP Precision Machining, LLC","KKSP Precision Machining, LLC","xil1688 ","1688 Glen Ellyn Rd","IL",,"Current"
"t0000638","c0000410    ","KPower Global Logistics, LLC","KPower Global Logistics, LLC","xtndelp1","4290 Delp Street","TN",,"Current"
"t0001277","c0000410    ","KPower Global Logistics, LLC","KPower Global Logistics, LLC","3tn00010","4105 S Mendenhall Road","TN",,"Current"
"t0000654","c0000411    ","KPS Global, LLC","KPS Global, LLC","xtx4201n","4201 North Beach Street ","TX",,"Past"
"t0000696","c0000411    ","KPS Global, LLC","KPS Global, LLC ","xtx4201n","4201 North Beach Street ","TX",,"Current"
"t0000619","c0000412    ","Kradle to Kindergarten, Inc.","Kradle to Kindergarten, Inc.","xnj95bau","95 Bauer Drive","NJ",,"Current"
"t0000345","c0000413    ","Kreative Displays LLC","Kreative Displays LLC","njrun150","150 E Ninth Avenue","NJ",,"Current"
"t0000773","c0000414    ","Kreg Therapeutics, Inc","KREG","xohcolu2","3045 – 3065 Switzer Avenue","OH",,"Current"
"t0000052","c0000415    ","Kroger Limited Partnership I","Kroger Limited Partnership I","tntrid8 ","4486-4524 Delp Street","TN",,"Current"
"t0000630","c0000416    ","Kyodo Shipping and Trading USA, Corp","Kyodo Shipping and Trading USA, Corp","xnj17pol","17-01 Pollitt Drive","NJ",,"Current"
"t0000067","c0000417    ","L&M Enterprises, Inc.","L&M Enterprises, Inc.","tntrid2 ","3901-3921 Delp Street","TN",,"Current"
"t0000715","c0000418    ","L&W Supply Corporation","L&W Supply Corporation","xnj400wa","400 Water Street","NJ",,"Current"
"t0000920","c0000419    ","Lains Way Volleyball Academy LLC","Lains Way Volleyball Academy LLC","3oh00001","2098 Integrity Drive N","OH",,"Past"
"t0000610","c0000420    ","Lake Cable LLC","Lake Cable LLC","xil529t ","529 Thomas Drive","IL",,"Current"
"t0000911","c0000421    ","Lake Park Logistics, LLC","Lake Park Logistics, LLC","3ga00002","801 Blacklawn Road SW","GA",,"Current"
"t0000226","c0000422    ","Lambert Chiropractic and Wellness Center-2879 Minola","Lambert Chiropractic and Wellness Center-2879 Minola","gasc4005","5036 Minola  Dr","GA",,"Current"
"t0000899","c0000423    ","Lanter Distributing, LLC","Lanter Distributing, LLC","3tn00003","3276 Democrat Road","TN",,"Current"
"t0000847","c0000424    ","LCR Embedded Systems, Inc.","LCR Embedded Systems, Inc.","3pa00001","9 S. Forrest Avenue","PA",,"Current"
"t0000938","c0000425    ","Leaf Home Enhancements, LLC","Leaf Home Enhancements, LLC","3il00001","410 Factory RD","IL",,"Current"
"t0000574","c0000426    ","Lechuga & Sosa Glass, LLC","Lechuga & Sosa Glass, LLC","txmil005","5101-5151 Milwee St.","TX",,"Current"
"t0000871","c0000427    ","Leflore Construction LLC","Leflore Construction LLC","3tn00001","3338 Democrat Road","TN",,"Past"
"t0000397","c0000428    ","Leppard Johnson & Associates","Leppard Johnson & Associates","gacre100","100 Crescent Center Pkwy","GA",,"Current"
"t0000283","c0000429    ","Liberty Dialysis Runnemede, LLC","Liberty Dialysis Runnemede, LLC","njrun170","170 E Ninth Avenue","NJ",,"Current"
"t0000387","c0000430    ","Lipshutz Greenblatt, LLC","Lipshutz Greenblatt, LLC","gacre100","100 Crescent Center Pkwy","GA",,"Current"
"t0000917","c0000431    ","Listener Brands, Inc.","Listener Brands, Inc. ","xil1000e","1000 East 87th Street","IL",,"Current"
"t0000115","c0000432    ","Littler Mendelson, P.C.","Littler Mendelson, P.C.","tncha104","3725 Champion Hills","TN",,"Current"
"t0000320","c0000433    ","Livestock Nutrition Center LLC","Livestock Nutrition Center LLC","tnpop107","6263 Poplar","TN",,"Current"
"t0000677","c0000434    ","Li-Way Transfer & Storage Inc","Li-Way Transfer & Storage Inc","xga5070 ","5070 Minola Drive","GA",,"Past"
"t0000673","c0000435    ","Loomis Armored US, LCC","Loomis Armored US, LCC","xohcolu4","1149 – 1161 Rarig Avenue","OH",,"Current"
"t0000356","c0000436    ","LOS, LLC","LOS, LLC","gasc4005","5036 Minola  Dr","GA",,"Current"
"t0000764","c0000437    ","Lou Wireless LLC","Lou Wireless LLC","njrun150","150 E Ninth Avenue","NJ",,"Current"
"t0000354","c0000438    ","LQC Operating, LLC","LQC Operating, LLC","txlan003","6410 Langfield  Bldg. X","TX",,"Past"
"t0000759","c0000439    ","LS Elite LLC","LS Elite LLC","xtx2655 ","2655 Freewood Drive","TX",,"Current"
"t0000961","c0000440    ","Lucky River Seafood LLC","Lucky River Seafood","xga4225 ","4225 Phil Niekro Parkway","GA",,"Current"
"t0000956","c0000441    ","Lukoil North America LLC","Lukoil North America LLC ","3nj00004","1253 Glen Avenue","NJ",,"Past"
"t0000880","c0000442    ","Luneau Technology USA Inc.","Luneau Technology USA Inc.","xil222ja","222 James Street","IL",,"Past"
"t0000069","c0000443    ","Luttrell Belting and Supply, Inc.","Luttrell Belting and Supply, Inc.","tnb09014","307-317 East Belz (9)","TN",,"Past"
"t0000801","c0000444    ","Lyon Cordage and Packaging, Inc.","Lyon Cordage and Packaging, Inc.","xil231ja","231 James Street ","IL",,"Past"
"t0000606","c0000445    ","Mach 7.4 Inc.","Ships-A-Lot","xtndelp1","4290 Delp Street","TN",,"Past"
"t0000080","c0000446    ","Maco Transportation, LLC","Maco Transportation, LLC","tndan007","761 Danny Thomas","TN",,"Past"
"t0000555","c0000447    ","MacSERV, LLC","MacSERV, LLC","xnj440be","440 Benigno Boulevard","NJ",,"Past"
"t0000674","c0000448    ","Mail Sort, LTD","Mail Sort, LTD","xohcolu3","3040 – 3050 E 14th Avenue","OH",,"Past"
"t0000697","c0000449    ","Man Sports LLC","Man Sports LLC ","xtx12150","12150 Shiloh Road ","TX",,"Current"
"t0000322","c0000450    ","Marble Skin Care LLC","Marble Skin Care LLC","tnpop107","6263 Poplar","TN",,"Current"
"t0000147","c0000451    ","Mard Cleaners, Inc.","Mard Cleaners, Inc.","tnorl102","1779-1789 Kirby","TN",,"Current"
"t0000887","c0000452    ","Maria Tokarev & Avtandil Gognadze"," Maria Tokarev & Avtandil Gognadze","xpa3041m","3041 Marwin Road","PA",,"Past"
"t0000813","c0000454    ","Material Handling Supply, Inc. (MHS Lift)","Masterbuild Construction, Inc.","xil240ja","240-252 James Street","IL",,"Current"
"t0000545","c0000454    ","Material Handling Supply, Inc. (MHS Lift)","Material Handling Supply, Inc. (MHS Lift)","xnj6965 ","6965 Airport Highway Lane","NJ","Yes","Current"
"t0000376","c0000455    ","Maurice Cafe","Maurice Cafe","gacre100","100 Crescent Center Pkwy","GA",,"Current"
"t0000011","c0000457    ","McKesson Medical-Surigcal INC","McKesson Medical-Surigcal INC","ohkem002","1310-1330 Kemper Meadow Drive","OH",,"Current"
"t0000372","c0000458    ","McKinley Packaging Company","McKinley Packaging Company","gawhe032","9120 Wheat Street","GA",,"Current"
"t0000323","c0000459    ","Mechanical Contractors Association of Memphis, Inc.","Mechanical Contractors Association of Memphis, Inc.","tnpop107","6263 Poplar","TN",,"Current"
"t0000872","c0000460    ","Mechanics Laundry Service, Incorporated","Mechanics Laundry Service, Incorporated","3tn00003","3276 Democrat Road","TN",,"Current"
"t0000605","c0000461    ","Medical Indicators","Medical Indicators","xnj14th ","14-16 Thomas J Rhodes Industrial Drive","NJ",,"Current"
"t0000349","c0000462    ","Melett North America, Inc.","Melett North America, Inc.","tnwl7005","5146 E Raines Rd","TN",,"Current"
"t0000948","c0000463    ","Melissa Cueller and Jeffrey Scott Crocoll, dba MT Training Center","Melissa Cueller and Jeffrey Scott Crocoll, dba MT Training Center","3tx00002","1801 South Great Southwest Parkway","TX","Yes","Current"
"t0000127","c0000464    ","Melvins Classic Ford Parts Inc.","Melvins Classic Ford Parts Inc.","gacn012 ","1390 Business Center Dr SW","GA",,"Current"
"t0000078","c0000465    ","Memphis Area Project-South","Memphis Area Project-South","tndan007","761 Danny Thomas","TN","Yes","Current"
"t0000873","c0000466    ","Memphis Publishing Company","Memphis Publishing Company","3tn00003","3276 Democrat Road","TN",,"Past"
"t0000800","c0000467    ","Menconi Terrazzo LLC","Menconi Terrazzo LLC","xil231ja","231 James Street ","IL",,"Past"
"t0000913","c0000468    ","Mercury Mechanical Service Corp.","Mercury Mechanical Service Corp.","3il00002","150-152 Railroad Avenue","IL","Yes","Current"
"t0000350","c0000469    ","Metal Pride Inc","Metal Pride Inc","gaent031","20 and 30 Enterprise Boulevard","GA","Yes","Current"
"t0000139","c0000470    ","Methodist Healthcare-Memphis Hospitals","Methodist Healthcare-Memphis Hospitals","tncha104","3725 Champion Hills","TN",,"Past"
"t0000427","c0000471    ","Metro Shutters & Blinds of USA LLC","Metro Shutters & Blinds of USA LLC","gadel034"," 1935 Delk Industrial Boulevard ","GA",,"Current"
"t0000154","c0000472    ","Michael and Mark Amagliani","Michael and Mark Amagliani","tnorl102","1779-1789 Kirby","TN",,"Current"
"t0000311","c0000473    ","Michael D. Fay","Michael D. Fay","tnpop107","6263 Poplar","TN",,"Current"
"t0001260","c0000474    ","Hub Truck Rental Corp.","Hub Truck Rental Corp.","3ny00002","120-200 Adams Blvd","NY",,"Current"
"t0000259","c0000475    ","Michael Warren","Michael Warren","tnuni106","2670 Union Ave. Extended","TN",,"Current"
"t0000480","c0000476    ","Michel's Bakery","Michel's Bakery","padun003","7746 Dungan Road","PA",,"Current"
"t0000941","c0000477    ","Mid Atlantic Roofing Supply Atlanta LLC","Mid Atlantic Roofing Supply Atlanta, LLC","xga800in","800-850 Industrial Park Drive","GA",,"Current"
"t0000049","c0000478    ","Mid-South Express Delivery, Inc.","Mid-South Express Delivery, Inc.","tnwl1002","5300 E Raines Rd","TN",,"Current"
"t0000608","c0000479    ","Mighty Cake Company LLC","Mighty Cake Company LLC","xil250n ","250 North Washtenaw Avenue","IL","Yes","Current"
"t0000955","c0000480    ","Mike Hammersmith General Contracting, Inc.","Mike Hammersmith General Contracting, Inc.","3ga00004","2005 Marietta Rd NW","GA","Yes","Past"
"t0000256","c0000481    ","Mike Sutherland - Serenity Landscape","Mike Sutherland - Serenity Landscape","gaga1104","852 Dailey Mill Rd.","GA",,"Current"
"t0000607","c0000482    ","MI-KRO Industries","MI-KRO Industries ","xnj14th ","14-16 Thomas J Rhodes Industrial Drive","NJ",,"Past"
"t0000957","c0000483    ","Milano Foods","Milano Foods","3nj00004","1253 Glen Avenue","NJ",,"Past"
"t0000151","c0000484    ","Milk Dessert Bar LLC","Milk Dessert Bar LLC","tnorl102","1779-1789 Kirby","TN",,"Current"
"t0000621","c0000485    ","Millburn Gymnastics, LLC","Millburn Gymnastics, LLC","xnj145al","145 Algonquin Parkway","NJ",,"Current"
"t0000216","c0000486    ","Miller Road Daycare, LLC","Miller Road Daycare, LLC","gasc3004","2958 Miller Rd","GA",,"Current"
"t0000126","c0000487    ","Miner, Ltd.","Miner, Ltd.","txmai006","11533 S. Main St","TX",,"Current"
"t0000780","c0000488    ","Minor Moving LLC","Minor Moving LLC","xtx467wa","4679 Walzem Road","TX",,"Current"
"t0000926","c0000489    ","MJH Interiors, Inc.","MJH Interiors, Inc.","xil1100h","1100 Howard Street","IL",,"Past"
"t0000779","c0000490    ","Modern Equipment Co.","Modern Equipment Co.","xnj2050h","20-50 Harkins Drive","NJ","Yes","Current"
"t0000556","c0000491    ","Momento","Momento","xnj440be","440 Benigno Boulevard","NJ",,"Current"
"t0000817","c0000492    ","Montes de Oca, Inc.","Montes de Oca, Inc.","xtx1721s","1721 Susan Drive","TX",,"Current"
"t0000874","c0000493    ","Motion Industries, Inc.","Motion Industries, Inc.","3tn00004","3272 Democrat Road","TN",,"Current"
"t0000593","c0000494    ","Motorvation LLC","Motorvation LLC","xga1157 ","1157 Battlecreek Road","GA","Yes","Current"
"t0000028","c0000495    ","MSI-Viking Gace LLC","MSI-Viking Gace LLC","ohfai003","7042-7068 Fairfield Business Center Dr","OH",,"Current"
"t0000171","c0000496    ","MTD USA, LLC","MTD USA, LLC","gasc1002","5101 Chatooga Dr","GA",,"Current"
"t0000797","c0000497    ","Mule Extracts LLC","Mule Extracts LLC","xnj14th ","14-16 Thomas J Rhodes Industrial Drive","NJ",,"Current"
"t0000542","c0000498    ","Myers Tire Supply Distribution, Inc.","Myers Tire Supply Distribution, Inc.","xga9330 ","9330 Industrial Trace","GA","Yes","Current"
"t0000506","c0000499    ","Nash Productions","Nash Productions","gasna025","5205 Snapfinger Woods Dr","GA",,"Current"
"t0000875","c0000500    ","National Auto Parts Warehouse, LLC","National Auto Parts Warehouse, LLC","3tn00001","3338 Democrat Road","TN",,"Past"
"t0000812","c0000501    ","National Corporate Housing, Inc.","National Corporate Housing, Inc.","xil240ja","240-252 James Street","IL",,"Past"
"t0000363","c0000502    ","National Fleet Repair Solutions LLC","National Fleet Repair Solutions LLC","gacom016","4570 Commerce Circle SW","GA",,"Current"
"t0000079","c0000503    ","National Oak Distributors, Inc.","National Oak Distributors, Inc.","tndan007","761 Danny Thomas","TN",,"Current"
"t0000355","c0000504    ","National Oilwell Varco, LP","National Oilwell Varco, LP","txwin004","11300 Windfern Rd","TX",,"Past"
"t0000507","c0000505    ","Navistar, Inc","Navistar, Inc","xpastate","8800-8826 state road","PA",,"Current"
"t0000537","c0000506    ","Nazdar Company","Nazdar Company","xnjcentr","7055 Central highway","NJ","Yes","Past"
"t0000435","c0000507    ","NBF Distributions, Inc","NBF Distributions, Inc","xtxball ","9615 Ball Street","TX",,"Past"
"t0000260","c0000508    ","NCS Pearson, Inc.","NCS Pearson, Inc.","tnuni106","2670 Union Ave. Extended","TN",,"Current"
"t0000626","c0000509    ","ND Industries, Inc","ND Industries, Inc","xnj128ba","128 Bauer Drive","NJ",,"Past"
"t0000287","c0000510    ","Nelbud, Inc.","Nelbud, Inc.","njrun175","175 E Ninth Avenue","NJ",,"Current"
"t0000562","c0000511    ","New South Construction Supply LLC","New South Construction Supply LLC","gasc6007","5220 Minola Dr","GA",,"Current"
"t0000844","c0000512    ","NexGen Communications","NexGen Communications","xnj70cat","70 Cathy Lane","NJ",,"Past"
"t0000328","c0000513    ","NGB Investments LLC","NGB Investments LLC","tnpop107","6263 Poplar","TN",,"Current"
"t0000353","c0000514    ","Nike TN, Inc.","Nike TN, Inc.","nikedeal","165 Wingo Road i","MS",,"Current"
"t0000565","c0000515    ","North American Corp. of Illinois","North American Corp. of Illinois","xilmount","3325 Mount Prospect Road","IL",,"Past"
"t0000584","c0000516    ","North Metro Trucking","North Metro Trucking","xgadors ","2009 Dorsey Road","GA",,"Current"
"t0000076","c0000517    ","Northern Safety Co, Inc.","Northern Safety Co, Inc.","tndan007","761 Danny Thomas","TN",,"Current"
"t0000986","c0000518    ","Northstar Trading LLC","Northstar Trading","3il00004","3380 Grand Ave","IL",,"Current"
"t0000592","c0000519    ","NSX LLC","NSX LLC","gamon027","1800 Montreal Circle","GA",,"Current"
"t0000799","c0000520    ","Oak Drywall Co., Inc.","Oak Drywall Co., Inc.","xil231ja","231 James Street ","IL",,"Past"
"t0000520","c0000521    ","Oakley Industrial Machinery, Inc.","Oakley Industrial Machinery, Inc. ","xil1601 ","1601 Lunt Ave","IL",,"Current"
"t0000850","c0000522    ","OEM Accessories  Incorporated","OEM Accessories  Incorporated","xnj19ind","19 Industrial Avenue","NJ",,"Current"
"t0000398","c0000523    ","OHDECA OPCO I LLC","OHDECA OPCO I LLC","ohfai003","7042-7068 Fairfield Business Center Dr","OH",,"Current"
"t0000930","c0000524    ","Ohio Department of Administrative Services","Ohio Department of Administrative Services","3oh00001","2098 Integrity Drive N","OH",,"Current"
"t0000934","c0000525    ","Ohio Department of Job and Family Services","Ohio Department of Job and Family Services","3oh00001","2098 Integrity Drive N","OH",,"Current"
"t0000409","c0000526    ","One Ring Networks, Inc","One Ring Networks, Inc","gacre100","100 Crescent Center Pkwy","GA",,"Current"
"t0000477","c0000527    ","Only One Service LLC","Only One Service LLC","tnwl4003","4002 Willow Lake Blvd","TN",,"Current"
"t0000680","c0000528    ","Organic Remedies LLC","Organic Remedies LLC","gaga1104","852 Dailey Mill Rd.","GA",,"Current"
"t0000918","c0000529    ","Ortega Industries and Manufacturing, Corp.","Ortega Industries and Manufacturing, Corp.","3fl00004","13281 NW 43rd Ave","FL","Yes","Current"
"t0000940","c0000530    ","Outdoor Cap Cp., Inc.","Outdoor Cap Cp., Inc.","3tx00001","12621-12623 International Pkwy","TX","Yes","Current"
"t0000891","c0000531    ","Overhead Door Corporation","Overhead Door Corporation","3tn00001","3338 Democrat Road","TN",,"Current"
"t0000845","c0000531    ","Overhead Door Corporation","Door Services Corporation","xnj70cat","70 Cathy Lane","NJ",,"Current"
"t0000857","c0000532    ","P.T. International LLC","P.T. International LLC","xoh154co","154 Commerce Drive","OH","Yes","Current"
"t0000924","c0000533    ","Pacesetter Steel Service, Inc.","Pacesetter Steel Service, Inc.","3ga00003","1100 Shallowford Road","GA","Yes","Current"
"t0000928","c0000534    ","Packard Forest Products","Packard Forest Products","3oh00001","2098 Integrity Drive N","OH",,"Current"
"t0000678","c0000535    ","PackSmart Inc.","PackSmart Inc. ","xil1000a","1000 Atlantic Drive","IL",,"Current"
"t0000769","c0000536    ","Panelmatic Texas Inc","Panelmatic Texas Inc","txmil005","5101-5151 Milwee St.","TX",,"Current"
"t0000616","c0000537    ","Panther Technologies, Inc.","Panther Technologies, Inc.","xnj220r ","220 Route 70","NJ",,"Past"
"t0000391","c0000538    ","Paramedics Logistics Operating Co, LLC","Paramedics Logistics Operating Co, LLC","gacre100","100 Crescent Center Pkwy","GA",,"Current"
"t0000314","c0000539    ","Parker Harness and Dottie Harness","Parker Harness and Dottie Harness","tnpop107","6263 Poplar","TN",,"Current"
"t0000241","c0000540    ","Pasia Towing LLC","Pasia Towing LLC","gamou028","850 Mountain Industrial Drive","GA",,"Current"
"t0000034","c0000541    ","Patient Transport Services, Inc","Patient Transport Services, Inc","ohwar004","420 Wards Corner Rd","OH",,"Past"
"t0000247","c0000542    ","Peach State Portable Storage LLC","Peach State Portable Storage LLC","gavet029","281 Veterans Memorial Hwy SE","GA",,"Current"
"t0000279","c0000543    ","Peirce Phelps LLC.","Peirce Phelps LLC.","njrun165","165 E Ninth Avenue","NJ",,"Current"
"t0000683","c0000544    ","Pelton Shepherd Industries Inc","Pelton Shepherd Industries Inc","xga4600f","4600 & 4630 Frederick Drive ","GA",,"Current"
"t0000892","c0000545    ","Penco Products, Inc.","Penco Products, Inc.","3tn00001","3338 Democrat Road","TN",,"Current"
"t0000535","c0000546    ","Penn Detroit Diesel Allison, LLC (NES)","Northeast-Western Energy Systems USA LLC","xpa1peae","1 Pearl Buck Court","PA",,"Current"
"t0000104","c0000547    ","Pep Boys","Pep Boys","njleo19 ","858 North Lenola Road","NJ",,"Current"
"t0000498","c0000548    ","Peter Gaietto & Associates","Peter Gaietto & Associates","xohmost ","12080 Mosteller","OH",,"Past"
"t0000492","c0000549    ","Philadelphia Hardware Group, Inc.","Philadelphia Hardware Group, Inc. ","xnjmway3","3 Mary Way","NJ",,"Past"
"t0000805","c0000549    ","Philadelphia Hardware Group, Inc.","Philadelphia Hardware Group of Philadelphia, Inc.","xnjmway7","7 Mary Way","NJ",,"Current"
"t0000840","c0000550    ","Philip Franklin Heiliger & Nany Patricia Heiliger","Philip Franklin Heiliger & Nany Patricia Heiliger","3md00001","9176 Red Branch Road","MD","Yes","Current"
"t0000214","c0000551    ","Phoenix Pump, Inc","Phoenix Pump, Inc","tx4se001","6810-6838 Bourgeois Rd.","TX",,"Current"
"t0000390","c0000552    ","Piedmont Law Group of Garcia & Benkert","Piedmont Law Group of Garcia & Benkert","gacre100","100 Crescent Center Pkwy","GA",,"Current"
"t0000087","c0000553    ","Planned Furniture Promotions Inc.","Planned Furniture Promotions Inc.","tnwl1002","5300 E Raines Rd","TN",,"Past"
"t0000433","c0000554    ","Plastic Recycling Technology Inc","Plastic Recycling Technology Inc","gaeas037","5682 E Ponce de Leon Avenue","GA","Yes","Current"
"t0000030","c0000555    ","Platinum Restoration Inc","Platinum Restoration Inc","ohfai003","7042-7068 Fairfield Business Center Dr","OH",,"Current"
"t0000615","c0000556    ","Poly Gel,LLC","Poly Gel,LLC","xnj30les","30 Leslie Court","NJ",,"Past"
"t0000664","c0000557    ","Polytechnic Industries, Inc","PolyTech Defense Spares, LLC","xnj14rol","14 Roland Avenue","NJ","Yes","Current"
"t0000501","c0000558    ","Postal Service","Postal Service","xgamc200","4200 McEver Industrial Drive ","GA",,"Current"
"t0000620","c0000559    ","Power Dynamics, Inc","Power Dynamics, Inc","xnj145al","145 Algonquin Parkway","NJ",,"Past"
"t0000393","c0000560    ","Power Home Solar LLC","Power Home Solar LLC","ohkem002","1310-1330 Kemper Meadow Drive","OH",,"Current"
"t0000361","c0000561    ","Power Manufacturing, LLC","Power Manufacturing, LLC","txhou002","10111 Houston Oaks","TX","Yes","Current"
"t0000462","c0000562    ","Premier Packaging, Inc.","Premier Packaging, Inc.","xtndelp1","4290 Delp Street","TN",,"Past"
"t0000557","c0000563    ","Premium Information Technology","Premium Information Technology","xnj440be","440 Benigno Boulevard","NJ",,"Past"
"t0000263","c0000564    ","Primary Care Link LLC","Primary Care Link LLC","tnuni106","2670 Union Ave. Extended","TN",,"Current"
