Property HMY,Property Code,Property Address,Property State,Market,Fund,Legal Entity,ACQ Status,Asset Manager,Lease Code,Tenant Name,Lease Status,Amendment Type,Amendment Status,Amendment Sequence,unit_scodes_concatenated,Contract Area,Term,Start Date,End Date,Sign Date,Description,Tenant Status,Tenant HMY
3546,"xil240ja","240-252 James Street","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Sold                                                                            ","Alec Chialdikas                                                                 ","t0000813","Masterbuild Construction, Inc.","Past","Termination","Activated",1,250     ,3500,0,"2023-12-19 00:00:00","2023-12-19 00:00:00",,,1,13457
3633,"3md00001","9176 Red Branch Road","MD","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-MD1 LLC                                                                ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0000834","Casey's Coffee, Inc.","Current","Renewal","Activated",2,"T       ",3412,55,"2024-09-01 00:00:00","2029-03-31 00:00:00","08/05/2024 00:00:00","FP Lease",0,14550
3633,"3md00001","9176 Red Branch Road","MD","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-MD1 LLC                                                                ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0000834","Casey's Coffee, Inc.","Current","Original Lease","Superseded",0,"T       ",3408,27,"2022-06-03 00:00:00","2024-08-31 00:00:00","07/28/2020 00:00:00","Third Amendment",0,14550
3630,"3pa00001","9 S. Forrest Avenue","PA","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-PA1 LLC                                                                ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000847","LCR Embedded Systems, Inc.","Current","Original Lease","Superseded",0,100     ,29620,19,"2022-06-24 00:00:00","2023-12-31 00:00:00","12/01/2021 00:00:00","Original Lease",0,14882
3630,"3pa00001","9 S. Forrest Avenue","PA","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-PA1 LLC                                                                ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000847","LCR Embedded Systems, Inc.","Current","Renewal","Activated",3,100     ,29620,5,"2025-01-01 00:00:00","2025-05-31 00:00:00","10/15/2024 00:00:00","Second Amendment",0,14882
3630,"3pa00001","9 S. Forrest Avenue","PA","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-PA1 LLC                                                                ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000847","LCR Embedded Systems, Inc.","Current","Renewal","Superseded",1,100     ,29620,12,"2024-01-01 00:00:00","2024-12-31 00:00:00","05/26/2023 00:00:00","First Amendment",0,14882
3630,"3pa00001","9 S. Forrest Avenue","PA","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-PA1 LLC                                                                ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000848","911 Safety Equipment LLC","Current","Original Lease","Superseded",0,200     ,13600,72,"2017-12-01 00:00:00","2023-11-30 00:00:00","09/06/2017 00:00:00","Original Lease",0,14883
3630,"3pa00001","9 S. Forrest Avenue","PA","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-PA1 LLC                                                                ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000848","911 Safety Equipment LLC","Current","Renewal","Activated",2,200     ,13939,36,"2023-12-01 00:00:00","2026-11-30 00:00:00","11/15/2023 00:00:00","FP Lease Renewal",0,14883
3630,"3pa00001","9 S. Forrest Avenue","PA","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-PA1 LLC                                                                ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000849","Specialized Medical Response Team","Past","Termination","Activated",2,300     ,6380,0,"2024-08-31 00:00:00","2024-08-31 00:00:00",,"Lease End",1,14884
3630,"3pa00001","9 S. Forrest Avenue","PA","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-PA1 LLC                                                                ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000849","Specialized Medical Response Team","Past","Original Lease","Superseded",0,300     ,6380,36,"2021-07-01 00:00:00","2024-06-30 00:00:00","07/01/2021 00:00:00","Original Lease",1,14884
3630,"3pa00001","9 S. Forrest Avenue","PA","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-PA1 LLC                                                                ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000849","Specialized Medical Response Team","Past","Renewal","Superseded",1,300     ,6380,2,"2024-07-01 00:00:00","2024-08-31 00:00:00","06/24/2024 00:00:00","Renewal",1,14884
3634,"3ga00001","2160 Hills Avenue Northwest","GA","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-GA1 LLC                                                                ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000854","Axess Barlas Investment, LLC, Burak Ozbarlas, and Berk Ozbarlas","Past","Original Lease","Superseded",0,"B       ",13950,5,"2022-06-15 00:00:00","2022-10-31 00:00:00","07/05/2022 00:00:00","First Amendment",1,15519
5788,"3oh00004","4000-4024 Precision Dr ","OH","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-OH1 LLC                                                                ","Acquired                                                                        ","Madison Austin                                                                  ","t0001145","Bestnest Inc.","Current","Original Lease","Superseded",0,"100     , 200     , 300     ",206000,121,"2023-10-31 00:00:00","2033-10-31 00:00:00","10/12/2023 00:00:00","Original Lease",0,41967
6094,"3fl00011","2479 Eunice Ave","FL","Florida                                                                         ","FUND 3 (FRG XI)                                                                 ","FIVF-III-FL2 LLC                                                                ","Acquired                                                                        ","Gabriel Kisber                                                                  ","t0001172","Christie Lites Orlando, LLC","Current","Original Lease","Activated",0,100     ,121440,85,"2023-12-21 00:00:00","2030-12-31 00:00:00","12/21/2023 00:00:00","Original Lease",0,45811
1878,"xnj125al","125 Algonquin Parkway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Anna Mo                                                                         ","t0001173","Krowne Metal Coporation","Current","Original Lease","Activated",1,02      ,50000,61,"2024-04-01 00:00:00","2029-04-30 00:00:00","02/13/2024 00:00:00","Original Lease",0,45817
6163,"3tx00015","1800-20 N Glenville Drive","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0001214","Rahima, LLC","Current","Original Lease","Activated",0,100     ,11642,35,"2024-04-04 00:00:00","2027-02-28 00:00:00","09/13/2021 00:00:00","Original Lease",0,51912
6163,"3tx00015","1800-20 N Glenville Drive","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0001215","L2P Solutions","Current","Original Lease","Activated",0,"116A    , 120     , 122A    ",9884,40,"2024-04-04 00:00:00","2027-07-31 00:00:00","05/12/2020 00:00:00","Second Amendment",0,51913
6214,"3nj00020","200-204 Evans Way","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ2 LLC                                                                ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0001227","Zeus Scientific, Inc.","Current","Original Lease","Superseded",0,"A       ",32400,5,"2024-06-20 00:00:00","2024-10-31 00:00:00","10/24/2019 00:00:00","Original Lease",0,51945
6214,"3nj00020","200-204 Evans Way","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ2 LLC                                                                ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0001227","Zeus Scientific, Inc.","Current","Renewal","Activated",3,"A       ",32264,60,"2024-11-01 00:00:00","2029-10-31 00:00:00","12/09/2024 00:00:00","FP Lease Renewal",0,51945
6214,"3nj00020","200-204 Evans Way","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ2 LLC                                                                ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0001227","Zeus Scientific, Inc.","Current","Holdover","Superseded",1,"A       ",32400,0,"2024-11-01 00:00:00","2024-10-31 00:00:00",,"HoldOver",0,51945
6272,"3ga00007","4025 Steve Reynolds Blvd","GA","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-GA5 LP                                                                 ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0001251","Delta Landscape Supply of Georgia, Inc.","Current","Original Lease","Activated",0,106     ,12894,12,"2024-06-28 00:00:00","2025-05-31 00:00:00","02/18/2020 00:00:00","First Amendment",0,52101
6272,"3ga00007","4025 Steve Reynolds Blvd","GA","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-GA5 LP                                                                 ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0001251","Delta Landscape Supply of Georgia, Inc.","Current","Renewal","Activated",2,106     ,12894,60,"2025-06-01 00:00:00","2030-05-31 00:00:00","11/06/2024 00:00:00","Second Amendment",0,52101
3643,"3tn00001","3338 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000901","Vigomex Foods Wholesale Inc.","Past","Termination","Activated",2,9       ,12000,0,"2024-02-29 00:00:00","2024-02-29 00:00:00",,"Lease End",1,17635
3643,"3tn00001","3338 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000902","Vortex Aviation, LLC","Current","Original Lease","Activated",0,5       ,6000,60,"2021-12-01 00:00:00","2026-11-30 00:00:00","11/15/2021 00:00:00","Original Lease",0,17636
3737,"3oh00001","2098 Integrity Drive N","OH","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-OH1 LLC                                                                ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000903","RoyalUSA Distribution Inc.","Past","Original Lease","Superseded",0,2066    ,8000,37,"2020-02-01 00:00:00","2023-02-28 00:00:00","01/29/2020 00:00:00","Original Lease",1,17639
3737,"3oh00001","2098 Integrity Drive N","OH","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-OH1 LLC                                                                ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000903","RoyalUSA Distribution Inc.","Past","Termination","Activated",1,2066    ,8000,0,"2022-12-31 00:00:00","2022-12-31 00:00:00",,"Termination Agreement",1,17639
3740,"3nj00003","26 Hanes Drive","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ2 LLC                                                                ","Acquired                                                                        ","Anna Mo                                                                         ","t0000908","Z.One Concept USA","Current","Renewal","Activated",2,"100     , 200     ",41000,87,"2024-09-06 00:00:00","2031-11-30 00:00:00","06/17/2024 00:00:00","FP Lease",0,17727
3740,"3nj00003","26 Hanes Drive","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ2 LLC                                                                ","Acquired                                                                        ","Anna Mo                                                                         ","t0000908","Z.One Concept USA","Current","Original Lease","Superseded",0,"100     , 200     ",20500,87,"2019-09-01 00:00:00","2026-11-30 00:00:00","03/11/2019 00:00:00","Original Lease",0,17727
3735,"3ga00002","801 Blacklawn Road SW","GA","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-GA1 LLC                                                                ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000911","Lake Park Logistics, LLC","Current","Original Lease","Activated",0,1       ,19660,35,"2022-07-28 00:00:00","2025-05-31 00:00:00","04/01/2022 00:00:00","Original Leases",0,17743
3735,"3ga00002","801 Blacklawn Road SW","GA","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-GA1 LLC                                                                ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000912","Teijin Aramid USA, Inc.","Current","Original Lease","Superseded",0,"F       , N       ",53497,6,"2022-07-28 00:00:00","2022-12-31 00:00:00","04/24/2017 00:00:00","Third Amendment",0,17744
3735,"3ga00002","801 Blacklawn Road SW","GA","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-GA1 LLC                                                                ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000912","Teijin Aramid USA, Inc.","Current","Renewal","Activated",1,"F       , N       ",53497,84,"2023-01-01 00:00:00","2029-12-31 00:00:00",,"Fourth Amendment",0,17744
3795,"xnj1980o","1980 Old Cuthbert Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0000923","Ribbons Express, Inc.","Past","Termination","Activated",1,1980    ,14000,0,"2024-12-31 00:00:00","2024-12-31 00:00:00","11/25/2024 00:00:00","Early Termination",1,17858
6569,"3tn00009","5445 E. Raines Rd","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Sold                                                                            ","Karlie Calhoun                                                                  ","t0001279","Bay Insulation of Tennessee Inc.","Past","Termination","Activated",1,"1A      ",26500,0,"2024-12-26 00:00:00","2024-12-26 00:00:00",,,1,54251
6569,"3tn00009","5445 E. Raines Rd","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Sold                                                                            ","Karlie Calhoun                                                                  ","t0001279","Bay Insulation of Tennessee Inc.","Past","Original Lease","Superseded",0,"1A      ",26500,17,"2024-08-15 00:00:00","2025-12-31 00:00:00","10/28/2022 00:00:00","2nd Amendment",1,54251
6579,"3tn00014","3755 Knight Arnold Road","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0001281","Aluma-Form, Inc.","Current","Original Lease","Activated",0,100     ,211650,17,"2024-08-15 00:00:00","2025-12-31 00:00:00","06/03/2020 00:00:00","Original Lease",0,54291
6581,"3fl00012","2550 Cabot Commerce Dr","FL","Florida                                                                         ","FUND 3 (FRG XI)                                                                 ","FIVF-III-FL5 LP                                                                 ","Acquired                                                                        ","Gabriel Kisber                                                                  ","t0001286","Caribbean Shipping Services, Inc.","Current","Original Lease","Activated",0,400     ,48055,58,"2024-08-15 00:00:00","2029-05-31 00:00:00","09/06/2016 00:00:00","First Amendment",0,54305
6567,"3tn00008","5425 E. Raines Rd","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Sold                                                                            ","Karlie Calhoun                                                                  ","t0001289","Level 3 Telecom of Tennessee, LLC","Past","Original Lease","Superseded",0,7       ,9960,14,"2024-08-15 00:00:00","2025-09-30 00:00:00","01/17/2020 00:00:00","Second Amendment",1,54308
6567,"3tn00008","5425 E. Raines Rd","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Sold                                                                            ","Karlie Calhoun                                                                  ","t0001289","Level 3 Telecom of Tennessee, LLC","Past","Termination","Activated",1,7       ,9960,0,"2024-12-26 00:00:00","2024-12-26 00:00:00",,,1,54308
6588,"3fl00014","11084 Cabot Commerce Circle","FL","Florida                                                                         ","FUND 3 (FRG XI)                                                                 ","FIVF-III-FL5 LP                                                                 ","Acquired                                                                        ","Gabriel Kisber                                                                  ","t0001290","Amazon.com Services LLC","Current","Original Lease","Activated",0,200     ,63165,32,"2024-08-15 00:00:00","2027-03-31 00:00:00","02/02/2022 00:00:00","Second Amendment",0,54309
6594,"3tn00016","4133-4175 Senator St","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0001294","William R. Eubanks Interior Design, Inc.","Current","Original Lease","Activated",0,"3-4     ",6110,35,"2024-08-15 00:00:00","2027-06-30 00:00:00","06/25/2024 00:00:00","1st Amendment",0,54350
6594,"3tn00016","4133-4175 Senator St","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0001296","All-N-Express, LLC","Current","Original Lease","Activated",0,11      ,3450,10,"2024-08-15 00:00:00","2025-05-31 00:00:00","03/05/2019 00:00:00","1st Amendment",0,54352
6607,"3il00008","1060 N Garfield","IL","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-IL5 LP                                                                 ","Acquired                                                                        ","Madison Austin                                                                  ","t0001325","Diagnostic Support Services, Inc.","Current","Original Lease","Activated",0,1060    ,9450,16,"2024-09-06 00:00:00","2025-12-31 00:00:00","05/20/2024 00:00:00","Original Lease",0,56142
3795,"xnj1980o","1980 Old Cuthbert Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0000923","Ribbons Express, Inc.","Past","Original Lease","Superseded",0,1980    ,14000,36,"2022-08-05 00:00:00","2025-07-31 00:00:00","08/04/2022 00:00:00","Original Lease",1,17858
1788,"xnj10tw ","10 Twosome Drive","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-AP-NJ LP                                                                  ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000927","Del Val Ingredients","Current","Original Lease","Activated",0,10      ,45375,84,"2022-09-01 00:00:00","2029-08-31 00:00:00","07/08/2022 00:00:00","Original Lease",0,18052
3836,"3tx00002","1801 South Great Southwest Parkway","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX1 LLC                                                                ","Acquired                                                                        ","Alex Hugo                                                                       ","t0000944","Avan Material, Inc.","Past","Original Lease","Superseded",0,"300     , 500     ",60075,13,"2022-08-23 00:00:00","2023-08-31 00:00:00",,"Original Lease",1,19625
3836,"3tx00002","1801 South Great Southwest Parkway","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX1 LLC                                                                ","Acquired                                                                        ","Alex Hugo                                                                       ","t0000944","Avan Material, Inc.","Past","Holdover","Superseded",1,"300     , 500     ",60075,0,"2023-09-01 00:00:00",,,"HoldOver",1,19625
3836,"3tx00002","1801 South Great Southwest Parkway","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX1 LLC                                                                ","Acquired                                                                        ","Alex Hugo                                                                       ","t0000944","Avan Material, Inc.","Past","Termination","Activated",2,"300     , 500     ",60075,0,"2024-01-31 00:00:00","2024-01-31 00:00:00",,"Lease End",1,19625
3670,"xga1585r","1585 Roadhaven Drive","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000966","Inliner Solutions","Current","Original Lease","Activated",0,"A       ",48000,124,"2022-12-01 00:00:00","2033-03-31 00:00:00","10/25/2022 00:00:00","Original Lease",0,22477
4176,"3tx00009","631 S Royal Lane","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000972","The CMI Group, Inc.","Past","Original Lease","Superseded",0,100     ,40000,93,"2018-09-07 00:00:00","2026-05-31 00:00:00","05/04/2018 00:00:00","Original Lease",1,23323
4176,"3tx00009","631 S Royal Lane","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX2 LLC                                                                ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000972","The CMI Group, Inc.","Past","Termination","Activated",1,100     ,40000,0,"2025-01-30 00:00:00","2025-01-30 00:00:00",,,1,23323
4079,"3md00003","8361 Town Center Court","MD","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-MD1 LLC                                                                ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0000985","JES Groundworks","Current","Original Lease","Activated",0,100     ,30333,62,"2022-12-01 00:00:00","2028-01-31 00:00:00","11/23/2022 00:00:00","Original Lease",0,24625
1882,"xnj128ba","128 Bauer Drive","NJ","Northeast                                                                       ","FRG X                                                                           ","KUSH-KUSH LP                                                                    ","Acquired                                                                        ","Anna Mo                                                                         ","t0000991","Merritt","Current","Original Lease","Activated",0,04      ,10699,61,"2023-01-01 00:00:00","2028-01-31 00:00:00","12/22/2022 00:00:00","Original Lease",0,27032
6612,"inj001  ","100 Lehigh Drive","NJ","Northeast                                                                       ","ISLB                                                                            ","Faropoint Industrial SLB Club-NJ1, LLC                                          ","Acquired                                                                        ","Anna Mo                                                                         ","t0001328","Windmill Health Products, LLC","Current","Original Lease","Activated",0,100     ,34973,96,"2024-09-03 00:00:00","2032-09-02 00:00:00","09/03/2024 00:00:00","Original Lease",0,56165
6662,"3ga00011","1400 Beaver Ruin Rd","GA","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ",,"Acquired                                                                        ","Rebekah Snider                                                                  ","t0001350","SRS Distribution, Inc.","Current","Original Lease","Activated",0,100     ,73000,7,"2024-10-16 00:00:00","2025-04-30 00:00:00","09/29/2017 00:00:00","First Amendment",0,57764
6662,"3ga00011","1400 Beaver Ruin Rd","GA","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ",,"Acquired                                                                        ","Rebekah Snider                                                                  ","t0001350","SRS Distribution, Inc.","Current","Renewal","Activated",2,100     ,73000,60,"2025-05-01 00:00:00","2030-04-30 00:00:00","02/21/2025 00:00:00","Second Amendment",0,57764
5086,"3tx00010","1501 Kings Road ","TX","Texas                                                                           ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TX1 LLC                                                                ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0001352","Beard Integrated Systems, Inc.","Current","Original Lease","Activated",1,1501    ,154923,122,"2025-03-01 00:00:00","2035-04-30 00:00:00","12/30/2024 00:00:00","Orignal Lease",0,58464
4077,"3nj00004","1253 Glen Avenue","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ1 LLC                                                                ","Acquired                                                                        ","James Calamia                                                                   ","t0001355","React Restoration LLC","Current","Original Lease","Activated",1,1253    ,31994,77,"2024-12-01 00:00:00","2031-04-30 00:00:00","11/30/2024 00:00:00","Final Lease Agreement",0,58498
7014,"3il00010","3605 Swenson Ave","IL","Mid-South                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-IL6 LP                                                                 ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0001374","Hazloc Industries LLC","Current","Original Lease","Activated",0,100     ,28800,10,"2024-11-19 00:00:00","2025-08-31 00:00:00","09/30/2019 00:00:00","First Amendment",0,62878
7014,"3il00010","3605 Swenson Ave","IL","Mid-South                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-IL6 LP                                                                 ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0001377","Lighting Innovations, Inc.","Current","Original Lease","Activated",0,3609    ,56960,10,"2024-11-19 00:00:00","2025-08-31 00:00:00","08/28/2019 00:00:00","Second Amendment ",0,62881
7014,"3il00010","3605 Swenson Ave","IL","Mid-South                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-IL6 LP                                                                 ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0001377","Lighting Innovations, Inc.","Current","Renewal","Activated",1,3609    ,85760,60,"2025-09-01 00:00:00","2030-08-31 00:00:00","11/19/2024 00:00:00","Third Amendment",0,62881
7022,"xfl6704n","6704 N 54th St","FL","Florida                                                                         ","FRG X                                                                           ","FRG-X-FL2 LP                                                                    ","Acquired                                                                        ","Gabriel Kisber                                                                  ","t0001381","Don’s Automotive Supply LLC","Past","Original Lease","Superseded",0,6706    ,20700,55,"2024-11-22 00:00:00","2029-05-31 00:00:00","05/24/2021 00:00:00","First Amendment",1,62962
7022,"xfl6704n","6704 N 54th St","FL","Florida                                                                         ","FRG X                                                                           ","FRG-X-FL2 LP                                                                    ","Acquired                                                                        ","Gabriel Kisber                                                                  ","t0001381","Don’s Automotive Supply LLC","Past","Termination","Activated",1,6706    ,20700,0,"2025-02-19 00:00:00","2025-02-19 00:00:00","01/31/2025 00:00:00","Notice of Termination",1,62962
3634,"3ga00001","2160 Hills Avenue Northwest","GA","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-GA1 LLC                                                                ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000854","Axess Barlas Investment, LLC, Burak Ozbarlas, and Berk Ozbarlas","Past","Termination","Activated",1,"B       ",13950,0,"2022-10-31 00:00:00","2022-10-31 00:00:00",,"Lease End",1,15519
3643,"3tn00001","3338 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000875","National Auto Parts Warehouse, LLC","Past","Termination","Activated",1,2       ,12000,0,"2023-12-31 00:00:00","2023-12-31 00:00:00",,"Lease End",1,17498
3643,"3tn00001","3338 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000875","National Auto Parts Warehouse, LLC","Past","Original Lease","Superseded",0,2       ,12000,60,"2019-01-01 00:00:00","2023-12-31 00:00:00",,"Subordination Agreement",1,17498
3641,"xpa3041m","3041 Marwin Road","PA","Northeast                                                                       ","FRG X                                                                           ","FRG-X-PA2 LP                                                                    ","Acquired                                                                        ","James Calamia                                                                   ","t0000887"," Maria Tokarev & Avtandil Gognadze","Past","Original Lease","Superseded",0,"B       ",12800,12,"2022-04-01 00:00:00","2023-03-31 00:00:00","04/01/2022 00:00:00","Original Lease",1,17617
3641,"xpa3041m","3041 Marwin Road","PA","Northeast                                                                       ","FRG X                                                                           ","FRG-X-PA2 LP                                                                    ","Acquired                                                                        ","James Calamia                                                                   ","t0000887"," Maria Tokarev & Avtandil Gognadze","Past","Termination","Superseded",1,"B       ",12800,0,"2022-11-30 00:00:00","2022-11-30 00:00:00",,"Termination Agreement",1,17617
3641,"xpa3041m","3041 Marwin Road","PA","Northeast                                                                       ","FRG X                                                                           ","FRG-X-PA2 LP                                                                    ","Acquired                                                                        ","James Calamia                                                                   ","t0000887"," Maria Tokarev & Avtandil Gognadze","Past","Holdover","Activated",2,"B       ",12800,0,"2022-12-01 00:00:00","2022-12-19 00:00:00",,"HoldOver",1,17617
3728,"xnj1803u","1803 Underwood Boulevard","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","James Calamia                                                                   ","t0000906","AMC Fire Protection, Inc","Past","Original Lease","Activated",0,1803    ,17600,12,"2022-07-12 00:00:00","2023-07-11 00:00:00","07/12/2022 00:00:00","Original Lease",1,17707
3737,"3oh00001","2098 Integrity Drive N","OH","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-OH1 LLC                                                                ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000930","Ohio Department of Administrative Services","Current","Original Lease","Superseded",0,2080    ,40800,144,"2011-07-01 00:00:00","2023-06-30 00:00:00","05/01/2021 00:00:00","Addendum 3",0,18156
3737,"3oh00001","2098 Integrity Drive N","OH","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-OH1 LLC                                                                ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000930","Ohio Department of Administrative Services","Current","Renewal","Activated",1,2080    ,40800,24,"2023-07-01 00:00:00","2025-06-30 00:00:00","05/02/2023 00:00:00","Addendum 5",0,18156
