account tree detail id,account tree node description,total into,type,type description,account tree code,account tree description,account tree detail code,indent,skip,underline,bold,italic,hide,negate,reverse value,database id
661652,Total Capital Costs,661655,T,Total,ysi_dc,YSI Standard PortfolioVMF,,10,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
661653,Structural or Cash Reserves,661654,H,Header,ysi_dc,YSI Standard PortfolioVMF,,10,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
661654,Total Structural or Cash Reserves,661655,T,Total,ysi_dc,YSI Standard PortfolioVMF,,10,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
661655,Total Leasing and Capital Costs,661664,T,Total,ysi_dc,YSI Standard PortfolioVMF,,5,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
661656,Development Costs,661663,H,Header,ysi_dc,YSI Standard PortfolioVMF,,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661657,Land & Acquisition,661658,H,Header,ysi_dc,YSI Standard PortfolioVMF,,10,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661658,Total Land & Acquisition,661663,T,Total,ysi_dc,YSI Standard PortfolioVMF,,10,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
661659,Hard Costs,661660,H,Header,ysi_dc,YSI Standard PortfolioVMF,,10,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661660,Total Hard Costs,661663,T,Total,ysi_dc,YSI Standard PortfolioVMF,,10,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
661661,Soft Costs,661662,H,Header,ysi_dc,YSI Standard PortfolioVMF,,10,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661662,Total Soft Costs,661663,T,Total,ysi_dc,YSI Standard PortfolioVMF,,10,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
661663,Total Development Costs,661664,T,Total,ysi_dc,YSI Standard PortfolioVMF,,5,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
661664,Cash Flow Before Debt Service,661675,T,Total,ysi_dc,YSI Standard PortfolioVMF,,0,2,2,TRUE,FALSE,FALSE,TRUE,FALSE,1
661665,Debt Service,661674,H,Header,ysi_dc,YSI Standard PortfolioVMF,,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661666,Principal Payments,661667,H,Header,ysi_dc,YSI Standard PortfolioVMF,,10,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
661667,Total Principal Payments,661674,T,Total,ysi_dc,YSI Standard PortfolioVMF,,10,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
661668,Interest Payments,661669,H,Header,ysi_dc,YSI Standard PortfolioVMF,,10,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
661669,Total Interest Payments,661674,T,Total,ysi_dc,YSI Standard PortfolioVMF,,10,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
661670,Origination Points & Fees,661671,H,Header,ysi_dc,YSI Standard PortfolioVMF,,10,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
661671,Total Origination Points & Fees,661674,T,Total,ysi_dc,YSI Standard PortfolioVMF,,10,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
661672,Prepayment Penalty,661673,H,Header,ysi_dc,YSI Standard PortfolioVMF,,10,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
661673,Total Prepayment Penalty,661674,T,Total,ysi_dc,YSI Standard PortfolioVMF,,10,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
661674,Total Debt Service,661675,T,Total,ysi_dc,YSI Standard PortfolioVMF,,5,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
661675,Cash Flow After Debt Service,,T,Total,ysi_dc,YSI Standard PortfolioVMF,,0,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,1
661676,FULL CONSOLIDATION,662038,H,Header,ysi_fc,YSI Standard Full Consolidation Rollup,,4,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
661677,Cash - Operating,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661678,Cash - Operating 2,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001110,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661679,Cash - Security Deposits,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001150,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661680,Cash - Lockbox/Depository,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001200,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661681,Cash - Money Market,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001250,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661682,Cash - Other Interest Bearing,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001300,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661683,Cash - Fund/Feeder Level Operating (Equity Account),662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001350,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661684,Cash - Development JVs (Venture level),662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001355,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661685,Cash- Development Loan (Owner Level),662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001360,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661686,Escrow - Real Estate Taxes & Insurance,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001400,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661687,Escrow - Capital Improvements,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001450,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661688,Escrow - Cash Collateral,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001500,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661689,Escrow - Other,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001550,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661690,Escrow - Acquisition,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001600,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661691,Escrow - Development,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001610,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661692,Petty Cash,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001650,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661693,Cash Suspense,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001700,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661694,IM Balancing Account,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001750,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661695,IM Cash Clearing Account,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001800,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661696,Cash - CO-Facility - Capital One Operating,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001840,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661697,Cash - CO-Facility - Capital One Cash Management,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001845,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661698,Cash - Fund Level JPM,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001850,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661699,Cash - Anson JPM,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001855,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661700,Cash - KeyBank ZBA,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001860,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661701,Cash - AP-Facility - Operating (PNC),662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001870,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661702,Cash - AP-Facility - Operating (Key),662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001871,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661703,Cash - AP-Facility - PNC Cash Management,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001875,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661704,Cash - ICS,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001880,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661705,Cash - NJ3 - Citizens (NYL),662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001890,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661706,Cash - NJ3 - KeyBank,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001895,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661707,Cash - NWBC JV - KeyBank,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001990,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661708,Cash - BX Facility - KeyBank,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11001995,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661709,Capital Balancing Account,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,11002000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661710,A/R - Tenant,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661711,A/R - Reimbursable Operating Expenses,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002150,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661712,A/R - Tenant Other,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002200,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661713,A/R - CAM,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002201,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661714,A/R - Tenant Improvements,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002250,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661715,A/R - Allowance for Doubtful Accounts,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002300,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661716,A/R - Dividends & Interest,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002350,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661717,A/R - Intercompany,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002400,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661718,A/R - Employees/Advances,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002450,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661719,A/R - Prior Owner,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002500,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661720,A/R - Partners,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002550,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661721,A/R - Insurance,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002575,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661722,A/R - Other Receivables,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002600,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661723,A/R - Interest,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002650,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661724,Due from Affiliates,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002660,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661725,Earnest Money,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002700,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661726,Derivative Instruments,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002725,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661727,Federal/State Tax Withheld,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002750,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661728,RECEIVABLE - shareholder Loan,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002780,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661729,ACCRUED LOAN INTEREST RECEIVABLE,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002790,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661730,Capitalized Interest on Receivable - Shareholder loan,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,12002800,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661731,Notes Receivable,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,13003100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661732,N/R - Tenant,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,13003150,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661733,N/R - Partner,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,13003200,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661734,N/R - Other,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,13003250,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661735,Investment in Consolidating RE,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,14004110,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661736,Investment In Consolidating RE - Contributions,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,14004120,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661737,Investment In Consolidating RE - Debt,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,14004130,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661738,Investment In Consolidating RE - Distributions,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,14004140,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661739,Investment In Consolidating RE - Profit Allocation,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,14004150,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661740,Investment in Non-Consolidating RE,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,14004210,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661741,Investment in Non-Consolidating RE - Contributions,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,14004220,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661742,Investment in Non-Consolidating RE - Debt,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,14004230,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661743,Investment in Non-Consolidating RE - Distributions,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,14004240,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661744,ZBA Cash Transfer,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,15001000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661745,Intercompany Property,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,15001500,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661746,Intercompany transfer account,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,15002000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661747,Fund Level Intercompany,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,15003000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661748,Due From,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,15004000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661749,Building,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661750,Purchase Price,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005150,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661751,Land,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005200,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661752,Closing Costs,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005250,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661753,Solar Panels,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005260,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661754,Closing Cost - Additional Real Estate Tax,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005270,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661755,Capitalized Taxes,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005301,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661756,Capitalized Insurance,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005302,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661757,Capitalized Interest,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005303,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661758,Capitalized Loan Closing Costs,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005304,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661759,Tenant Improvements,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005310,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661760,Do Not Use,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005311,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661761,Capex & TI - Recoverable,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005315,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661762,Capex & TI - Recoverable - Offset,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005320,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661763,TBD1,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005330,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661764,Capital Expenses,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005340,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661765,Construction Management Fees,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005360,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661766,Dev Fees,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005361,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661767,Work in Progress,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005390,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661768,Leasing Commission,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005450,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661769,Accumulated Depreciation,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005550,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661770,Accumulated Depreciation - Dispositions,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005555,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661771,Accumulated Unrealized Fair Value Adjustments,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005610,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661772,Accumulated Unrealized Fair Value Adjustments - Dispositions,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,16005615,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661773,Debt Investment - Principal,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,17001000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661774,Debt Investment - OID,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,17001500,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661775,Debt Investment - Accrued Interest Receivable,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,17002000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661776,Prepaid Insurance,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,18006100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661777,Prepaid Taxes,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,18006150,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661778,Prepaid Other,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,18006200,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661779,Utility Deposits,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,18006250,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661780,Other Deposits,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,18006300,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661781,Other Assets,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,18006350,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
661782,Accounts Payable,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001100,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661783,Accrued GP Reimbursement,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001105,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661784,Accrued Commitment Fees,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001110,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661785,Accounts Payable - NCI,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001115,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661786,Shareholder loan payable,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001120,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661787,Deferred Tax Liability,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001130,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661788,Accrued CM Fees,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001140,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661789,Tenant Improvements Payables,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001150,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661790,Accrued Property Taxes,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001200,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661791,Accrued Insurance,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001300,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661792,Accrued Payroll,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001400,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661793,Due to Master Fund,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001410,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661794,Notes Payable Shareholder Loan Proceeds,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001450,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661795,Capitalized Interest on Notes Payable,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001460,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661796,Accrued Interest,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001500,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661797,Derivative instruments,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001550,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661798,Shareholder Loans - Paydown,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001560,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661799,Notes Payable Shareholder Loan Paydown,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001570,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661800,Accrued Loan Interest Payable,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001580,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661801,Accrued Management Fees,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001600,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661802,Accrued Expenses Other,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001700,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661803,Accrued Federal/State tax,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001750,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661804,Other Payables,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001800,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661805,Sales Tax Liability,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001825,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661806,Retainage,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21001850,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661807,Debt Investment - Escrow Liability,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21002000,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661808,Debt Investment - Escrow Liability - Tax,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21002100,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661809,Debt Investment - Deposit Liability,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21002200,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661810,Due To,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,21004000,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661811,Prepaid Rent,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,22002100,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661812,Tenant Security Deposits,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,22002200,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661813,Tenant Security Deposits - S/T,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,22002201,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661814,Trust Deposit,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,22002250,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
661815,Tenant Security Deposits Clearing,662038,R,Regular,ysi_fc,YSI Standard Full Consolidation Rollup,22002300,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
