hmy naics,naics code,naics desc
1931,62441,Child Day Care Services
1932,624410,Child Day Care Services
1933,71,"Arts, Entertainment, and Recreation"
1934,711,"Performing Arts, Spectator Sports, and Related Industries"
1935,7111,Performing Arts Companies
1936,71111,Theater Companies and Dinner Theaters
1937,711110,Theater Companies and Dinner Theaters
1938,71112,Dance Companies
1939,711120,Dance Companies
1940,71113,Musical Groups and Artists
1941,711130,Musical Groups and Artists
1942,71119,Other Performing Arts Companies
1943,711190,Other Performing Arts Companies
1944,7112,Spectator Sports
1945,71121,Spectator Sports
1946,711211,Sports Teams and Clubs
1947,711212,Racetracks
1948,711219,Other Spectator Sports
1949,7113,"Promoters of Performing Arts, Sports, and Similar Events"
1950,71131,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
1951,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities"
1952,71132,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
1953,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities"
1954,7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figure"
1955,71141,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figure"
1956,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figure"
1957,7115,"Independent Artists, Writers, and Performers"
1958,71151,"Independent Artists, Writers, and Performers"
1959,711510,"Independent Artists, Writers, and Performers"
1960,712,"Museums, Historical Sites, and Similar Institutions"
1961,7121,"Museums, Historical Sites, and Similar Institutions"
1962,71211,Museums
1963,712110,Museums
1964,71212,Historical Sites
1965,712120,Historical Sites
1966,71213,Zoos and Botanical Gardens
1967,712130,Zoos and Botanical Gardens
1968,71219,Nature Parks and Other Similar Institutions
1969,712190,Nature Parks and Other Similar Institutions
1970,713,"Amusement, Gambling, and Recreation Industries"
1971,7131,Amusement Parks and Arcades
1972,71311,Amusement and Theme Parks
1973,713110,Amusement and Theme Parks
1974,71312,Amusement Arcades
1975,713120,Amusement Arcades
1976,7132,Gambling Industries
1977,71321,Casinos (except Casino Hotels)
1978,713210,Casinos (except Casino Hotels)
1979,71329,Other Gambling Industries
1980,713290,Other Gambling Industries
1981,7139,Other Amusement and Recreation Industries
1982,71391,Golf Courses and Country Clubs
1983,713910,Golf Courses and Country Clubs
1984,71392,Skiing Facilities
1985,713920,Skiing Facilities
1986,71393,Marinas
1987,713930,Marinas
1988,71394,Fitness and Recreational Sports Centers
1989,713940,Fitness and Recreational Sports Centers
1990,71395,Bowling Centers
1991,713950,Bowling Centers
1992,71399,All Other Amusement and Recreation Industries
1993,713990,All Other Amusement and Recreation Industries
1994,72,Accommodation and Food Services
1995,721,Accommodation
1996,7211,Traveler Accommodation
1997,72111,Hotels (except Casino Hotels) and Motels
1998,721110,Hotels (except Casino Hotels) and Motels
1999,72112,Casino Hotels
2000,721120,Casino Hotels
2001,72119,Other Traveler Accommodation
2002,721191,Bed-and-Breakfast Inns
2003,721199,All Other Traveler Accommodation
2004,7212,RV (Recreational Vehicle) Parks and Recreational Camps
2005,72121,RV (Recreational Vehicle) Parks and Recreational Camps
2006,721211,RV (Recreational Vehicle) Parks and Campgrounds
2007,721214,Recreational and Vacation Camps (except Campgrounds)
2008,7213,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
2009,72131,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
2010,721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
2011,722,Food Services and Drinking Places
2012,7223,Special Food Services
2013,72231,Food Service Contractors
2014,722310,Food Service Contractors
2015,72232,Caterers
2016,722320,Caterers
2017,72233,Mobile Food Services
2018,722330,Mobile Food Services
2019,7224,Drinking Places (Alcoholic Beverages)
2020,72241,Drinking Places (Alcoholic Beverages)
2021,722410,Drinking Places (Alcoholic Beverages)
2022,7225,Restaurants and Other Eating Places
2023,72251,Restaurants and Other Eating Places
2024,722511,Full-Service Restaurants
2025,722513,Limited-Service Restaurants
2026,722514,"Cafeterias, Grill Buffets, and Buffets"
2027,722515,Snack and Nonalcoholic Beverage Bars
2028,81,Other Services (except Public Administration)
2029,811,Repair and Maintenance
2030,8111,Automotive Repair and Maintenance
2031,81111,Automotive Mechanical and Electrical Repair and Maintenance
2032,811111,General Automotive Repair
2033,811112,Automotive Exhaust System Repair
2034,811113,Automotive Transmission Repair
2035,811118,Other Automotive Mechanical and Electrical Repair and Maintenance
2036,81112,"Automotive Body, Paint, Interior, and Glass Repair"
2037,811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
2038,811122,Automotive Glass Replacement Shops
2039,81119,Other Automotive Repair and Maintenance
2040,811191,Automotive Oil Change and Lubrication Shops
2041,811192,Car Washes
2042,811198,All Other Automotive Repair and Maintenance
2043,8112,Electronic and Precision Equipment Repair and Maintenance
2044,81121,Electronic and Precision Equipment Repair and Maintenance
2045,811211,Consumer Electronics Repair and Maintenance
2046,811212,Computer and Office Machine Repair and Maintenance
2047,811213,Communication Equipment Repair and Maintenance
2048,811219,Other Electronic and Precision Equipment Repair and Maintenance
2049,8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electro
2050,81131,Commercial and Industrial Machinery and Equipment (except Automotive and Electro
2051,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electro
2052,8114,Personal and Household Goods Repair and Maintenance
2053,81141,Home and Garden Equipment and Appliance Repair and Maintenance
2054,811411,Home and Garden Equipment Repair and Maintenance
2055,811412,Appliance Repair and Maintenance
2056,81142,Reupholstery and Furniture Repair
2057,811420,Reupholstery and Furniture Repair
2058,81143,Footwear and Leather Goods Repair
2059,811430,Footwear and Leather Goods Repair
2060,81149,Other Personal and Household Goods Repair and Maintenance
2061,811490,Other Personal and Household Goods Repair and Maintenance
2062,812,Personal and Laundry Services
2063,8121,Personal Care Services
2064,81211,"Hair, Nail, and Skin Care Services"
2065,812111,Barber Shops
2066,812112,Beauty Salons
2067,812113,Nail Salons
2068,81219,Other Personal Care Services
2069,812191,Diet and Weight Reducing Centers
2070,812199,Other Personal Care Services
2071,8122,Death Care Services
2072,81221,Funeral Homes and Funeral Services
2073,812210,Funeral Homes and Funeral Services
2074,81222,Cemeteries and Crematories
2075,812220,Cemeteries and Crematories
2076,8123,Drycleaning and Laundry Services
2077,81231,Coin-Operated Laundries and Drycleaners
2078,812310,Coin-Operated Laundries and Drycleaners
2079,81232,Drycleaning and Laundry Services (except Coin-Operated)
2080,812320,Drycleaning and Laundry Services (except Coin-Operated)
2081,81233,Linen and Uniform Supply
2082,812331,Linen Supply
2083,812332,Industrial Launderers
2084,8129,Other Personal Services
2085,81291,Pet Care (except Veterinary) Services
2086,812910,Pet Care (except Veterinary) Services
2087,81292,Photofinishing
2088,812921,Photofinishing Laboratories (except One-Hour)
2089,812922,One-Hour Photofinishing
2090,81293,Parking Lots and Garages
2091,812930,Parking Lots and Garages
2092,81299,All Other Personal Services
2093,812990,All Other Personal Services
2094,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations"
2095,8131,Religious Organizations
2096,81311,Religious Organizations
2097,813110,Religious Organizations
2098,8132,Grantmaking and Giving Services
2099,81321,Grantmaking and Giving Services
2100,813211,Grantmaking Foundations
2101,813212,Voluntary Health Organizations
2102,813219,Other Grantmaking and Giving Services
2103,8133,Social Advocacy Organizations
2104,81331,Social Advocacy Organizations
2105,813311,Human Rights Organizations
2106,813312,"Environment, Conservation and Wildlife Organizations"
2107,813319,Other Social Advocacy Organizations
2108,8134,Civic and Social Organizations
2109,81341,Civic and Social Organizations
2110,813410,Civic and Social Organizations
2111,8139,"Business, Professional, Labor, Political, and Similar Organizations"
2112,81391,Business Associations
2113,813910,Business Associations
2114,81392,Professional Organizations
2115,813920,Professional Organizations
2116,81393,Labor Unions and Similar Labor Organizations
2117,813930,Labor Unions and Similar Labor Organizations
2118,81394,Political Organizations
2119,813940,Political Organizations
2120,81399,"Other Similar Organizations (except Business, Professional, Labor, and Political"
2121,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political"
2122,814,Private Households
2123,8141,Private Households
2124,81411,Private Households
2125,814110,Private Households
2126,92,Public Administration
2127,921,"Executive, Legislative, and Other General Government Support"
2128,9211,"Executive, Legislative, and Other General Government Support"
2129,92111,Executive Offices
2130,921110,Executive Offices
2131,92112,Legislative Bodies
2132,921120,Legislative Bodies
2133,92113,Public Finance Activities
2134,921130,Public Finance Activities
2135,92114,"Executive and Legislative Offices, Combined"
2136,921140,"Executive and Legislative Offices, Combined"
2137,92115,American Indian and Alaska Native Tribal Governments
2138,921150,American Indian and Alaska Native Tribal Governments
2139,92119,Other General Government Support
2140,921190,Other General Government Support
2141,922,"Justice, Public Order, and Safety Activities"
2142,9221,"Justice, Public Order, and Safety Activities"
2143,92211,Courts
2144,922110,Courts
2145,92212,Police Protection
2146,922120,Police Protection
2147,92213,Legal Counsel and Prosecution
2148,922130,Legal Counsel and Prosecution
2149,92214,Correctional Institutions
2150,922140,Correctional Institutions
2151,92215,Parole Offices and Probation Offices
2152,922150,Parole Offices and Probation Offices
2153,92216,Fire Protection
2154,922160,Fire Protection
2155,92219,"Other Justice, Public Order, and Safety Activities"
2156,922190,"Other Justice, Public Order, and Safety Activities"
2157,923,Administration of Human Resource Programs
2158,9231,Administration of Human Resource Programs
2159,92311,Administration of Education Programs
2160,923110,Administration of Education Programs
2161,92312,Administration of Public Health Programs
2162,923120,Administration of Public Health Programs
2163,92313,"Administration of Human Resource Programs (except Education, Public Health, and"
2164,923130,"Administration of Human Resource Programs (except Education, Public Health, and"
2165,92314,Administration of Veterans' Affairs
2166,923140,Administration of Veterans' Affairs
2167,924,Administration of Environmental Quality Programs
2168,9241,Administration of Environmental Quality Programs
2169,92411,Administration of Air and Water Resource and Solid Waste Management Programs
2170,924110,Administration of Air and Water Resource and Solid Waste Management Programs
2171,92412,Administration of Conservation Programs
2172,924120,Administration of Conservation Programs
2173,925,"Administration of Housing Programs, Urban Planning, and Community Development"
2174,9251,"Administration of Housing Programs, Urban Planning, and Community Development"
2175,92511,Administration of Housing Programs
2176,925110,Administration of Housing Programs
2177,92512,Administration of Urban Planning and Community and Rural Development
2178,925120,Administration of Urban Planning and Community and Rural Development
2179,926,Administration of Economic Programs
2180,9261,Administration of Economic Programs
2181,92611,Administration of General Economic Programs
2182,926110,Administration of General Economic Programs
2183,92612,Regulation and Administration of Transportation Programs
2184,926120,Regulation and Administration of Transportation Programs
2185,92613,"Regulation and Administration of Communications, Electric, Gas, and Other Utilit"
2186,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilit"
2187,92614,Regulation of Agricultural Marketing and Commodities
2188,926140,Regulation of Agricultural Marketing and Commodities
2189,92615,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors"
2190,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors"
2191,927,Space Research and Technology
2192,9271,Space Research and Technology
2193,92711,Space Research and Technology
2194,927110,Space Research and Technology
2195,928,National Security and International Affairs
2196,9281,National Security and International Affairs
2197,92811,National Security
2198,928110,National Security
2199,92812,International Affairs
2200,928120,International Affairs
