hmy_creditscore,hmyperson_customer,customer code,customer name,date,credit score,report link,notes,company name,company location,company website,year founded,description,ownership,primary industry,comp. position industry group,annual revenue,gross profit,ebit,ebitda,total assets,total debt
131,48701,c0000915,USA Family Moving of Atlanta LLC,1/25/2024,4.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EVlzn_iCbpJAg9NrhGWET3gBjxITUghhB134VAKlXbg3ZQ?e=N6BaFQ,,USA Family Moving of Atlanta LLC,"Alpharetta, GA",https://usafamilymoving.com/,2001,Moving and storage company,Private (Non-PE),Cargo Ground Transportation,Transportation cyclical,3534404,1870819,317062,317062,633155,644767
132,48702,c0000916,Madina Industrial Corp,12/17/2023,3,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Eah8XqbPtzVLvHHxAGjqNmkBshhwQKJxIb21q6m3CJu3EQ?e=B1qT4R,,Madina Industrial Corp,"Brooklyn, NY",https://www.madinaonline.com/Home.aspx,1992,Manufacturer of fragrances and cosmetics,Private (Non-PE),Personal Care Products,Branded nondurables,8172557,3579579,-663251,-653164,1849082,0
137,50933,c0000917,IMCD US LLC,11/27/2023,5,https://faropointinvestments1067703.sharepoint.com/:b:/r/sites/Investments/Shared%20Documents/General/Tenant%20Credit%20Score%20Reports(Linked%20to%20Yardi)/c0000917_IMCD%20US%20LLC/FP%20TCE_v6.65%20-%20IMCD%20(2023-11-27).pdf?csf=1&web=1&e=coqNTd,,IMCD US LLC,"Rotterdam, the Netherlands",https://www.imcdgroup.com,1995,"Formulation, sales and distribution of specialty chemicals.",Public,Specialty Chemicals,Specialty chemicals,4626315,1040317,461726,573212,3643510,1248931
133,50935,c0000919,Krowne Metal Coporation,1/19/2024,7,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Eeg_d0YMCz1Hn8q-EfBurFUBOnq2P690w939VQqZqs5YHg?e=SQKpZR,,Krowne Metal Corporation,"Wayne, NJ",https://krowne.com/,1948,Manufacturer & supplier of stainless steel underbar equipment,Private (Non-PE),Industrial Machinery and Supplies and Components,Capital goods,91305367,58760418,3475183,4111398,21942927,300000
138,51832,c0000920,Frontier Electric Supply Inc.,11/28/2023,4.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EfUMPOxZgflDjMGwNXAA1bQBBtEgavr6yWlIMNL9Z9dFKw,,"Frontier Electric Supply, Inc.","Bensenville, IL",https://www.frontierelectric.com/,1982,"Independent, premier electrical distributor",Private (Non-PE),Electrical Components and Equipment,Capital goods,10766478.44,2591663.9,1364698.79,1372138.64,4102687.67,1164761.57
139,51965,c0000936,"New WinCup Holdings, Inc.",1/29/2024,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Ef7LDlTF8WNAtEzr6MaWIBAB73N0dVrJI2e5k5CfgBpFOA?e=KCWJAZ,,"New WinCup Holdings, Inc.","Stone Mountain, GA",https://wincup.com/,1962,Manufactures and distributes plastics and foam products.,Private (PE),Paper and Plastic Packaging Products and Materials,Containers and packaging,261808000,49710000,21782000,28959000,167860000,51526000
140,51969,c0000937,"Beverly Knits, Inc.",2/23/2024,5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ESBa2oJG2bBJur92omk7mLsBwGMwWNkyuEg5hxz3oNN3Mg?e=jMo8sx,,"Beverly Knits, Inc.","Gastonia, NC",https://www.beverlyknits.com/,1980,Specializes in innovative textile manufacturing and design.,Private (Non-PE),Textiles,Consumer durables,56050000,7409988,1784478,3479478,41162706.81,19149507
188,51972,c0000939,"Zeus Scientific, Inc.",11/15/2024,4.45,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EWu-q3leAz1NvvnGy9KJhhYBnOlsQXosdahihAdVpQJtyQ?e=ZLiE7b,,"Zeus Scientific, Inc.","Branchburg, NJ",https://www.zeusscientific.com/,1976,Diagnostic immunoassays for disease detection.,Private (Non-PE),Health Care Equipment,Health Care Equipment,19326502,10234952,null,1973322,null,null
141,52017,c0000944,Computechsale,3/27/2024,4,https://faropointinvestments1067703.sharepoint.com/:b:/r/sites/Investments/Shared%20Documents/General/Tenant%20Credit%20Score%20Reports(Linked%20to%20Yardi)/c0000944_Computechsale/FP%20TCE_v6.66%20-%20Computech%20(2024-03-27).pdf?csf=1&web=1&e=rmxiuW,,Computechsale,"Whippany, NJ",https://computechsale.com/,2010,Merchandise wholesale retail/consumer electronics,Private (Non-PE),"Technology Hardware, Storage and Peripherals",Technology hardware and semiconductors,13898227.54,6943749.96,138029.38,138029.38,4976083.13,2261681.76
142,52027,c0000948,"Eckart, LLC",2/12/2024,7.5,"https://faropointinvestments1067703.sharepoint.com/:b:/r/sites/Investments/Shared%20Documents/General/Tenant%20Credit%20Score%20Reports(Linked%20to%20Yardi)/c0000948_Eckart,%20LLC/FP%20TCE_v6.65%20-%20Eckart%20LLC%20(2024-02-12).pdf?csf=1&web=1&e=WSj",,"Eckart, LLC","Corydon, IN",https://www.eckartsupply.com/,1962,Wholesale products distributor for electrical supplies,Private (Non-PE),Trading Companies and Distributors,Capital goods,251257346,51767655.32,24563145.13,25014153.16,109561196.2,24901116.22
143,52029,c0000950,Aalberts Surface Treatment Corp.,1/24/2024,6,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EY6MzqRzZhZBm7iPBUj1-0EBKP9_u3HNYWt-WQKNx9HBGQ?e=1ubdm3,,Aalberts Surface Treatment Corp.,Utrecht,https://aalberts.com/,1975,Develops and manufactures advanced industrial products.,Public,Industrial Machinery and Supplies and Components,Capital goods,3230000000,2016000000,390600000,578700000,4210700000,872800000
151,52043,c0000953,Jefryn Park Realty LLC,4/10/2024,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EZ9cIj7SUf1GltCy2SASDboBsW4fKwSBCQLHaq1Zzkm2hQ?e=LXxw4i,,Jefryn Park Realty LLC,"New York, NY",https://www.nanz.com/,1989,Manufactures custom luxury hardware for homes.,Private (Non-PE),Building Products,Building Materials,20861842,0,0,4201329,0,0
144,52100,c0000955,"Boston Barricade Company, Inc.",5/26/2024,4.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EeD29g3vBO1AqwkAc80wUZoBoQ8IVkXd2IlVhT22PDotog?e=eyXxLV,,"Boston Barricade Company, Inc.","Vero Beach, FL",https://www.bostonrs.com/,1992,Provides barricade systems and graphic displays nationwide.,Private (Non-PE),Construction and Engineering,Engineering And Construction,45898475,19144647,2309097,6096151,31692735,39947454
145,52110,c0000957,Unifoil Corporation,5/1/2024,5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EaruwNCRq_JOo7taUIJh9RwBvW3PAmGuZnzbx63fFqZ0SA?e=Pzt6vB,,Unifoil Corporation,"Fairfield, NJ",https://unifoil.com/,1980,Creates recyclable packaging for consumer goods industries.,Private (Non-PE),Paper and Plastic Packaging Products and Materials,Containers And Packaging,30216998,4739798,1768609,2813466,22954850,6709291
146,52113,c0000959,"Mash Enterprise, LLC",5/27/2024,4,"https://faropointinvestments1067703.sharepoint.com/:b:/r/sites/Investments/Shared%20Documents/General/Tenant%20Credit%20Score%20Reports(Linked%20to%20Yardi)/c0000959_Mash%20Enterprise,%20LLC/FP%20TCE_v6.68%20-%20Mash%20Enterprises%20(2024-05-27).pdf?",,"Mash Enterprise, LLC","Lawrenceville, GA",,2014,Wholesales men's and boys' apparel belts.,Private (Non-PE),"Apparel, Accessories and Luxury Goods",Branded Nondurables,8104248.65,328116.31,52931.93,52931.93,366539.11,0
147,52114,c0000960,Byokane (U.S.A.) Corp.,5/28/2024,5,https://faropointinvestments1067703.sharepoint.com/:b:/r/sites/Investments/Shared%20Documents/General/Tenant%20Credit%20Score%20Reports(Linked%20to%20Yardi)/c0000960_%20Byokane%20(U.S.A.)%20Corp/FP%20TCE_v6.68%20-%20Byokane%20(2024-05-28).pdf?csf=1&w,,Byokane (U.S.A.) Corp.,"Atlanta, GA",https://www.byokane-usa.com/,2006,Distributes precision metal components.,Private (Non-PE),Industrial Machinery and Supplies and Components,Capital Goods,6285217.04,2007247.68,553202.9,575436.85,7214036.3,16394.68
148,52115,c0000961,Centimark Corporation,5/28/2024,8.5,https://faropointinvestments1067703.sharepoint.com/:b:/r/sites/Investments/Shared%20Documents/General/Tenant%20Credit%20Score%20Reports(Linked%20to%20Yardi)/c0000961_Centimark%20Corporation/FP%20TCE_v6.68%20-%20Centimark%20(2024-05-28).pdf?csf=1&web=,,Centimark Corporation,"Canonsburg, PA",https://www.centimark.com/,1968,Provides commercial roofing and flooring services.,Private (PE),Construction and Engineering,Engineering And Construction,1165043838,469406808,186458611,205674186,930447838,68409350
189,52116,c0000962,"Delta Landscape Supply of Georgia, Inc",11/4/2024,4.36,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ESEyr6vNNbNEnoPDQyDQlQYBuC2XigMRa77-ekW_H7Yjvg?e=Q9bHdA,,"Delta Landscape Supply of Georgia, Inc.","Atlanta, GA",https://www.deltalandscape.com/,1994,Supplies erosion control and landscaping products.,Private (Non-PE),Agricultural Products and Services,Agribusiness And Commodity Foods,3044767,1117205,null,223395,null,null
149,52118,c0000964,"Jenkins Services and Restoration, Inc.",5/28/2024,3.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ETlRjUteT6VNgid2L9qXvxoBHzZNg3y2dvqJmV74j_2dAQ?e=rDR18j,,"Jenkins Services and Restoration, Inc.","Chantilly, VA",https://jenkinsrestorations.com/,1975,Restores properties damaged by disasters.,Private (Non-PE),Construction and Engineering,Engineering And Construction,143585833,54389724,1431242,3810304,90729662,30006871
150,52122,c0000965,"Reliable Restoration, LLC",6/17/2024,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ERutWYROty1KuHRmaywDiaUB36p71KmKD1mVKWnrnX-mCA?e=iPcxpb,,"Reliable Restoration, LLC","Atlanta, GA",https://choosereliable.com/,2009,Provides restoration and construction services in Southeast.,Private (Non-PE),Construction and Engineering,Engineering And Construction,18911668,7455111.78,3425255.6,3425255.6,10288301.6,407231.26
156,53569,c0000967,Premio Sausage,7/8/2024,7.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ERrdb-a9ZpdLj51JHnWSPc8BUjgXPXi7KQT7MUBnqQxQJw?e=2XM58U,,"Premio Foods, Inc.","Fair Lawn, NJ",https://www.premiofoods.com/,1978,Crafts mainly Italian sausages for diverse tastes.,Private (Non-PE),Packaged Foods and Meats,Branded Nondurables,266565000,54115000,23406000,27409000,68867000,0
167,55443,c0000997,Shearer Supply Inc.,9/24/2024,5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EX3n5_8f3vdOlv7vtkjBAfEBsU3vfnNHcxchLTSXjXp1iQ?e=nOLBfn,,Shearer Supply Inc.,"Farmers Branch, TX",https://www.shearersupply.com/,1983,Wholesale distributor of HVAC equipment and supplies.,Private (PE),Trading Companies and Distributors,Capital Goods,256435312,66198994,0,-3052112,0,0
155,56189,c0001006,"Expeditors International of Washington, Inc.",6/10/2024,7.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ESJ5tHrc5mhHgYZYA6KiOYwBwTn8WTnGRFOKk5gmyCEATA?e=3r3rmY,,"Expeditors International of Washington, Inc.","Seattle, WA",https://www.expeditors.com/,1979,Provides global logistics and customized supply chain solutions.,Public,Air Freight and Logistics,Railroads And Package Express,9300110,0,0,1007693,0,0
159,56190,c0001007,"Atlanta Ballet, Incorporated",8/8/2024,4,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EcVIIJD0qiRCrUSKXu6z7hsBz1a45CdnASmcRTuBLYb5YA?e=GWXq9D,,"Atlanta Ballet, Incorporated","Atlanta, GA",,1929,,Private (Non-PE),Education Services,Business and consumer services,10400000,0,0,-1356000,0,0
153,57631,c0001016,"Country Life, LLC",5/21/2024,4.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EfEvXK3aIH1Hi0_pN8HCtBcBH5IOnMpGfa9shTY11C0Cxg?e=neccu8,,"Country Life, LLC","Hauppauge, NY",https://www.countrylifevitamins.com/,1971,"Provides high-quality, natural health and wellness products.",Private (PE),Personal Care Products,Branded Nondurables,72169220,0,0,-138276,0,0
158,57664,c0001019,"Railway Products Group, Inc.",7/29/2024,3.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EQ_KwhuJDsRArZlah6aaV-EBhsvjwfpdZxDKMawhCojuIA?e=ABNUWF,,"Railway Products Group, Inc.","Baltimore, MD",https://www.railwayproductsgroup.com/,2021,"Railway engineering, manufacturing, and consulting services.",Private (Non-PE),Construction and Engineering,Engineering And Construction,6542760,1486628,0,710248,0,0
166,57752,c0001021,"Matheson Tri-Gas, Inc.",9/26/2024,5.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EeAgavzKu7ZMm4eyM7kR2V8BR9xnh0QATCWkYLqT_i_kaQ?e=hyZyXl,,"Matheson Tri-Gas, Inc.",Tokyo,https://www.tn-sanso.co.jp/en/index.html,1910,Global supplier of industrial and medical gases.,Public,Industrial Gases,Specialty Chemicals,1.25508E+12,5.10978E+11,0,2.77943E+11,0,0
165,57760,c0001022,"Glenn Wayne Baking, LLC",8/17/2024,5.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EYNjXozcHJ1FlT2pqZIMk5MB_ZPL2xfyGywXjtQlujt1cA?e=NRoHWu,,"Glenn Wayne Baking, LLC","Bohemia, NY",https://glennwayne.com,1990,Family-owned bakery specializing in high-quality baked goods.,Private (PE),Packaged Foods and Meats,Branded Nondurables,22275000,7304000,0,955000,0,0
169,57763,c0001023,"VoidForm Products, LLC",8/27/2024,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Ed5VY23IPmZJkWBVcj2MJ00BQvooHz6uu30MX42reV8njQ?e=wsUIJH,,"VoidForm Products, LLC","Englewood, CO",https://voidform.com,1980,Manufactures void systems for soil-expansion mitigation.,Private (PE),Building Products,Building Materials,57073850,29268958,0,12175461,0,0
162,60249,c0001027,"Brady Industries of Illinois, LLC",9/16/2024,4.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EY-eNmwXfA5NvUmGrbcg79wBZ2kvitJUUucKsGpHAdMuOw?e=UQIPyd,,"Brady Industries of Illinois, LLC","Las Vegas, NV",https://www.bradyindustries.com/,1947,"Distributor of cleaning, sanitation, and foodservice products.",Private (PE),Distributors,Business And Consumer Services,15993819.89,5835097.4,0,3713230.21,0,0
168,60282,c0001031,Mitchell Industrial Tire Company,9/30/2024,8,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EenZsFa4R59Isst8_Yyb1SkBHO0HvhkYEQr2vT3CjBin4w?e=4jFAZX,,Trane U.S. Inc.,Dublin,https://www.tranetechnologies.com/en/index.html,1913,Provides energy-efficient HVAC and refrigeration solutions.,Public,Building Products,Building Materials,17677600000,5857200000,0,3455600000,0,0
164,60477,c0001034,"Flowers Baking Co. of Batesville, LLC",10/15/2024,6,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EUQAa8SJvxJGtGbAolAXUoEBI1UWOzUPxTBj_r2ZtXdDgQ?e=zzd9mV,,"Flowers Baking Co. of Batesville, LLC","Thomasville, GA",https://flowersfoods.com/,1919,Leading producer of packaged bakery goods.,Public,Packaged Foods and Meats,Branded Nondurables,5090830000,2458694000,0,324579000,0,0
191,62495,c0001036,"Genband Industries, LLC",9/30/2024,3,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EW70n2HOtN5AnjoadNz4CrYBBO37wjjYxFZmWqGRXWm5nw?e=TNDbQF,,"Genband Industries, LLC","Elk Grove Village, IL",https://www.generalbandages.com/,2017,,Private (PE),,,1021216,511561,null,205191,null,null
194,64193,c0001042,"Novartis Services, Inc.",10/29/2024,8.31,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ETjiI0qAVtlBmTq4P4TKUboBcHTnZz15os-VMGvRrnkGdA?e=Xzt1vj,,"Novartis Services, Inc.","Basel, CH",https://www.novartis.com/,1996,Global healthcare innovation and medicine development.,Public,Pharmaceuticals,Pharmaceuticals,46660000000,34188000000,null,18046000000,null,null
190,65185,c0001048,Flower Shop El Chapin LLC,11/5/2024,3.61,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EU75FW8jLqRIgFLsBrrcvLEBuhOLtvYkiBM8THbMhb9_SQ?e=T3whXF,,Flower Shop El Chapin LLC,"Houston, TX",,2023,Florist providing floral arrangements and event services.,Private (Non-PE),Other Specialty Retail,Retail And Restaurants,1599710,1141495,null,709888,null,null
178,67385,c0001052,Viscot Medical LLC,12/31/2024,5.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ESgpj_Iz5yZMg5vwECqqxMQBrcn_mPYfga8sSVJevK_Ghw?e=hSo9WR,,Viscot Medical LLC,"East Hanover, NJ",https://www.viscot.com/,1974,Produces disposable medical products for healthcare.,Private (Non-PE),Health Care Supplies,Health Care Equipment,15211364,7900037,null,3134953,null,null
184,68634,c0001058,Innoved Institute LLC,12/11/2024,5.09,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EY0C5qDaOrxHmIgZKZ8qA_YBR1RdLro9ay_enc9Ir77L-w?e=HlqFvY,,Innoved Institute LLC,"Elk Grove Village, IL",https://innovedinstitute.com/,2011,Healthcare training and simulation services provider.,Private (Non-PE),Education Services,Business And Consumer Services,12042971,11926774,null,3364638,null,null
180,70290,c0001060,Pride Delivery and Installation LLC,12/12/2024,5.11,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EXnP44EL5FJDq0hflmxVwV4BcX8rbbeA-L-qmjTDiuuVzA?e=N9FrDS,,Pride Delivery and Installation LLC,"Cleveland, OH",https://www.pridedandi.com/,1975,"Appliance delivery, installation, and disposal services.",Private (Non-PE),Specialized Consumer Services,Business And Consumer Services,16023411,7561785,null,1644040,null,null
179,72403,c0001069,"Quench USA, Inc.",1/15/2025,5.25,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EQQjbPjEsbJDqY_JPo2-zvMBN52oInOWj4i-1jmdrJb24Q?e=5ExCqz,,"Quench USA, Inc.",King of Prussia,https://quenchwater.com/,1997,Provides point-of-use water and beverage solutions.,Private (Non-PE),Environmental and Facilities Services,Environmental Services,327701000,190247000,null,195997000,null,null
185,72546,c0001072,Hanovia Specialty Lighting,11/25/2024,3.92,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ESL3290qLWZIqmtXiAjGbo4B81Y6b9JRE8i7CHk9mko1nw?e=b79d6r,,ORAS EXPRESS LLC,"Mason, OH",,2020,Interstate freight carrier specializing in logistics.,Private (Non-PE),Cargo Ground Transportation,Transportation Cyclical,1908994,1740570,null,105594,null,null
