hmy property,property code,property address,city,state,zip,building id,fund,market,status,is land?,acq. date,other ac. costs,acq. strategy,disposition date,disposition noi,year built,parcel,% office,building shape,construction type 1,construction type 2,construction type 3,roof replacement,roof type 1,roof type 2,roof type 3,roof type 4,land (acres),loading type 1,loading type 2,loading type 3,loading type 4,loading type 5,max truck court depth,min. clear height,max. clear height,max column length,max column width,# dock doors,# of drive ins,truck court type,# parking spots,fire alarm,sprinkler type 1,sprinkler type 2,sprinkler coverage %,cold storage,ext. light type,generator,generator fuel type,generator size,ev charge,fire pump,fire water tank,sewege type,utility acc. holder,gas provider,electric provider,water provider,solar,solar power,recycling,what is recycled?,enviromental issues?,enviromental notes,disposition price
1891,xil2500w,2500 West Lake Street,Chicago,IL,60612,,FRG X                                                                           ,Chicago,Acquired                                                                        ,,2021-12-16,39875.26,Rent Optimization,,0.00,1962.00,"16-12-412-072-0000,  16-12-412-076-0000",10.8000,Square,Masonry,Metal,,2010,BUR,Other,,,0.43,Cross Dock,,,,,47.00,15.00,17.00,0.00,0.00,0,2,Aspalt,14.00,No,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,Nicor,Comed,City of Chicago,No,,No,,No Issue,Phase 1 came back clean,0.00
1892,xga4680n,4680 North Royal Atlanta Drive,Tucker,GA,30084,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-12-16,17520.50,Renewal / Re-tenant,,0.00,1980.00,18-224-05-004,77.0000,Rectangle,Masonry,,,2000,EPDM,,,,4.00,Rear Load,,,,,90.00,20.00,22.00,25.00,25.00,5,1,Aspalt,150.00,Yes,Wet,,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1893,xga5121b,5121 Buford Highway,Norcross,GA,30071,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-12-16,60986.68,Renewal / Re-tenant,,0.00,1990.00,R6256-137,17.8000,Other,Masonry,,,2018,Metal,,,,2.00,Front Load,,,,,85.00,18.00,23.00,26.00,37.00,5,0,Concrete,26.00,No,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1894,xga2100b,2100 Boggs Road Northwest,Duluth,GA,30096,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-12-16,18488.50,Renewal / Re-tenant,,0.00,1991.00,R7117-079,34.5000,Other,Masonry,,,2007,EPDM,,,,9.61,Rear Load,,,,,120.00,24.00,30.00,40.00,36.00,3,2,Concrete,261.00,Yes,Wet,,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
1895,xtx3662m,3662-3670 Miller Park Drive,Garland ,TX,75042,,FRG X                                                                           ,Dallas,Acquired                                                                        ,,2021-12-17,18262.72,Rent Optimization,,0.00,1980.00,Block 1 Lot 15,6.6000,Rectangle,Metal,,,2007,Metal,,,,2.05,Front Load,,,,,56.00,19.80,21.80,24.25,24.25,6,1,Concrete,0.00,No,None,,0.00,No,LED,No,,,No,No,No,Sewer,Tenant,Atmos,Oncor,City of Garland,No,,No,,No Issue,,0.00
1896,xtx12150,12150 Shiloh Road ,Dallas ,TX,75228,,FRG X                                                                           ,Dallas,Acquired                                                                        ,,2021-12-17,19045.03,Rent Optimization,,0.00,1984.00,Block D/8048 LT 1A,11.3000,Rectangle,Tilt-up/Concrete,,,2022,TPO,Metal,,,2.33,Rear Load,,,,,60.00,18.00,18.00,36.91,36.91,6,5,Concrete,0.00,Yes,Wet,,100.00,No,LED,No,,,No,No,No,Sewer,Tenant,Atmos,Oncor,City of Garland,No,,No,,No Issue,,0.00
1897,xga800in,800-850 Industrial Park Drive,Marietta,GA,30062,800,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-12-20,48190.51,Lease-up,,0.00,1988.00,16-1017-019-0,2.5000,Rectangle,Masonry,,,1988;2006,Metal,TPO,,,1.73,Side Load,,,,,65.00,22.00,25.00,28.00,63.00,4,3,,0.00,Yes,Wet,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Faropoint,,,,No,,No,,No Issue,,0.00
1897,xga800in,800-850 Industrial Park Drive,Marietta,GA,30062,850,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-12-20,0.00,Lease-up,,0.00,1960.00,16-1017-019-0,3.3000,Rectangle,Masonry,,,1994,Metal,,,,1.73,Side Load,,,,,65.00,16.00,18.00,27.00,50.00,1,3,,0.00,Yes,Wet,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Faropoint,,,,No,,No,,No Issue,,0.00
1898,xnj14rol,14 Roland Avenue,Mount Laurel,NJ,19130,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2021-12-21,36837.05,Renewal / Re-tenant,,0.00,1983.00,"Block 1303, Lot 2",15.0000,Rectangle,Masonry,Metal,,2019,TPO,,,,1.53,Front Load,,,,,90.00,14.60,17.00,42.00,42.00,2,1,,25.00,,Wet,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,PSEG,PSEG,Mt. Laurel Township,No,,No,,No Issue,,0.00
1899,xil770ar,770 Arthur Avenue,Elk Grove Village,IL,60007,,FRG X                                                                           ,Chicago,Acquired                                                                        ,,2021-12-22,73356.66,Lease-up,,0.00,1978.00,08-34-301-028-0000,18.8000,Rectangle,Masonry,,,1985,Metal,,,,2.71,Front Load,,,,,29.00,21.75,25.33,0.00,0.00,4,2,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,Faropoint,,,,No,,No,,No Issue,,0.00
1900,xil464no,464 Northgate Parkway,Wheeling,IL,60090,,FRG X                                                                           ,Chicago,Acquired                                                                        ,,2021-12-21,22572.45,Renewal / Re-tenant,,0.00,1980.00,03-03-202-009-0000; 03-03-202-010-0000 ; 03-03-202-008,12.3000,Rectangle,Metal,,,2021,TPO,,,,0.49,Cross Dock,,,,,65.00,23.60,25.80,24.20,24.20,2,1,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,Faropoint,,,,No,,No,,No Issue,,0.00
1901,xil77whe,77 Wheeling Road,Wheeling,IL,60090,,FRG X                                                                           ,Chicago,Acquired                                                                        ,,2021-12-21,39179.34,Renewal / Re-tenant,,0.00,1966.00,"03-03-202-008-0000,  03-10-201-059-0000",27.1000,L Shape,Metal,,,2021,TPO,,,,4.60,Front Load,Rear Load,Cross Dock,,,64.90,22.00,24.00,35.35,35.30,2,5,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,Faropoint,,,,No,,No,,No Issue,,0.00
1902,xky4175a,4175 Aero ParkWay,Florence ,KY,41042,,FRG X                                                                           ,Cincinnati,Acquired                                                                        ,,2021-12-15,148414.25,Renewal / Re-tenant,,0.00,2017.00,060.77-00-055.09,2.6000,Rectangle,Masonry,,,2017,TPO,,,,10.81,Rear Load,,,,,170.00,34.00,40.00,0.00,0.00,17,4,Concrete,135.00,Yes,Wet,,0.00,No,LED,No,,,No,Yes,No,Sewer,Tenant,Columbia Gas of Ohio,AEP Electric,,No,,No,,No Issue,Phase 1 came back clean,0.00
1904,xnj1601s,1601-1641 Sherman Avenue,Pennsauken,NJ,08110,1601,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2021-12-22,7827.24,Renewal / Re-tenant,,0.00,1966.00,"Block 1102, Lot 11",17.8000,Rectangle,Masonry,,,2025,EPDM,,,,2.76,Rear Load,,,,N/A,60.00,16.00,16.00,30.00,30.00,6,5,Aspalt,0.00,No,Wet,,100.00,No,LED,No,,,No,No,No,Sewer,Tenant,PSE&G,PSE&G,Merchantville Pennsauken Water Commission,No,,No,,No Issue,,0.00
1904,xnj1601s,1601-1641 Sherman Avenue,Pennsauken,NJ,08110,1641,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2021-12-22,37168.24,Renewal / Re-tenant,,0.00,1966.00,"Block 1102, Lot 11",19.1000,Rectangle,Masonry,,,2022,TPO,,,,0.58,Front Load,,,,,125.00,16.00,16.00,30.00,30.00,1,1,Aspalt,0.00,No,None,,0.00,No,,No,,,No,No,No,Sewer,Tenant,PSE&G,PSE&G,Merchantville Pennsauken Water Commission,No,,No,,No Issue,,0.00
2720,xtx8154b,8154 Bracken Creek Drive,San Antonio,TX,78266 ,,FRG X                                                                           ,San Antonio,Acquired                                                                        ,,2021-12-28,45917.01,Renewal / Re-tenant,,0.00,1988.00,,7.8200,Other,Metal,,,1988,Metal,,,,9.13,Front Load,Rear Load,,,,0.00,17.50,19.72,0.00,0.00,8,6,Equal Mix,28.00,Yes,None,,0.00,No,Mixed,No,,,No,No,No,Sewer,Faropoint,Not Provided,City Public Service,San Antonio Water System,No,,No,,No Issue,,0.00
2721,xga800wh,800 Wharton Dr Southwest,Atlanta,GA,30336,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2021-12-28,101904.85,Rent Optimization,,0.00,1972.00,14F-0084-LL-024-5,7.3000,Square,Masonry,,,2003,TPO,,,,4.36,Front Load,,,,,88.00,18.00,21.00,40.00,40.00,7,2,Concrete,34.00,No,Dry,Wet,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
2722,xfl3900w,3900 West Coachman Avenue  ,Tampa ,FL,33611 ,,FRG X                                                                           ,Tampa,Sold                                                                            ,,2021-12-28,126013.62,Rent Optimization,2024-07-12,22503.00,1963.00,A-04-30-18-ZZZ-000005-51970.0,0.5000,Square,Tilt-up/Concrete,,,1993,Other,,,,5.95,Other,,,,,150.00,20.00,20.00,0.00,0.00,11,2,Mainly Asphalt with some Concrete,49.00,Yes,Wet,,100.00,No,,No,,,No,Yes,No,Sewer,Tenant,,TECO,FPL,No,,No,,No Issue,,8500000.00
2723,xfl11660,11660 Central Parkway ,Jacksonville  ,FL,32224 ,,FRG X                                                                           ,Jacksonville,Acquired                                                                        ,,2021-12-30,62069.88,Renewal / Re-tenant,,0.00,1984.00,165425-3010,15.0000,Rectangle,Tilt-up/Concrete,,,2021,EPDM,,,,6.17,Rear Load,,,,,0.00,22.00,26.00,0.00,0.00,7,1,Aspalt,125.00,Yes,Other,,0.00,No,,No,,,No,No,No,Sewer,Tenant,,JEA,JEA,No,,No,,No Issue,,0.00
2724,xohcolu1,3000 – 3004 E 14th Avenue,Columbus,OH,43219,,FRG X                                                                           ,Columbus,Acquired                                                                        ,,2021-12-17,47755.54,Renewal / Re-tenant,,0.00,1994.00,010-105124-00,26.0000,Rectangle,Masonry,Metal,,1999,Metal,,,,3.20,Rear Load,Cross Dock,,,,0.00,20.50,25.60,0.00,0.00,9,2,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,0.00
2725,xohcolu2,3045 – 3065 Switzer Avenue,Columbus,OH,43219,,FRG X                                                                           ,Columbus,Acquired                                                                        ,,2021-12-17,12771.83,Renewal / Re-tenant,,0.00,1988.00,010-183721-00,14.5000,Square,Masonry,Metal,,2005,Metal,Other,,,1.24,Rear Load,,,,,0.00,14.50,16.60,100.00,50.00,4,3,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,0.00
2726,xohcolu3,3040 – 3050 E 14th Avenue,Columbus,OH,43219,,FRG X                                                                           ,Columbus,Acquired                                                                        ,,2021-12-17,9995.35,Renewal / Re-tenant,,0.00,1986.00,010-183722-00,17.1000,Rectangle,Masonry,Metal,,2005,Other,,,,1.30,Rear Load,,,,,0.00,15.00,15.50,0.00,0.00,2,2,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,0.00
2727,xohcolu4,1149 – 1161 Rarig Avenue,Columbus,OH,43219,,FRG X                                                                           ,Columbus,Acquired                                                                        ,,2021-12-17,21101.28,Renewal / Re-tenant,,0.00,1991.00,010-183723-00,29.2000,Rectangle,Masonry,,,1990,Metal,,,,1.30,Rear Load,,,,,0.00,14.50,16.83,25.00,50.00,5,4,,0.00,,None,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,0.00
2952,xtndelp2,4319 Delp Street,Memphis,TN,38118,,FRG X                                                                           ,Memphis,Acquired                                                                        ,,2021-04-12,68810.39,Renewal / Re-tenant,,0.00,1977.00,073101 00819,2.7000,Rectangle,Tilt-up/Concrete,,,2005;2023,TPO,,,,6.03,Front Load,,,,,90.00,20.00,22.00,37.00,33.00,18,1,Mainly Asphalt with some Concrete,35.00,Yes,Wet,,0.00,No,Non-LED,No,,,No,Yes,No,Sewer,Tenant,MLGW,MLGW,MLGW,No,,No,,No Issue,,0.00
2958,xpa18rai,18 Railroad Street,Royersford,PA,19468,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2022-01-14,,Rent Optimization,,,1981.00,37-00-02707-127 ; 37-00-02707-118,2.7000,Rectangle,Metal,Masonry,N/A,1975 ; 1979 ; 2023 ; 2024,Metal,N/A,N/A,N/A,8.30,Front Load,Rear Load,N/A,N/A,N/A,175.00,26.41,27.83,37.08,49.41,17,2,Mainly Asphalt with some Concrete,15.00,Yes,Wet,N/A,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,Just Energy,MetEd,"PA Aqua - Water
Limerick Township - Sewer",No,,No,,No Issue,,
2985,xil1001a,1001 Arthur Avenue,Elk Grove Village,IL,60007,,FRG X                                                                           ,Chicago,Acquired                                                                        ,,2022-01-25,39258.25,Renewal / Re-tenant,,0.00,1985.00,08-34-302-027-0000,22.7000,Rectangle,Masonry,,,2004,TPO,,,,1.15,Front Load,Cross Dock,,,,70.00,11.92,19.66,0.00,0.00,0,3,Concrete,24.00,Yes,Wet,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,Nicor,Comed,Elk Grove Village,No,,No,,No Issue,Clean Phase 1,0.00
2986,xil1000a,1000 Atlantic Drive,West Chicago,IL,60185,,FRG X                                                                           ,Chicago,Acquired                                                                        ,,2022-01-17,45138.10,Renewal / Re-tenant,,0.00,1989.00,01-33-301-034,10.0000,L Shape,Masonry,,,2000,Metal,,,,1.80,Rear Load,,,,,98.00,19.00,23.00,0.00,0.00,3,4,Concrete,32.00,Yes,Wet,,0.00,No,Mixed,No,,,No,No,No,Sewer,Tenant,Nicor,Comed,City of West Chicago,No,,No,,No Issue,Clean Phase 1,0.00
2987,xnj2075h,2075 High Hill Road,Logan Township,NJ,08085,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2022-01-18,39558.92,Rent Optimization,,0.00,1982.00,"Block 1602, Lot 36",10.3000,Rectangle,Masonry,Metal,,2018,TPO,,,,3.13,Cross Dock,,,,,108.00,24.20,26.60,38.00,38.00,5,3,,10.00,,Wet,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,South Jersey Gas,Atlantic City Electric,Township of Logan,No,,No,,Work In Progress,"An undetermined fire occurred at the building February 2022. Tenant’s oil barrels burned, releasing",0.00
2988,xtx2125v,2125 Vanco Drive ,Irving,TX,75061,,FRG X                                                                           ,Dallas,Acquired                                                                        ,,2022-01-18,31265.38,Renewal / Re-tenant,,0.00,1972.00,32597500020090000,20.6000,Rectangle,Tilt-up/Concrete,Metal,,2021,TPO,,,,1.84,Cross Dock,,,,,80.00,18.66,23.00,25.00,25.00,0,7,Equal Mix,45.00,No,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Faropoint,Atmos,TXU,City of Irving,Yes,,No,,No Issue,,0.00
2989,xnj200ri,200 Rike Drive,Millstone,NJ,08535,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2022-01-19,38786.21,Rent Optimization,,0.00,1962.00,"Block 16, Lot 9.12 quals: C001 and C002",9.5000,L Shape,Metal,,,"2003, 2021",TPO,,,,10.03,Front Load,Cross Dock,,,,0.00,15.11,18.90,0.00,0.00,9,3,,54.00,,None,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,Resolved,Unrestricted Use Response Action Outcome issued for the property and remaining post-closing escrow o,0.00
2990,xga4600f,4600 & 4630 Frederick Drive ,Atlanta,GA,30036,4600,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2022-01-20,126159.40,Rent Optimization,,0.00,1970.00,14F-0056-LL-055-3,8.0000,Rectangle,Masonry,,,2017,TPO,,,,2.30,Front Load,Rear Load,,,,82.00,18.00,20.00,40.00,40.00,7,3,Aspalt,39.00,No,Wet,,1.00,No,LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
2990,xga4600f,4600 & 4630 Frederick Drive ,Atlanta,GA,30036,4630,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2022-01-20,119048.40,Rent Optimization,,0.00,1970.00,14F-0056-LL-055-3,13.0000,Rectangle,Masonry,,,2017,TPO,,,,2.30,Front Load,Rear Load,,,,80.00,18.00,20.00,40.00,40.00,4,4,Aspalt,39.00,No,None,,0.00,No,LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
2992,xtx2616a,2616 Andjon Drive,Dallas,TX,75220,,FRG X                                                                           ,Dallas,Acquired                                                                        ,,2022-02-01,28883.75,Rent Optimization,,0.00,1963.00,00000600406000000,7.0000,Rectangle,Masonry,,,2016,BUR,,,,1.08,Front Load,,,,,59.75,16.75,18.25,0.00,0.00,6,0,Concrete,26.00,,None,,0.00,No,,No,,,No,No,No,Sewer,Faropoint,,,,No,,No,,No Issue,,0.00
2993,xfl4646g,4646 South Grady Avenue,Tampa,FL,33611,,FRG X                                                                           ,Tampa,Sold                                                                            ,,2022-02-01,130747.98,Renewal / Re-tenant,2024-07-12,731841.50,1966.00,A-04-30-18-ZZZ-000005-51980.0,16.0000,Square,Tilt-up/Concrete,,,2014,BUR,,,,3.30,Rear Load,,,,,130.00,22.00,22.00,0.00,0.00,2,6,Mainly Asphalt with some Concrete,37.00,Yes,Wet,,100.00,No,,No,,,No,No,No,Sewer,Tenant,,TECO,FPL,No,,No,,Resolved,Phase I reported that additional sampling was needed to analyze the PAHs that were identified. Phase,9500000.00
2994,xnj9100p,9100 Pennsauken Highway  ,Pennsauken,NJ,08110,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2022-02-03,100972.86,Renewal / Re-tenant,,0.00,1973.00,"Block 2502, Lot 4",23.7000,Rectangle,Metal,N/A,N/A,2024,Metal,N/A,N/A,N/A,3.63,Rear Load,N/A,N/A,N/A,N/A,160.00,21.00,26.00,0.00,0.00,4,0,Mainly Asphalt with some Concrete,120.00,Yes,Wet,N/A,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,PSEG,PSEG,Pennsauken Township,No,,No,N/A,Resolved,"The Subject Property has been the subject of four (4) previous ISRA filings in 1993, 1996, 1997 and",0.00
3201,xtx111pl,11100 Plano Road,Dallas ,TX,75238,,FRG X                                                                           ,Dallas,Acquired                                                                        ,,2022-01-20,71245.69,Renewal / Re-tenant,,0.00,1973.00,00-00078-703-100-0000,8.9000,Rectangle,Tilt-up/Concrete,,,2006,TPO,,,,11.06,Front Load,,,,,100.00,18.00,18.00,32.50,32.50,10,1,Mainly Asphalt with some Concrete,110.00,Yes,Other,,0.00,No,LED,No,,,No,No,No,Sewer,Tenant,Atmos,,City of Dallas,No,,No,,No Issue,,0.00
3202,xtx467wa,4679 Walzem Road,San Antonio,TX,78218,,FRG X                                                                           ,San Antonio,Acquired                                                                        ,,2022-02-17,49330.56,Renewal / Re-tenant,,0.00,1972.00,12179-000-0240,7.0000,Rectangle,Masonry,,,"2011, 2017",BUR,TPO,,,2.38,Front Load,,,,,200.00,28.00,28.00,19.42,32.83,4,1,,0.00,Yes,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Faropoint,Not Provided,City Public Service,San Antonio Water System,No,,No,,No Issue,,0.00
3203,xtx310an,3101 Aniol Street,San Antonio,TX,78219,,FRG X                                                                           ,San Antonio,Acquired                                                                        ,,2022-01-20,24143.06,Renewal / Re-tenant,,0.00,1983.00,10127-000-0091,0.0000,Square,Metal,Tilt-up/Concrete,,2016,TPO,,,,5.56,Front Load,,,,,100.00,22.00,26.00,25.00,25.00,0,8,Mainly Asphalt with some Concrete,17.00,Yes,Wet,,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,Atmos,,City of San Antonio,No,,No,,No Issue,,0.00
3204,xtx1919a,1919 Avenue E,Lubbock,TX,79404,,FRG X                                                                           ,Lubbock,Acquired                                                                        ,,2022-01-20,26119.76,Renewal / Re-tenant,,0.00,1960.00,R553000-00045-00030-000,5.3000,Other,Masonry,Metal,,2011,Metal,TPO,,,3.39,Front Load,,,,,125.00,18.00,18.00,20.00,20.00,8,0,Mainly Asphalt with some Concrete,19.00,Yes,Other,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,City of Lubbock,No,,No,,No Issue,,0.00
3272,xnj400wa,400 Water Street,Gloucester City,NJ,08030,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2022-02-17,68400.40,Rent Optimization,,0.00,1956.00,"Block 104, Lot 1 Block 104, Lot 2 Block 104, Lot 5 Block 104, Lot 16",8.0000,L Shape,Masonry,N/A,N/A,2007,BUR,N/A,N/A,N/A,1.37,Rear Load,Side Load,N/A,N/A,N/A,64.60,14.80,16.00,36.00,50.00,4,3,Concrete,19.00,Yes,None,N/A,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,PSEG,PSEG,Gloucester City,Yes,238290,No,,Resolved,"Limited Restricted Use RAO and corresponding Remedial Action Permit (RAP220001, supersedes RAP180001",0.00
3273,xga3350h,3350 Hamilton Boulevard SW,Atlanta ,GA,30354,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2022-02-22,74894.71,Renewal / Re-tenant,,0.00,1964.00,14-0063-LL-071-7,3.2000,Rectangle,Masonry,,,2010;2023,TPO,,,,4.00,Cross Dock,,,,,85.00,17.00,19.00,30.00,30.00,8,1,Mainly Asphalt with some Concrete,33.00,Yes,Wet,,100.00,No,Non-LED,No,,,No,No,No,Sewer,Faropoint,,,,No,,No,,No Issue,,0.00
3274,xtx4679w,4679 Walzem Road,San Antonio,TX,78218,,NA                                                                              ,San Antonio,Dead Deal                                                                       ,,2022-04-15,0.00,Renewal / Re-tenant,,0.00,1972.00,12179-000-0240,7.0000,Rectangle,Masonry,,,"2011, 2017",BUR,TPO,N/A,N/A,2.38,Front Load,N/A,N/A,N/A,N/A,0.00,28.00,28.00,0.00,0.00,4,1,,0.00,,None,N/A,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,0.00
3278,xfl7720p,7720 Philips Highway,Jacksonville,FL,32256,,FRG X                                                                           ,Jacksonville,Acquired                                                                        ,,2022-02-28,67786.93,Renewal / Re-tenant,,0.00,1981.00,152564-0210,9.4000,Rectangle,Tilt-up/Concrete,,,2011,TPO,,,,4.93,Rear Load,,,,,140.00,19.92,20.83,0.00,0.00,11,1,Aspalt,45.00,Yes,Wet,,0.00,No,,No,,,No,No,No,Septic,Faropoint,,JEA,JEA,No,,No,,No Issue,,0.00
3301,xil121lo,121 South Lombard Road,Addison,IL,60101,,FRG X                                                                           ,Chicago,Acquired                                                                        ,,2022-02-28,130464.50,Renewal / Re-tenant,,0.00,1979.00,03-30-403-026,25.0000,Rectangle,Masonry,,,2021,TPO,,,,1.09,Front Load,Rear Load,,,,75.00,17.33,18.00,0.00,0.00,2,1,Concrete,27.00,Yes,Wet,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,Nicor,Comed,Village of Addison,No,,No,,No Issue,No further action required,0.00
3302,xnj121mo,121 Moonachie Ave,Moonachie,NJ,07074,,FRG X                                                                           ,Northern NJ/New York,Acquired                                                                        ,,2022-03-15,719265.49,Renewal / Re-tenant,,0.00,1970.00,37-00062-0000-00008,7.0000,Rectangle,Masonry,,,2017,Other,,,,4.90,Rear Load,,,,,96.00,14.00,15.00,40.00,27.00,7,0,,55.00,,Wet,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,PSEG,PSEG,Moonachie Borough,No,,No,,Work In Progress,Site Investigation Report being prepared.,0.00
3304,xpa4200m,4200 Macalester Street,Philadelphia,PA,19124,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2022-03-02,196861.38,Renewal / Re-tenant,,0.00,1981.00,884186400; 885936320,7.4000,Rectangle,Masonry,N/A,N/A,2023,TPO,N/A,N/A,N/A,5.90,Front Load,N/A,N/A,N/A,N/A,75.00,25.00,27.00,50.00,50.00,4,1,Aspalt,60.00,Yes,Wet,N/A,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,GasTec,PECO,City of Philadelphia,No,,No,,No Issue,,0.00
3306,xpa500ma,500 Maryland Avenue,Fort Washington,PA,19034,,FRG X                                                                           ,Philadelphia,Acquired                                                                        ,,2022-03-08,434342.05,Renewal / Re-tenant,,0.00,1961.00,540011728008,14.9000,Rectangle,Masonry,,,2023,TPO,,,,12.85,Rear Load,,,,,90.00,17.30,17.30,18.00,48.00,11,9,Aspalt,193.00,Yes,Wet,,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,PECO,PECO,North Wales Water Authority (NWWA),No,,No,,No Issue,,0.00
3307,xtx10704,10704 - 10710 Composite Drive ,Dallas,TX,75220,,FRG X                                                                           ,Dallas,Acquired                                                                        ,,2022-03-07,26823.00,Renewal / Re-tenant,,0.00,1973.00,00000601952520000,4.4000,Square,Masonry,,,2020,Other,,,,1.35,Front Load,,,,,50.00,24.00,24.00,20.00,20.00,14,14,Concrete,26.00,No,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,Atmos,Oncor,City of Dallas,No,,No,,No Issue,,0.00
3308,xfl420sw,420 S. Ware Boulevard ,Tampa,FL,33619,,FRG X                                                                           ,Tampa,Acquired                                                                        ,,2022-03-10,89977.57,Lease-up,,0.00,1997.00,068052-2065,13.3000,Rectangle,Tilt-up/Concrete,,,1997,BUR,,,,1.08,Front Load,,,,,75.00,20.00,20.00,0.00,0.00,10,2,Mainly Asphalt with some Concrete,18.00,Yes,None,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,TECO,FPL,No,,No,,No Issue,,0.00
3351,xnj121hi,121 High Hill Road,Woolwich Township,NJ,08085,,FRG X                                                                           ,Philadelphia,Sold                                                                            ,,2022-03-22,47366.67,Lease-up,2023-03-31,0.00,1952.00,"Block 5, Lot 7.02, C0002",0.0000,Rectangle,Masonry,Metal,,Unknown,EPDM,,,,4.54,Front Load,Side Load,,,,0.00,24.16,26.25,0.00,0.00,9,2,,0.00,,Wet,,0.00,No,,No,,,No,No,No,Sewer,,,,,No,,No,,No Issue,,8625465.00
3356,xga401wi,"401 Windsor Street SW, Atlanta, GA 30312",Atlanta,GA,30312,,FRG X                                                                           ,Atlanta,Acquired                                                                        ,,2022-03-30,42675.01,Rent Optimization,,0.00,1991.00,14-0085-0006-112-6,13.7100,Rectangle,Masonry,Metal,,1991;2022,Metal,TPO,,,3.50,Cross Dock,,,,,98.00,13.00,15.00,30.00,41.00,0,13,Mainly Asphalt with some Concrete,110.00,Yes,Wet,,100.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,,,,No,,No,,No Issue,,0.00
3364,xtn3961o,3961 Outland Road,Memphis,TN,38118,,FRG X                                                                           ,Memphis,Acquired                                                                        ,,2022-04-01,64795.86,Lease-up,,0.00,1978.00,07-4033-0-0014,8.0000,Rectangle,Tilt-up/Concrete,,,2019,TPO,,,,4.92,Front Load,Side Load,Other,,,115.00,23.00,23.00,40.00,26.00,13,1,Aspalt,60.00,Yes,Wet,,0.00,No,Non-LED,No,,,No,No,No,Sewer,Tenant,MLGW,MLGW,MLGW,No,,No,,No Issue,,0.00
