filename,tenant_name,revenue,website,industry,business_description,credit_score,probability_of_default
FP TCE_v6.66 - Central Salvage (2024-04-13).pdf,Central Salvage Company Inc. and Affiliates,$10.7M,http://centralsalvageco.com/,"Demolition services for commercial and industrial properties Adjusted EBITDA 1,211 1,616 1,148 -29.0%","Demolition services for commercial and industrial properties Adjusted EBITDA 1,211 1,616 1,148 -29.0%",B,
FP TCE_v7.44 - OnScent (2025-02-19).pdf,"Premier Specialties, Inc.",$70.4M,https://onscent.com/,"Fragrance and cosmetic ingredient manufacturing. Adjusted EBITDA - 13,836 17,907 29.4%","Fragrance and cosmetic ingredient manufacturing. Adjusted EBITDA - 13,836 17,907 29.4%",B,
FP TCE_v7.45 - Prime Egrocery (2025-02-28).pdf,"Prime Egrocery, Inc.",$3.8M,https://www.ebay.com/str/yongantrading;,Online retailer of health and wellness products. Profitability EBITDA Margin 6.5% 20.2% 100%,Online retailer of health and wellness products. Profitability EBITDA Margin 6.5% 20.2% 100%,CCC,
FP TCE_v7.44 - CNC Manufacturing (2025-01-23).pdf,"CNC Manufacturing, Inc.",$28M,http://cnc-mfg.net/,Precision-machined components for the oilfield industry. Profitability EBITDA Margin 13.4% 3.8% 15%,Precision-machined components for the oilfield industry. Profitability EBITDA Margin 13.4% 3.8% 15%,B,
FP TCE_v7.52 - Sunshine State (2025-05-15).pdf,"Used JDM Engine Inc / Sunshine State JDM Inc (""JDM"" - consolidated)",$28M,https://www.jdmenginedepotinc.com/,Imports and sells used Japanese engines. Profitability EBITDA Margin 5.4% 10.3% 74%,Imports and sells used Japanese engines. Profitability EBITDA Margin 5.4% 10.3% 74%,CCC,
FP TCE_v7.45 - Daring Design (2025-02-23).pdf,"Daring Design, LLC",$32M,https://image360.com/,Custom signage and visual branding solutions. Profitability EBITDA Margin 4.6% 9.2% 69%,Custom signage and visual branding solutions. Profitability EBITDA Margin 4.6% 9.2% 69%,CCC,
FP TCE_v7.45 - Family Vending (2025-02-14).pdf,Family Vending LLC,$10M,https://familyvending.llc/; http://www.familyvend.com/,Vending machine provider for businesses and facilities. Profitability EBITDA Margin 11.8% 19.1% 83%,Vending machine provider for businesses and facilities. Profitability EBITDA Margin 11.8% 19.1% 83%,CCC,
FP TCE_v7.44 - Lonestar Wholesale & Distribution (2025-01-24).pdf,"Neptune Imports, Inc.",$27M,https://neptuneimports.com/,Wholesale distributor of smoking and wellness products. Profitability EBITDA Margin 6.7% 1.7% 16%,Wholesale distributor of smoking and wellness products. Profitability EBITDA Margin 6.7% 1.7% 16%,CCC,
FP TCE_v7.44 - Genuine Parts Company (2024-11-16).pdf,Genuine Parts Company,"$23,090.6M",https://www.genpt.com/,"Distributes automotive and industrial replacement parts. Adjusted EBITDA 997,010 1,999,329 2,157,346 7.9%","Distributes automotive and industrial replacement parts. Adjusted EBITDA 997,010 1,999,329 2,157,346 7.9%",BBB,
FP TCE_v7.52 - C&D Printing (2025-06-02).pdf,"C & D Printing, Inc.",$7.3M,https://cndprinting.com/,"Commercial printing, packaging, and mailing services. Adjusted EBITDA 782 769 804 4.5%","Commercial printing, packaging, and mailing services. Adjusted EBITDA 782 769 804 4.5%",C,
FP TCE_v7.44 - Innoved Institute (2024-12-11).pdf,"Innoved Institute, LLC",$12.0M,https://innovedinstitute.com/,"Healthcare training and simulation services provider. Adjusted EBITDA - 3,091 3,365 8.8%","Healthcare training and simulation services provider. Adjusted EBITDA - 3,091 3,365 8.8%",B,
FP TCE_v7.44 - OnScent (2024-11-20).pdf,"Premier Specialties, Inc.",$61M,https://onscent.com/,Fragrance and cosmetic ingredient manufacturing. Profitability EBITDA Margin 5.8% 22.2%,Fragrance and cosmetic ingredient manufacturing. Profitability EBITDA Margin 5.8% 22.2%,CCC,
FP TCE_v6.65 - New York Label & Box Works (2024-01-17).pdf,"New York Label & Box Corporation (""NYLB"")",$9.8M,https://www.since1878.com/,"Folding cartons, labels, and specialty packaging. Adjusted EBITDA (97) (252) (441) -74.9%","Folding cartons, labels, and specialty packaging. Adjusted EBITDA (97) (252) (441) -74.9%",CCC,
FP TCE_v7.52 - Foxlink (2025-05-27).pdf,9.02% to 14.87% Company Overview Financial Statement Highlights,"$3,207.8M",https://www.foxlink.com/,"Electronic components and modules manufacturer. Adjusted EBITDA 229,741 222,137 258,307 16.3%","Electronic components and modules manufacturer. Adjusted EBITDA 229,741 222,137 258,307 16.3%",CCC,
FP TCE_v7.42 - Currey & Company (2024-08-09).pdf,"Currey & Company, Inc.",$60.4M,https://www.curreyandcompany.com/,"Manufactures and wholesales home furnishings. Adjusted EBITDA - 2,568 4,333 68.7%","Manufactures and wholesales home furnishings. Adjusted EBITDA - 2,568 4,333 68.7%",BB,
FP TCE_v7.52 - American Architectural Millwork (2025-05-12).pdf,"American Architectural Millwork, LLC (""AAM"")",$6.6M,http://www.aapgco.com/,"Architectural wood products design and manufacturing. Adjusted EBITDA 2,039 159 542 240.3%","Architectural wood products design and manufacturing. Adjusted EBITDA 2,039 159 542 240.3%",CCC,
FP TCE_v7.53 - Gossamer Security Solutions (2025-08-03).pdf,0.60% to 1.89% # of Benchmarks: 20 Industry Company Percentile # of Industry Benchmarks 20,$54M,https://gossamersec.com/,Cybersecurity compliance testing and certification services. Profitability EBITDA Margin 8.9% 46.5% 100%,Cybersecurity compliance testing and certification services. Profitability EBITDA Margin 8.9% 46.5% 100%,B,
FP TCE_v7.53 - Ken Color (2025-07-21).pdf,"Ken Color Laboratories, Inc.",$21M,https://thealbummaster.com/,Wholesale photofinishing and custom album manufacturing. Profitability EBITDA Margin 9.8% 2.7% 10%,Wholesale photofinishing and custom album manufacturing. Profitability EBITDA Margin 9.8% 2.7% 10%,CCC,
FP TCE_v7.45 - HT Airsystems Carolinas (2025-01-26).pdf,"HT Airsystems Carolinas, LLC",$102.7M,https://www.insightusa.com/,"Commercial HVAC solutions and equipment distribution. Adjusted EBITDA 3,362 3,692 6,279 70.1%","Commercial HVAC solutions and equipment distribution. Adjusted EBITDA 3,362 3,692 6,279 70.1%",CCC,
FP TCE_v7.52 - American Traffic Solutions (2025-05-09).pdf,"American Traffic Solutions, Inc. (""ATS"") sub of Verra Mobility",$222M,www.atsol.com,Automated traffic enforcement and mobility solutions. Profitability EBITDA Margin 11.1% 33.5% 95%,Automated traffic enforcement and mobility solutions. Profitability EBITDA Margin 11.1% 33.5% 95%,BB,
FP TCE_v6.57 - LB Plastics (2023-10-03).pdf,"L.B. Plastics, Inc",$11M,https://www.lbplastics.com/,Plastics manufacturing Gross Profit Margin 17.7% 35.6% +1789 bps,Plastics manufacturing Gross Profit Margin 17.7% 35.6% +1789 bps,B,
FP TCE_v7.52 - MWD Logistics (2025-05-14).pdf,"MWD Logistics, Inc.",$12.5M,https://www.mwdlogistics.com/,"Warehouse and inventory management services (3PL) Adjusted EBITDA 1,207 918 461 -49.8%","Warehouse and inventory management services (3PL) Adjusted EBITDA 1,207 918 461 -49.8%",CC,
FP TCE_v6.23 - Core & Main_v2.pdf,"Core & Main, Inc.",$259M,https://coreandmain.com/,"Specialty Distributor (Pipes, Valves) Gross Profit Margin 25.7% 27.0% +137 bps","Specialty Distributor (Pipes, Valves) Gross Profit Margin 25.7% 27.0% +137 bps",BBB,
FP TCE_v6.68 - Reliable Restoration (2024-06-17).pdf,"Reliable Restoration, LLC",$18.9M,https://choosereliable.com/,"Provides restoration and construction services in Southeast. Adjusted EBITDA 258 1,177 3,266 177.5%","Provides restoration and construction services in Southeast. Adjusted EBITDA 258 1,177 3,266 177.5%",BB,
FP TCE_v6.68 - Ox Industries PROFORMA (2024-09-18).pdf,"Ox Industries, Inc. (PROFORMA RATING)",$277.1M,https://oxindustries.com/,"Manufactures recycled paperboard and protective packaging products. Adjusted EBITDA 28,394 20,605 34,547 67.7%","Manufactures recycled paperboard and protective packaging products. Adjusted EBITDA 28,394 20,605 34,547 67.7%",B,
FP TCE_v7.44 - CSG (2025-01-16).pdf,"Clean Solutions Group, Inc. (""CSG"")",$112.0M,https://cleangrp.com/,"Produces sustainable nonwoven air, sanitation and floormat products. Adjusted EBITDA 30,539 14,265 18,238 27.9%","Produces sustainable nonwoven air, sanitation and floormat products. Adjusted EBITDA 30,539 14,265 18,238 27.9%",BB,
FP TCE_v7.53 - Control Works (2025-08-04).pdf,"Control Works, Inc.",$8M,https://control-works.com/,"Industrial automation, retrofits, and control panels. Profitability EBITDA Margin 8.1% 8.6% 52%","Industrial automation, retrofits, and control panels. Profitability EBITDA Margin 8.1% 8.6% 52%",CCC,
FP TCE_v7.53 - Baseball Lifestyle 101 (2025-07-02).pdf,"Baseball Lifestyle 101 Holding Company, LLC",$31.7M,https://www.bl101.com/,"Baseball-themed apparel and lifestyle brand. Adjusted EBITDA - 139 5,444 3820.8%","Baseball-themed apparel and lifestyle brand. Adjusted EBITDA - 139 5,444 3820.8%",B,
"FP TCE_v6.66 - Southern Aluminum Finishing Company, Inc. (2024-03-29).pdf","Southern Aluminum Finishing Company, Inc.",$44.5M,https://www.saf.com/,"Processor and distributor of aluminum and other metals Adjusted EBITDA - 2,309 2,391 3.6%","Processor and distributor of aluminum and other metals Adjusted EBITDA - 2,309 2,391 3.6%",B,
FP TCE_v7.44 - Seal South (2024-12-03).pdf,"Seal South, Inc.",$7.3M,https://www.seal-il.com,"Provides specialized educational and therapeutic services. Adjusted EBITDA (1,833) 158 917 480.5%","Provides specialized educational and therapeutic services. Adjusted EBITDA (1,833) 158 917 480.5%",B,
FP TCE_v6.65 - Simonik Transportation & Warehousing Group (2023-10-25).pdf,"Simonik Transportation & Warehousing Group, LLC",$4.4M,https://www.simonikallied.com/,Residential and commercial moving and storage company Adjusted EBITDA ‐ (175) (475) 171.8%,Residential and commercial moving and storage company Adjusted EBITDA ‐ (175) (475) 171.8%,CC,
FP TCE_v7.44 - C&J Contractors (2024-11-01).pdf,"C & J Contractors, LLC",$13M,https://www.facebook.com/ImprovementsCandJMd/,Residential General Contractor Profitability EBITDA Margin 11.9% 24.6% 85%,Residential General Contractor Profitability EBITDA Margin 11.9% 24.6% 85%,C,
FP TCE_v7.44 - Brew Theory (2024-12-09).pdf,GREAT SOUTHERN COPACKERS LLC,$14.7M,"https://www.brew-theory.com,","Contract beverage manufacturing and distribution services. Adjusted EBITDA 2,633 441 (7,566) -1814.7%","Contract beverage manufacturing and distribution services. Adjusted EBITDA 2,633 441 (7,566) -1814.7%",C,
FP TCE_v7.53 - GC Packaging (2025-07-31).pdf,"GC Packaging, LLC (""GCP"") - acquired by Fanatics Holdings",$206.3M,https://www.gcpackaging.com/,"Custom packaging, printing, and collectible-card production. Adjusted EBITDA - 88,042 35,341 -59.9%","Custom packaging, printing, and collectible-card production. Adjusted EBITDA - 88,042 35,341 -59.9%",BB,
FP TCE_v7.52 - International General Trading Group (2025-05-24).pdf,14.87% to 20.71% # of Benchmarks: 31 Industry Company Percentile # of Industry Benchmarks 31,$16M,,Imports and distributes food and hygiene products. Profitability EBITDA Margin 5.8% 5.5% 46%,Imports and distributes food and hygiene products. Profitability EBITDA Margin 5.8% 5.5% 46%,CC,
FP TCE_v7.53 - Harimatec Inc (2025-08-06).pdf,"Harimatec, Inc (wholly-owned sub of Harima Chemicals Group, Inc - TYO: 4410)",$11.1M,https://harimatec.com/,"Manufactures specialty solder and brazing materials. Adjusted EBITDA 490 1,034 531 -48.7%","Manufactures specialty solder and brazing materials. Adjusted EBITDA 490 1,034 531 -48.7%",B,
FP TCE_v7.45 - Antego Tire & Wheel (2025-03-18).pdf,Antego Tire and Wheel Inc,$15.3M,https://antegowheels.com/,"Specialty tire and wheel assembly supplier/retailer. Adjusted EBITDA 1,342 295 1,642 457.3%","Specialty tire and wheel assembly supplier/retailer. Adjusted EBITDA 1,342 295 1,642 457.3%",CCC,
FP TCE_v7.45 - Bengal Converting Services (2025-02-06).pdf,"Bengal Converting Services, Inc.",$2.6M,https://www.bengalgrp.com/,Custom material converting and processing services. Adjusted EBITDA - (789) (421) 46.7%,Custom material converting and processing services. Adjusted EBITDA - (789) (421) 46.7%,C,
FP TCE_v7.45 - Infinite Windows (2025-03-21).pdf,"Infinite Windows, LLC",$36M,https://www.infinitewindows.com/,"Hurricane-rated windows, doors, and installation. Profitability EBITDA Margin 9.3% 8.8% 45%","Hurricane-rated windows, doors, and installation. Profitability EBITDA Margin 9.3% 8.8% 45%",B,
FP TCE_v6.65 - Krowne Metal Corporation (2024-01-19).pdf,Krowne Metal Corporation,$91.3M,https://krowne.com/,"Manufacturer & supplier of stainless steel underbar equipment Adjusted EBITDA 4,349 2,334 4,111 76.2%","Manufacturer & supplier of stainless steel underbar equipment Adjusted EBITDA 4,349 2,334 4,111 76.2%",BBB,
FP TCE_v7.45 - Sybridge - PROFORMA (2025-03-20).pdf,"Sybridge Technologies U.S. Holdings, Inc. |PROFORMA",$142M,https://sybridge.com/,Industrial technology-driven design and manufacturing solutions. Profitability EBITDA Margin 10.1% 23.9% 92%,Industrial technology-driven design and manufacturing solutions. Profitability EBITDA Margin 10.1% 23.9% 92%,B,
FP TCE_v7.53 - All Round Bakery Products (2025-07-08).pdf,"All Round Foods, Inc",$29.9M,https://allroundfoods.com/,"Frozen bakery products for foodservice distributors. Adjusted EBITDA 992 2,314 1,234 -46.7%","Frozen bakery products for foodservice distributors. Adjusted EBITDA 992 2,314 1,234 -46.7%",B,
FP TCE_v7.45 - TruckPro (2025-04-29).pdf,TruckPro Holding Corporation,$646.8M,https://www.truckpro.com/,"Heavy-duty truck parts distribution and services. Adjusted EBITDA 36,486 23,476 31,301 33.3%","Heavy-duty truck parts distribution and services. Adjusted EBITDA 36,486 23,476 31,301 33.3%",CC,
FP TCE_v7.44 - Thaler Machine Holdings (2024-11-12) FY-24 & Proforma.pdf,"Thaler Machine Holdings, LLC and Subsidiary (Thaler Machine Company, Inc.) - FY-24 & Proforma",$53.9M,https://www.thalermachine.com/,"Precision components for aerospace and defense industries. Adjusted EBITDA 750 6,848 9,582 39.9%","Precision components for aerospace and defense industries. Adjusted EBITDA 750 6,848 9,582 39.9%",B,
FP TCE_v7.53 - NJ NY Gotham Football (2025-06-08).pdf,NJ/NY Gotham Football Club LLC,$9.2M,https://www.gothamfc.com/,"Professional women’s soccer team and brand. Adjusted EBITDA - - (22,163) FALSE","Professional women’s soccer team and brand. Adjusted EBITDA - - (22,163) FALSE",C,
FP TCE_v7.25 - Marketing.com (12.15.23).pdf,6.0 Company Overview Financial Statement Highlights,$170.2M,https://marketing.com/,"Commercial printing, signage, and fulfillment services Adjusted EBITDA 11,035 16,855 18,771 52.7% 11.4%","Commercial printing, signage, and fulfillment services Adjusted EBITDA 11,035 16,855 18,771 52.7% 11.4%",BB,
FP TCE_v7.44 - American Expediting Logistics (2024-12-29).pdf,"American Expediting Logistics, LLC",$139.0M,https://americanexpediting.com/,"Time-critical logistics and delivery solutions. Adjusted EBITDA 1,156 2,757 (3,028) -209.8%","Time-critical logistics and delivery solutions. Adjusted EBITDA 1,156 2,757 (3,028) -209.8%",CC,
FP TCE_v7.53 - Coherent (2025-07-18).pdf,0.60% to 1.89% Company Overview Financial Statement Highlights,"$5,707.6M",https://www.coherent.com,"Lasers, optics, semiconductors, and photonic systems. Adjusted EBITDA 664,417 673,534 957,668 42.2%","Lasers, optics, semiconductors, and photonic systems. Adjusted EBITDA 664,417 673,534 957,668 42.2%",B,
FP TCE_v7.44 - Insight Enterprise (2024-10-11)(1).pdf,"Insight Enterprises, Inc.","$9,175.8M",https://www.insight.com,"Global provider of IT and digital solutions. Adjusted EBITDA 387,482 470,314 482,271 2.5%","Global provider of IT and digital solutions. Adjusted EBITDA 387,482 470,314 482,271 2.5%",BB,
FP TCE_v7.51 - Precision Metal Industries (2025-04-18).pdf,14.87% to 20.71% Company Overview Financial Statement Highlights,$20.6M,https://pmiquality.com/,"Precision metal fabrication and assembly services. Adjusted EBITDA 2,981 2,586 2,360 -8.7%","Precision metal fabrication and assembly services. Adjusted EBITDA 2,981 2,586 2,360 -8.7%",CC,
FP TCE_v7.51 - Kreg Therapeutic (2025-04-23).pdf,"KREG THERAPEUTICS LLC (""KT"")",$26.9M,,"Rents advanced hospital beds and equipment. Adjusted EBITDA 7,455 6,792 7,942 16.9%","Rents advanced hospital beds and equipment. Adjusted EBITDA 7,455 6,792 7,942 16.9%",CCC,
FP TCE_v6.64 - Pinnacle Cosmetic Packaging (2023-10-09).pdf,Pinnacle Cosmetic Packaging LLC,$6.4M,,Packaging solution to cosmetics industry Adjusted EBITDA 724 48 524 992.8%,Packaging solution to cosmetics industry Adjusted EBITDA 724 48 524 992.8%,BB,
FP TCE_v7.45 - Five Star Food Service (2025-03-24).pdf,"Five Star Food Service, Inc.",$572M,https://www.fivestarbreaktime.com,Unattended retail and workplace foodservice provider. Profitability EBITDA Margin 9.9% 15.3% 71%,Unattended retail and workplace foodservice provider. Profitability EBITDA Margin 9.9% 15.3% 71%,B,
FP TCE_v7.45 - USA Cabinet Store (2025-03-03).pdf,"USA Cabinet Store, LLC",$434M,https://www.usacabinetstore.com/,Retailer of kitchen and bathroom cabinetry. Profitability EBITDA Margin 5.7% 1.7% 23%,Retailer of kitchen and bathroom cabinetry. Profitability EBITDA Margin 5.7% 1.7% 23%,CC,
FP TCE_v7.44 - DuBois Chemical (2024-12-17).pdf,"DuBois Chemicals, Inc.",$820M,https://www.duboischemicals.com/,Provides tailored specialty chemical solutions. Profitability EBITDA Margin 14.3% 100.0% 100%,Provides tailored specialty chemical solutions. Profitability EBITDA Margin 14.3% 100.0% 100%,CCC,
FP TCE_v7.44 - Zina - FY-24 (A) (2024-11-21).pdf,"Zina's Salads, Inc.",$14.9M,https://www.zsalads.com,"Wholesale manufacturer of fresh, ready-to-eat salads. Adjusted EBITDA (226) 56 2,301 3973.6%","Wholesale manufacturer of fresh, ready-to-eat salads. Adjusted EBITDA (226) 56 2,301 3973.6%",B,
FP TCE_v6.65 - Gemcap (2023-11-17).pdf,Company Overview Financial Statement Highlights,$12.6M,https://gemcaplogistics.com/,"Provide trucking & logistics services Adjusted EBITDA 518 489 2,287 367.4%","Provide trucking & logistics services Adjusted EBITDA 518 489 2,287 367.4%",CCC,
FP TCE_v7.44 - Mitchell Industrial Tire (2024-10-16).pdf,"Mitchell Industrial Tire Co., Inc. (""MITCO"")",$71.8M,https://www.mitco.com/,"Manufactures and distributes industrial tires. Adjusted EBITDA 6,096 6,903 8,220 19.1%","Manufactures and distributes industrial tires. Adjusted EBITDA 6,096 6,903 8,220 19.1%",BB,
FP TCE_v6.65 - S&M Transportation (2023-11-16).pdf,S&M Transportation Inc.,$22.7M,https://smtrans.com/,"Provides warehousing facilities and logistical services Adjusted EBITDA - 816 1,822 123.1%","Provides warehousing facilities and logistical services Adjusted EBITDA - 816 1,822 123.1%",CCC,
FP TCE_v7.53 - Cigarette Boat (2025-07-18).pdf,"Cigarette Holdings, LLC (""CR"")",$73.2M,https://cigaretteracing.com/,"Manufactures luxury high-performance powerboats. Adjusted EBITDA 5,983 18,007 26,225 45.6%","Manufactures luxury high-performance powerboats. Adjusted EBITDA 5,983 18,007 26,225 45.6%",CCC,
FP TCE_v7.45 - Sybridge - (2025-03-20).pdf,"Sybridge Technologies U.S. Holdings, Inc.",$142M,https://sybridge.com/,Industrial technology-driven design and manufacturing solutions. Profitability EBITDA Margin 10.1% 22.8% 92%,Industrial technology-driven design and manufacturing solutions. Profitability EBITDA Margin 10.1% 22.8% 92%,B,
